"Page","Photo_num","Date","Person_ID","Photo","Envelope_ID","Fruit_ID","Seed_number","NonViable_seeds","Notes","Notes2","Date2"
50,NA,"01-06-2016","Maggie","N",693,"3","5","N",NA,NA,2016-06-01
50,NA,"01-06-2016","Maggie","N",693,"4","5","N",NA,NA,2016-06-01
50,NA,"01-06-2016","Maggie","N",693,"5","8","N",NA,NA,2016-06-01
50,NA,"01-06-2016","Maggie","N",693,"6","4","N",NA,NA,2016-06-01
50,NA,"01-06-2016","Maggie","N",52,"1","8","N",NA,NA,2016-06-01
50,NA,"01-06-2016","Maggie","N",52,"2","14","N",NA,NA,2016-06-01
50,NA,"01-06-2016","Maggie","N",52,"3","16","N",NA,NA,2016-06-01
50,NA,"01-06-2016","Maggie","N",52,"4","10","N",NA,NA,2016-06-01
50,NA,"01-06-2016","Maggie","N",52,"5","8","N",NA,NA,2016-06-01
50,NA,"01-06-2016","Maggie","N",52,"6","15","Y","FEW MID STAGE ABORTED",NA,2016-06-01
51,NA,"01-06-2016","Maggie","N",735,"1","0","N","FRUIT WAS TINY, NOT FRUIT",NA,2016-06-01
51,NA,"01-06-2016","Maggie","N",735,"2","0","N","FRUIT WAS TINY, NOT FRUIT",NA,2016-06-01
51,NA,"01-06-2016","Maggie","N",735,"3","0","N","FRUIT WAS TINY, NOT FRUIT",NA,2016-06-01
51,NA,"01-06-2016","Maggie","N",735,"4","0","N","FRUIT WAS TINY, NOT FRUIT",NA,2016-06-01
51,NA,"01-06-2016","Michael","N",735,"5","0","N","FRUIT WAS TINY, NOT FRUIT",NA,2016-06-01
51,NA,"01-06-2016","Michael","N",303,"1","0","N",NA,NA,2016-06-01
51,NA,"01-06-2016","Michael","N",303,"2","0","N",NA,NA,2016-06-01
51,NA,"01-06-2016","Michael","N",303,"3","0","N",NA,NA,2016-06-01
51,NA,"01-06-2016","Michael","N",303,"4","0","N",NA,NA,2016-06-01
51,NA,"01-06-2016","Michael","N",303,"5","0","N","CHANGED SEED COUNT OF 1 TO 0, MAGGIE DID NOT CONSIDER THESE FRUITS IN THE FIELD. JUST COLLECTED IN FIELD FOR RECORD KEEPING. CHECK WHAT THIS \"SEED\" LOOKS LIKE ",NA,2016-06-01
51,NA,"01-06-2016","Michael","N",300,"1","3","N",NA,NA,2016-06-01
51,NA,"01-06-2016","Michael","N",300,"2","8","N",NA,NA,2016-06-01
51,NA,"01-06-2016","Michael","N",300,"3","5","N",NA,NA,2016-06-01
51,NA,"01-06-2016","Michael","N",300,"4","12","N",NA,NA,2016-06-01
51,NA,"01-06-2016","Michael","N",300,"5","16","N",NA,NA,2016-06-01
51,NA,"01-06-2016","Michael","N",236,"1","67","Y",NA,NA,2016-06-01
51,NA,"01-06-2016","Michael","N",236,"2","32","Y",NA,NA,2016-06-01
51,NA,"01-06-2016","Michael","N",236,"3","46","Y",NA,NA,2016-06-01
51,NA,"01-06-2016","Michael","N",236,"4","52","Y",NA,NA,2016-06-01
51,NA,"01-06-2016","Michael","N",236,"5","51","Y",NA,NA,2016-06-01
51,NA,"01-06-2016","Michael","N",60,"1","1","Y","EARLY + MID STAGE ABORTED",NA,2016-06-01
51,NA,"01-06-2016","Michael","N",60,"2","0","N","THESE COULD ALL BE ABORTED",NA,2016-06-01
51,NA,"01-06-2016","Michael","N",60,"3","3","Y","LATE ABORTED SEEDS",NA,2016-06-01
51,NA,"01-06-2016","Michael","N",60,"4","0","N","LATE ABORTED SEEDS",NA,2016-06-01
51,NA,"01-06-2016","Michael","N",60,"5","2","Y","LATE ABORTED SEEDS",NA,2016-06-01
51,NA,"01-06-2016","Michael","N",67,"1-27","563","Y",NA,NA,2016-06-01
51,NA,"01-06-2016","Michael","N",455,"1-23","457","Y",NA,NA,2016-06-01
51,NA,"01-06-2016","Michael","N",500,"1-2","132","Y","Possibly aborted",NA,2016-06-01
51,NA,"01-06-2016","Michael","N",500,"3","15","Y","Possibly aborted",NA,2016-06-01
51,NA,"01-06-2016","Michael","N",500,"4","30","Y","Possibly aborted",NA,2016-06-01
51,NA,"01-06-2016","Michael","N",500,"5","47","Y","Possibly aborted",NA,2016-06-01
51,NA,"01-06-2016","Michael","N",247,"1-5","89","N",NA,NA,2016-06-01
51,NA,"01-06-2016","Michael","N",261,"1","15","N",NA,NA,2016-06-01
51,NA,"01-06-2016","Michael","N",261,"2","17","N",NA,NA,2016-06-01
51,NA,"01-06-2016","Michael","N",261,"3","3","N",NA,NA,2016-06-01
51,NA,"01-06-2016","Michael","N",261,"4","12","N",NA,NA,2016-06-01
52,NA,"01-06-2016","Michael","N",261,"5","5","N",NA,NA,2016-06-01
52,NA,"01-06-2016","Michael","N",715,"1-13","0","Y","possibly aborted-  440 seeds originally counted changed to late aborted",NA,2016-06-01
52,NA,"01-06-2016","Michael","N",135,"1","7","Y",NA,NA,2016-06-01
52,NA,"01-06-2016","Michael","N",135,"2","8","Y",NA,NA,2016-06-01
52,NA,"01-06-2016","Michael","N",135,"3","0","Y",NA,NA,2016-06-01
52,NA,"01-06-2016","Michael","N",135,"4","1","Y",NA,NA,2016-06-01
52,NA,"01-06-2016","Michael","N",135,"5","0","Y",NA,NA,2016-06-01
52,NA,"01-06-2016","Michael","N",316,"1","12","Y",NA,NA,2016-06-01
52,NA,"01-06-2016","Michael","N",316,"2","2","Y",NA,NA,2016-06-01
52,NA,"01-06-2016","Michael","N",316,"3","0","Y",NA,NA,2016-06-01
52,NA,"01-06-2016","Michael","N",316,"4","16","N",NA,NA,2016-06-01
52,NA,"01-06-2016","Michael","N",316,"5","0","Y",NA,NA,2016-06-01
52,NA,"01-06-2016","Michael","N",83,"1","0","Y",NA,NA,2016-06-01
52,NA,"01-06-2016","Michael","N",83,"2","0","Y",NA,NA,2016-06-01
52,NA,"01-06-2016","Michael","N",83,"3","0","Y",NA,NA,2016-06-01
52,NA,"01-06-2016","Michael","N",83,"4","0","Y",NA,NA,2016-06-01
52,NA,"01-06-2016","Michael","N",83,"5","0","Y",NA,NA,2016-06-01
52,NA,"01-06-2016","Michael","N",384,"1","0","Y",NA,NA,2016-06-01
52,NA,"01-06-2016","Michael","N",384,"2","0","Y",NA,NA,2016-06-01
52,NA,"01-06-2016","Michael","N",384,"3","0","Y",NA,NA,2016-06-01
52,NA,"01-06-2016","Michael","N",384,"4","0","Y",NA,NA,2016-06-01
52,NA,"01-06-2016","Michael","N",384,"5","0","Y",NA,NA,2016-06-01
52,NA,"01-06-2016","Michael","N",221,"1","0","N",NA,NA,2016-06-01
52,NA,"01-06-2016","Michael","N",221,"2","0","N",NA,NA,2016-06-01
52,NA,"01-06-2016","Michael","N",221,"3","0","N",NA,NA,2016-06-01
52,NA,"01-06-2016","Michael","N",221,"4","0","N",NA,NA,2016-06-01
52,NA,"01-06-2016","Michael","N",221,"5","2","N",NA,NA,2016-06-01
52,NA,"01-06-2016","Michael","N",353,"1","0","N",NA,NA,2016-06-01
52,NA,"01-06-2016","Michael","N",353,"2","1","N",NA,NA,2016-06-01
52,NA,"01-06-2016","Michael","N",353,"3","0","N",NA,NA,2016-06-01
52,NA,"01-06-2016","Michael","N",353,"4","0","N",NA,NA,2016-06-01
52,NA,"01-06-2016","Michael","N",353,"5","1","N",NA,NA,2016-06-01
52,NA,"01-06-2016","Michael","N",385,"1","0","N",NA,NA,2016-06-01
52,NA,"01-06-2016","Michael","N",385,"2","0","N",NA,NA,2016-06-01
52,NA,"01-06-2016","Michael","N",385,"3","0","N",NA,NA,2016-06-01
52,NA,"01-06-2016","Michael","N",385,"4","0","N",NA,NA,2016-06-01
53,NA,"01-06-2016","Michael","N",385,"5","0","N",NA,NA,2016-06-01
53,NA,"01-06-2016","Michael","N",744,"1","0","N",NA,NA,2016-06-01
53,NA,"01-06-2016","Michael","N",744,"2","1","N",NA,NA,2016-06-01
53,NA,"01-06-2016","Michael","N",744,"3","6","N",NA,NA,2016-06-01
53,NA,"01-06-2016","Michael","N",744,"4","3","N",NA,NA,2016-06-01
53,NA,"01-06-2016","Michael","N",744,"5","2","N",NA,NA,2016-06-01
53,NA,"01-06-2016","Michael","N",191,"1-2","0","Y","ALLL ABORTED",NA,2016-06-01
53,NA,"01-06-2016","Michael","N",191,"3","1","N",NA,NA,2016-06-01
53,NA,"01-06-2016","Michael","N",191,"4","1","N",NA,NA,2016-06-01
53,NA,"01-06-2016","Michael","N",191,"5","0","Y","ALLL ABORTED",NA,2016-06-01
53,NA,"01-06-2016","Michael","N",134,"1","51","N",NA,NA,2016-06-01
53,NA,"01-06-2016","Michael","N",134,"2","44","N",NA,NA,2016-06-01
53,NA,"01-06-2016","Michael","N",134,"3","51","N",NA,NA,2016-06-01
53,NA,"01-06-2016","Michael","N",134,"4","59","N",NA,NA,2016-06-01
53,NA,"01-06-2016","Michael","N",134,"5","26","N",NA,NA,2016-06-01
53,NA,"01-06-2016","Michael","N",437,"1","0","Y",NA,NA,2016-06-01
53,NA,"01-06-2016","Michael","N",437,"2","0","Y",NA,NA,2016-06-01
53,NA,"01-06-2016","Michael","N",437,"3","0","Y",NA,NA,2016-06-01
53,NA,"01-06-2016","Michael","N",437,"4","0","Y",NA,NA,2016-06-01
53,NA,"01-06-2016","Michael","N",437,"5","0","Y",NA,NA,2016-06-01
53,NA,"01-06-2016","Michael","N",428,"0","0",NA,"11 FLR 0 FRT",NA,2016-06-01
53,NA,"01-06-2016","Michael","N",586,"1-4","72","Y",NA,NA,2016-06-01
53,NA,"01-06-2016","Michael","N",586,"5","23","Y",NA,NA,2016-06-01
53,NA,"01-06-2016","Michael","N",210,"1","4","Y",NA,NA,2016-06-01
53,NA,"01-06-2016","Michael","N",210,"2","3","Y",NA,NA,2016-06-01
53,NA,"01-06-2016","Michael","N",210,"3","6","Y",NA,NA,2016-06-01
53,NA,"01-06-2016","Michael","N",210,"4","7","Y",NA,NA,2016-06-01
53,NA,"01-06-2016","Michael","N",210,"5","1","Y",NA,NA,2016-06-01
53,NA,"01-06-2016","Michael","N",233,"1-2","31","N",NA,NA,2016-06-01
53,NA,"01-06-2016","Michael","N",233,"3","16","N",NA,NA,2016-06-01
53,NA,"01-06-2016","Michael","N",233,"4","9","N",NA,NA,2016-06-01
53,NA,"01-06-2016","Michael","N",233,"5","5","N",NA,NA,2016-06-01
53,NA,"01-06-2016","Michael","N",603,"1-5","63","N",NA,NA,2016-06-01
53,NA,"01-06-2016","Michael","N",116,"1","0","N",NA,NA,2016-06-01
53,NA,"01-06-2016","Michael","N",116,"2","0","N",NA,NA,2016-06-01
53,NA,"01-06-2016","Michael","N",116,"3","13","N",NA,NA,2016-06-01
54,NA,"01-06-2016","Michael","N",544,"1","2","N",NA,NA,2016-06-01
54,NA,"01-06-2016","Michael","N",544,"2","0","N",NA,NA,2016-06-01
54,NA,"01-06-2016","Michael","N",544,"3","0","N",NA,NA,2016-06-01
54,NA,"01-06-2016","Michael","N",544,"4","0","N",NA,NA,2016-06-01
54,NA,"01-06-2016","Michael","N",544,"5","2","N",NA,NA,2016-06-01
54,NA,"01-06-2016","Michael","N",19,"1","4","N",NA,NA,2016-06-01
54,NA,"01-06-2016","Michael","N",19,"2","0","N",NA,NA,2016-06-01
54,NA,"01-06-2016","Michael","N",19,"3","0","N",NA,NA,2016-06-01
54,NA,"01-06-2016","Michael","N",399,"0","0",NA,"40 FLRS 0 FRUIT",NA,2016-06-01
54,NA,"01-06-2016","Michael","N",566,"1","1","Y",NA,NA,2016-06-01
54,NA,"01-06-2016","Michael","N",566,"2","1","Y",NA,NA,2016-06-01
54,NA,"01-06-2016","Michael","N",566,"3","0","Y",NA,NA,2016-06-01
54,NA,"01-06-2016","Michael","N",566,"4","2","Y",NA,NA,2016-06-01
54,NA,"01-06-2016","Michael","N",566,"5","1","Y",NA,NA,2016-06-01
54,NA,"01-06-2016","Michael","N",589,"1","31","N","FUNGUS ON FRUIT",NA,2016-06-01
54,NA,"01-06-2016","Michael","N",589,"2","36","N","FUNGUS ON FRUIT",NA,2016-06-01
54,NA,"01-06-2016","Michael","N",589,"3","39","N","FUNGUS ON FRUIT",NA,2016-06-01
54,NA,"01-06-2016","Michael","N",589,"4","50","N","FUNGUS ON FRUIT",NA,2016-06-01
54,NA,"01-06-2016","Michael","N",589,"5","30","N","FUNGUS ON FRUIT",NA,2016-06-01
54,NA,"01-06-2016","Michael","N",606,"1","8","N",NA,NA,2016-06-01
54,NA,"01-06-2016","Michael","N",606,"2","14","N",NA,NA,2016-06-01
54,NA,"01-06-2016","Michael","N",606,"3","14","N",NA,NA,2016-06-01
54,NA,"01-06-2016","Michael","N",606,"4","8","N",NA,NA,2016-06-01
54,NA,"01-06-2016","Michael","N",606,"5","10","N",NA,NA,2016-06-01
54,NA,"01-06-2016","Michael","N",533,"1-2","7","Y","ABORTED SEEDS COULD HAVE BEEN IMMATURE",NA,2016-06-01
54,NA,"01-06-2016","Michael","N",533,"3","5","N","fUNGUS ON FRUIT",NA,2016-06-01
55,NA,"02-06-2016","Maggie","N",728,"1","16","Y","FEW MID STAGE ABORTED",NA,2016-06-02
55,NA,"02-06-2016","Maggie","N",728,"2","20","Y","FEW MID STAGE ABORTED",NA,2016-06-02
55,NA,"02-06-2016","Maggie","N",728,"3","21","Y","FEW MID STAGE ABORTED",NA,2016-06-02
55,NA,"02-06-2016","Maggie","N",728,"4","19","Y","FEW MID STAGE ABORTED",NA,2016-06-02
55,NA,"02-06-2016","Maggie","N",728,"5","17","Y","FEW MID STAGE ABORTED",NA,2016-06-02
55,NA,"02-06-2016","Maggie","N",412,"1","13","Y","FEW MID STAGE ABORTED",NA,2016-06-02
55,NA,"02-06-2016","Maggie","N",412,"2","14","Y","FEW MID STAGE ABORTED",NA,2016-06-02
55,NA,"02-06-2016","Maggie","N",412,"3","16","Y","FEW MID STAGE ABORTED",NA,2016-06-02
55,NA,"02-06-2016","Maggie","N",412,"4","12","Y","FEW MID STAGE ABORTED",NA,2016-06-02
55,NA,"02-06-2016","Maggie","N",271,"1","9","Y","MID STAGE ABORTED",NA,2016-06-02
55,NA,"02-06-2016","Maggie","N",271,"2","6","Y","MANY MEDIUM STAGE ABORTED",NA,2016-06-02
55,NA,"02-06-2016","Maggie","N",271,"3","9","Y","FEW MID STAGE ABORTED",NA,2016-06-02
55,NA,"02-06-2016","Maggie","N",271,"4","12","Y","FEW MID STAGE ABORTED",NA,2016-06-02
55,NA,"02-06-2016","Maggie","N",271,"5","15","Y","FEW MID STAGE ABORTED",NA,2016-06-02
55,NA,"02-06-2016","Maggie","N",271,"6","7","Y","FEW MID STAGE ABORTED",NA,2016-06-02
55,NA,"02-06-2016","Maggie","N",297,"1","11","Y","MID STAGE ABORTED",NA,2016-06-02
55,NA,"02-06-2016","Maggie","N",297,"2","5","Y","MID STAGE ABORTED",NA,2016-06-02
55,NA,"02-06-2016","Maggie","N",297,"3","4","Y","MID STAGE ABORTED",NA,2016-06-02
55,NA,"02-06-2016","Maggie","N",297,"4","7","Y","MID STAGE ABORTED",NA,2016-06-02
55,NA,"02-06-2016","Maggie","N",297,"5","6","Y","MID STAGE ABORTED",NA,2016-06-02
55,NA,"02-06-2016","Maggie","N",403,"1","23","N","MID STAGE ABORTED",NA,2016-06-02
55,NA,"02-06-2016","Maggie","N",403,"2","15","N","MID STAGE ABORTED",NA,2016-06-02
55,NA,"02-06-2016","Maggie","N",403,"3","20","Y","MID STAGE ABORTED",NA,2016-06-02
55,NA,"02-06-2016","Maggie","N",403,"4","15","Y","MID STAGE ABORTED",NA,2016-06-02
55,NA,"02-06-2016","Maggie","N",403,"5","11","Y","MID STAGE ABORTED",NA,2016-06-02
55,NA,"02-06-2016","Maggie","N",534,"1","15","Y","FEW MID STAGE ABORTED",NA,2016-06-02
55,NA,"02-06-2016","Maggie","N",534,"2","14","Y","FEW MID STAGE ABORTED",NA,2016-06-02
55,NA,"02-06-2016","Maggie","N",534,"3","14","Y","FEW MID STAGE ABORTED",NA,2016-06-02
55,NA,"02-06-2016","Maggie","N",534,"4","15","Y","FEW MID STAGE ABORTED",NA,2016-06-02
55,NA,"02-06-2016","Maggie","N",534,"5","15","Y","FEW MID STAGE ABORTED",NA,2016-06-02
55,NA,"02-06-2016","Maggie","N",534,"6","13","Y","FEW MID STAGE ABORTED",NA,2016-06-02
55,NA,"02-06-2016","Maggie","N",577,"1","26","Y","FEW MID STAGE ABORTED",NA,2016-06-02
55,NA,"02-06-2016","Maggie","N",577,"2","16","Y","MID STAGE ABORTED",NA,2016-06-02
55,NA,"02-06-2016","Maggie","N",577,"3","19","Y","MID STAGE ABORTED",NA,2016-06-02
55,NA,"02-06-2016","Maggie","N",577,"4","17","Y","MID STAGE ABORTED",NA,2016-06-02
55,NA,"02-06-2016","Maggie","N",577,"5","31","Y","MID STAGE ABORTED",NA,2016-06-02
56,NA,"02-06-2016","Maggie","N",335,"1","7","Y","FEW MID STAGE ABORTED",NA,2016-06-02
56,NA,"02-06-2016","Maggie","N",335,"2","16","Y","MID STAGE ABORTED",NA,2016-06-02
56,NA,"02-06-2016","Maggie","N",335,"3","8","Y","FEW MID STAGE ABORTED",NA,2016-06-02
56,NA,"02-06-2016","Maggie","N",335,"4","21","Y","MID STAGE ABORTED",NA,2016-06-02
56,NA,"02-06-2016","Maggie","N",335,"5","12","Y","MID STAGE ABORTED",NA,2016-06-02
56,NA,"02-06-2016","Maggie","N",599,"1","11","Y","MID STAGE ABORTED",NA,2016-06-02
56,NA,"02-06-2016","Maggie","N",709,"1","13","Y","MID STAGE ABORTED",NA,2016-06-02
56,NA,"02-06-2016","Maggie","N",709,"2","9","Y","MID STAGE ABORTED",NA,2016-06-02
56,NA,"02-06-2016","Maggie","N",709,"3","10","Y","FEW MID STAGE ABORTED",NA,2016-06-02
56,NA,"02-06-2016","Maggie","N",709,"4","14","Y","MID STAGE ABORTED",NA,2016-06-02
56,NA,"02-06-2016","Maggie","N",278,"1","5","N",NA,NA,2016-06-02
56,NA,"02-06-2016","Maggie","N",278,"2","2","Y","MID STAGE ABORTED",NA,2016-06-02
56,NA,"02-06-2016","Maggie","N",278,"3","4","N",NA,NA,2016-06-02
56,NA,"02-06-2016","Maggie","N",278,"4","5","Y","MID STAGE ABORTED",NA,2016-06-02
56,NA,"02-06-2016","Maggie","N",278,"5","4","N",NA,NA,2016-06-02
56,NA,"02-06-2016","Maggie","N",55,"1","15","Y","MID STAGE ABORTED",NA,2016-06-02
56,NA,"02-06-2016","Maggie","N",55,"2","5","Y","MID STAGE ABORTED",NA,2016-06-02
56,NA,"02-06-2016","Maggie","N",55,"3","6","Y","MID STAGE ABORTED",NA,2016-06-02
56,NA,"02-06-2016","Maggie","N",55,"4","8","Y","MID STAGE ABORTED",NA,2016-06-02
56,NA,"02-06-2016","Maggie","N",55,"5","8","Y","MID STAGE ABORTED",NA,2016-06-02
56,NA,"02-06-2016","Maggie","N",496,"1","12","Y","FEW EARLY STAGE",NA,2016-06-02
56,NA,"02-06-2016","Maggie","N",496,"2","9","Y","MID STAGE ABORTED",NA,2016-06-02
56,NA,"02-06-2016","Maggie","N",496,"3","7","Y","FEW EARLY STAGE",NA,2016-06-02
56,NA,"02-06-2016","Maggie","N",496,"4","7","N",NA,NA,2016-06-02
56,NA,"02-06-2016","Maggie","N",496,"5","8","Y","FEW EARLY STAGE",NA,2016-06-02
56,NA,"02-06-2016","Maggie","N",329,"1","3","N",NA,NA,2016-06-02
56,NA,"02-06-2016","Maggie","N",329,"2","4","N",NA,NA,2016-06-02
56,NA,"02-06-2016","Maggie","N",329,"3","7","N",NA,NA,2016-06-02
56,NA,"02-06-2016","Maggie","N",567,"1","11","Y","MID STAGE ABORTED",NA,2016-06-02
56,NA,"02-06-2016","Maggie","N",567,"2","6","Y",NA,NA,2016-06-02
56,NA,"02-06-2016","Maggie","N",567,"3","4","N",NA,NA,2016-06-02
56,NA,"02-06-2016","Maggie","N",567,"4","4","N",NA,NA,2016-06-02
56,NA,"02-06-2016","Maggie","N",630,"1","8","Y","FEW MID STAGE ABORTED",NA,2016-06-02
56,NA,"02-06-2016","Maggie","N",630,"2","4","Y",NA,NA,2016-06-02
56,NA,"02-06-2016","Maggie","N",630,"3","8","N",NA,NA,2016-06-02
56,NA,"02-06-2016","Maggie","N",630,"4","8","N",NA,NA,2016-06-02
56,NA,"02-06-2016","Maggie","N",630,"5","5","Y","FEW EARLY STAGE",NA,2016-06-02
56,NA,"02-06-2016","Maggie","N",444,"1","10","N",NA,NA,2016-06-02
57,NA,"02-06-2016","Maggie","N",444,"2","4","Y","FEW MID STAGE ABORTED",NA,2016-06-02
57,NA,"02-06-2016","Maggie","N",444,"3","4","N",NA,NA,2016-06-02
57,NA,"02-06-2016","Maggie","N",444,"4","4","Y","FEW EARLY STAGE",NA,2016-06-02
57,NA,"02-06-2016","Maggie","N",444,"5","5","Y","FEW MID STAGE ABORTED",NA,2016-06-02
57,NA,"02-06-2016","Maggie","N",378,"1","8","Y","FEW EARLY STAGE",NA,2016-06-02
57,NA,"02-06-2016","Maggie","N",378,"2","9","Y","FEW EARLY STAGE",NA,2016-06-02
57,NA,"02-06-2016","Maggie","N",378,"3","5","Y","FEW EARLY STAGE",NA,2016-06-02
57,NA,"02-06-2016","Maggie","N",378,"4","6","Y","FEW EARLY STAGE",NA,2016-06-02
57,NA,"02-06-2016","Maggie","N",745,"1-2","22","Y","FEW EARLY STAGE",NA,2016-06-02
57,NA,"02-06-2016","Maggie","N",745,"3","6","Y","MID STAGE ABORTED",NA,2016-06-02
57,NA,"02-06-2016","Maggie","N",745,"4","12","Y","FEW MID STAGE ABORTED",NA,2016-06-02
57,NA,"02-06-2016","Maggie","N",745,"5","5","Y",NA,NA,2016-06-02
57,NA,"02-06-2016","Maggie","N",531,"1","4","Y","FEW MID STAGE ABORTED",NA,2016-06-02
57,NA,"02-06-2016","Maggie","N",531,"2","8","Y","FEW MID STAGE ABORTED",NA,2016-06-02
57,NA,"02-06-2016","Maggie","N",531,"3","11","N","FEW MID STAGE ABORTED",NA,2016-06-02
57,NA,"02-06-2016","Maggie","N",531,"4","4","Y","MID STAGE ABORTED",NA,2016-06-02
57,NA,"02-06-2016","Maggie","N",531,"5","5","Y","MID STAGE ABORTED",NA,2016-06-02
57,NA,"02-06-2016","Maggie","N",627,"1","10","Y","MID STAGE ABORTED",NA,2016-06-02
57,NA,"02-06-2016","Maggie","N",627,"2","8","Y","MID STAGE ABORTED",NA,2016-06-02
57,NA,"02-06-2016","Maggie","N",627,"3","8","N",NA,NA,2016-06-02
57,NA,"02-06-2016","Maggie","N",627,"4","11","N",NA,NA,2016-06-02
57,NA,"02-06-2016","Maggie","N",627,"5","8","N",NA,NA,2016-06-02
57,NA,"02-06-2016","Maggie","N",184,"1","11","Y","FEW MID STAGE ABORTED",NA,2016-06-02
57,NA,"02-06-2016","Maggie","N",184,"2","11","N",NA,NA,2016-06-02
57,NA,"02-06-2016","Maggie","N",184,"3","11","Y","FEW MID STAGE ABORTED",NA,2016-06-02
57,NA,"02-06-2016","Maggie","N",184,"4","9","Y","MID STAGE ABORTED",NA,2016-06-02
57,NA,"02-06-2016","Maggie","N",184,"5","9","Y","MID STAGE ABORTED",NA,2016-06-02
57,NA,"02-06-2016","Maggie","N",184,"6","11","Y","MID STAGE ABORTED",NA,2016-06-02
57,NA,"02-06-2016","Maggie","N",184,"7","5","N",NA,NA,2016-06-02
57,NA,"02-06-2016","Maggie","N",376,"1","5","Y","FEW EARLY STAGE",NA,2016-06-02
57,NA,"02-06-2016","Maggie","N",376,"2","4","Y","MID STAGE ABORTED",NA,2016-06-02
57,NA,"02-06-2016","Maggie","N",376,"3","5","Y","MID STAGE ABORTED",NA,2016-06-02
57,NA,"02-06-2016","Maggie","N",376,"4","1","N",NA,NA,2016-06-02
57,NA,"02-06-2016","Maggie","N",376,"5","8","N",NA,NA,2016-06-02
58,NA,"02-06-2016","Maggie","N",492,"1","0","Y","ALL LATE ABORTED",NA,2016-06-02
58,NA,"02-06-2016","Maggie","N",492,"2","0","Y","ALL LATE ABORTED",NA,2016-06-02
58,NA,"02-06-2016","Maggie","N",492,"3","0","Y","ALL LATE ABORTED",NA,2016-06-02
58,NA,"02-06-2016","Maggie","N",492,"4","8","Y","FEW EARLY STAGE",NA,2016-06-02
58,NA,"02-06-2016","Maggie","N",492,"5","5","Y","FEW MID STAGE ABORTED",NA,2016-06-02
58,NA,"02-06-2016","Maggie","N",492,"6","4","Y","MANY LATE STAGE ABORTED",NA,2016-06-02
58,NA,"02-06-2016","Maggie","N",492,"7","6","Y","MID STAGE ABORTED",NA,2016-06-02
58,NA,"02-06-2016","Maggie","N",492,"8","4","Y","LATE ABORTED SEEDS",NA,2016-06-02
58,NA,"02-06-2016","Maggie","N",492,"9","3","N",NA,NA,2016-06-02
58,NA,"02-06-2016","Maggie","N",492,"10","0","N",NA,NA,2016-06-02
58,NA,"02-06-2016","Maggie","N",492,"11","8","N",NA,NA,2016-06-02
58,NA,"02-06-2016","Maggie","N",705,"1","15","Y",NA,NA,2016-06-02
58,NA,"02-06-2016","Maggie","N",705,"2","5","Y",NA,NA,2016-06-02
58,NA,"02-06-2016","Maggie","N",705,"3","14","N",NA,NA,2016-06-02
58,NA,"02-06-2016","Maggie","N",705,"4","11","Y",NA,NA,2016-06-02
58,NA,"02-06-2016","Maggie","N",705,"5","14","N",NA,NA,2016-06-02
58,NA,"02-06-2016","Maggie","N",705,"6","8","Y",NA,NA,2016-06-02
58,NA,"02-06-2016","Maggie","N",705,"7","7","Y",NA,NA,2016-06-02
58,NA,"02-06-2016","Maggie","N",725,"1","15","Y","MID STAGE ABORTED",NA,2016-06-02
58,NA,"02-06-2016","Maggie","N",725,"2","13","Y","FEW MID STAGE ABORTED",NA,2016-06-02
58,NA,"02-06-2016","Maggie","N",725,"3","9","N",NA,NA,2016-06-02
58,NA,"02-06-2016","Maggie","N",725,"4","7","Y","MID STAGE ABORTED",NA,2016-06-02
58,NA,"02-06-2016","Maggie","N",725,"5","4","Y","MID STAGE ABORTED",NA,2016-06-02
58,NA,"02-06-2016","Maggie","N",660,"1","8","Y","MID STAGE ABORTED",NA,2016-06-02
58,NA,"02-06-2016","Maggie","N",660,"2","5","Y","MID STAGE ABORTED",NA,2016-06-02
58,NA,"02-06-2016","Maggie","N",660,"3","8","Y","FEW MID STAGE ABORTED",NA,2016-06-02
58,NA,"02-06-2016","Maggie","N",660,"4","6","Y","FEW MID STAGE ABORTED",NA,2016-06-02
58,NA,"02-06-2016","Maggie","N",660,"5","12","Y","MID STAGE ABORTED",NA,2016-06-02
58,NA,"02-06-2016","Maggie","N",245,"1","47","Y","MID STAGE ABORTED",NA,2016-06-02
58,NA,"02-06-2016","Maggie","N",245,"2","9","Y","MID STAGE ABORTED",NA,2016-06-02
58,NA,"02-06-2016","Maggie","N",245,"3","17","Y","MID STAGE ABORTED",NA,2016-06-02
58,NA,"02-06-2016","Maggie","N",245,"4","19","Y","MID STAGE ABORTED",NA,2016-06-02
58,NA,"02-06-2016","Maggie","N",245,"5","9","Y","MID STAGE ABORTED",NA,2016-06-02
58,NA,"02-06-2016","Maggie","N",245,"6","13","Y","FEW MID STAGE ABORTED",NA,2016-06-02
58,NA,"02-06-2016","Maggie","N",265,"1","0","Y","LATE ABORTED SEEDS",NA,2016-06-02
58,NA,"02-06-2016","Maggie","N",265,"2","0","Y","LATE ABORTED SEEDS",NA,2016-06-02
58,NA,"02-06-2016","Maggie","N",265,"3","0","Y","LATE ABORTED SEEDS",NA,2016-06-02
58,NA,"02-06-2016","Maggie","N",265,"4","0","Y","LATE ABORTED SEEDS",NA,2016-06-02
58,NA,"02-06-2016","Maggie","N",265,"5","0","Y","LATE ABORTED SEEDS",NA,2016-06-02
59,NA,"02-06-2016","Maggie","N",441,"1","9","N",NA,NA,2016-06-02
