"Page","Photo_num","Date","Person_ID","Photo","Envelope_ID","Fruit_ID","Seed_number","NonViable_seeds","Notes","Notes2","Date2"
30,NA,"18-04-2016","Maggie","N",655,"4","8","FEW ALMOST NONE",NA,NA,2016-04-18
30,NA,"18-04-2016","Maggie","N",655,"5","14","FEW ALMOST NONE",NA,NA,2016-04-18
30,NA,"18-04-2016","Maggie","N",655,"6","10","FEW ALMOST NONE",NA,NA,2016-04-18
30,NA,"18-04-2016","Maggie","N",461,"1-7","0","OUT OF 7 CAPSULES 1 HAD SOME ABORTED ",NA,NA,2016-04-18
30,NA,"18-04-2016","Maggie","N",440,"1-4","0","1 OUT OF 4 FLRS HAD ABORTED",NA,NA,2016-04-18
30,NA,"18-04-2016","Maggie","N",440,"5","0","Y",NA,NA,2016-04-18
30,NA,"18-04-2016","Maggie","N",440,"6","1","Y",NA,NA,2016-04-18
30,NA,"18-04-2016","Maggie","N",440,"7","2","Y",NA,NA,2016-04-18
30,NA,"18-04-2016","Maggie","N",440,"8-10","0","N",NA,NA,2016-04-18
30,NA,"18-04-2016","Maggie","N",440,"11","1","Y",NA,NA,2016-04-18
31,NA,"18-04-2016","Maggie","N",650,"0","0","N",NA,NA,2016-04-18
31,NA,"18-04-2016","Maggie","N",467,"1-2","0","Y",NA,NA,2016-04-18
31,NA,"18-04-2016","Maggie","N",584,"1","7","Y",NA,NA,2016-04-18
31,NA,"18-04-2016","Maggie","N",584,"2","0","Y",NA,NA,2016-04-18
31,NA,"18-04-2016","Maggie","N",584,"3","18","Y",NA,NA,2016-04-18
31,NA,"18-04-2016","Maggie","N",584,"4","0","Y",NA,NA,2016-04-18
31,NA,"18-04-2016","Maggie","N",584,"5","0","Y",NA,NA,2016-04-18
31,NA,"18-04-2016","Maggie","N",584,"6","0","Y",NA,NA,2016-04-18
31,NA,"18-04-2016","Maggie","N",255,"1-3","0","Y",NA,NA,2016-04-18
31,NA,"18-04-2016","Maggie","N",155,"1-3","0","Y",NA,NA,2016-04-18
31,NA,"18-04-2016","Maggie","N",155,"4","1","Y",NA,NA,2016-04-18
31,NA,"18-04-2016","Maggie","N",477,"1","6","Y",NA,NA,2016-04-18
31,NA,"18-04-2016","Maggie","N",477,"2","0","Y",NA,NA,2016-04-18
31,NA,"18-04-2016","Maggie","N",477,"3","7","Y",NA,NA,2016-04-18
31,NA,"18-04-2016","Maggie","N",477,"4","9","Y",NA,NA,2016-04-18
31,NA,"18-04-2016","Maggie","N",477,"5","7","STRANGE BIG SEEDS",NA,NA,2016-04-18
31,NA,"18-04-2016","Maggie","N",343,"1-6","0","Y",NA,NA,2016-04-18
31,NA,"18-04-2016","Maggie","N",616,"1-5","59","Y",NA,NA,2016-04-18
31,NA,"18-04-2016","Maggie","N",447,"1-4","19","Y",NA,NA,2016-04-18
31,NA,"18-04-2016","Maggie","N",363,"1","14","Y",NA,NA,2016-04-18
31,NA,"18-04-2016","Maggie","N",363,"2","14","Y",NA,NA,2016-04-18
31,NA,"18-04-2016","Maggie","N",363,"3","15","Y",NA,NA,2016-04-18
31,NA,"18-04-2016","Maggie","N",363,"4","18","Y",NA,NA,2016-04-18
31,NA,"18-04-2016","Maggie","N",363,"5","16","Y",NA,NA,2016-04-18
31,NA,"18-04-2016","Maggie","N",175,"1","3","Y",NA,NA,2016-04-18
31,NA,"18-04-2016","Maggie","N",175,"2","7","Y",NA,NA,2016-04-18
31,NA,"18-04-2016","Maggie","N",175,"3","7","Y",NA,NA,2016-04-18
31,NA,"18-04-2016","Maggie","N",175,"4","7","Y",NA,NA,2016-04-18
31,NA,"18-04-2016","Maggie","N",175,"5","6","Y",NA,NA,2016-04-18
31,NA,"18-04-2016","Maggie","N",175,"6","504","Y",NA,NA,2016-04-18
31,NA,"18-04-2016","Maggie","N",504,"1","23","Y",NA,NA,2016-04-18
31,NA,"18-04-2016","Maggie","N",504,"2","28","Y",NA,NA,2016-04-18
31,NA,"18-04-2016","Maggie","N",504,"3-6","94","Y",NA,NA,2016-04-18
31,NA,"18-04-2016","Maggie","N",490,"1-5","38","Y",NA,NA,2016-04-18
31,NA,"18-04-2016","Maggie","N",340,"1","7","Y",NA,NA,2016-04-18
31,NA,"18-04-2016","Maggie","N",340,"2","29","Y",NA,NA,2016-04-18
31,NA,"18-04-2016","Maggie","N",340,"3","28","Y",NA,NA,2016-04-18
31,NA,"18-04-2016","Maggie","N",340,"4","30","Y",NA,NA,2016-04-18
32,NA,"18-04-2016","Maggie","N",292,"1","27","N",NA,NA,2016-04-18
32,NA,"18-04-2016","Maggie","N",292,"2","28","Y",NA,NA,2016-04-18
32,NA,"18-04-2016","Maggie","N",292,"3","13","Y",NA,NA,2016-04-18
32,NA,"18-04-2016","Maggie","N",292,"4","43","Y",NA,NA,2016-04-18
32,NA,"18-04-2016","Maggie","N",75,"1-6","42","Y",NA,NA,2016-04-18
32,NA,"18-04-2016","Maggie","N",75,"7","0","N",NA,NA,2016-04-18
32,NA,"18-04-2016","Maggie","N",361,"1-5","19","184","LATE ABORTED SEEDS",NA,2016-04-18
32,NA,"18-04-2016","Maggie","N",361,"6","2","26","LATE ABORTED SEEDS",NA,2016-04-18
32,NA,"18-04-2016","Maggie","N",361,"7","3","19","LATE ABORTED SEEDS",NA,2016-04-18
32,NA,"18-04-2016","Maggie","N",417,"1-5","48","178",NA,NA,2016-04-18
32,NA,"18-04-2016","Maggie","N",169,"1-4","0","Y","MEDIUM STAGE ABORTED",NA,2016-04-18
32,NA,"18-04-2016","Maggie","N",535,"1","0","Y",NA,NA,2016-04-18
32,NA,"18-04-2016","Maggie","N",535,"2","9","50",NA,NA,2016-04-18
32,NA,"18-04-2016","Maggie","N",535,"3","8","10",NA,NA,2016-04-18
32,NA,"18-04-2016","Maggie","N",535,"4","2","10",NA,NA,2016-04-18
32,NA,"18-04-2016","Maggie","N",535,"5","5","10",NA,NA,2016-04-18
32,NA,"18-04-2016","Maggie","N",535,"6","3","10",NA,NA,2016-04-18
32,NA,"18-04-2016","Maggie","N",590,"1","0","Y",NA,NA,2016-04-18
32,NA,"18-04-2016","Maggie","N",590,"2","18","Y",NA,NA,2016-04-18
32,NA,"18-04-2016","Maggie","N",590,"3","0","Y","MEDIUM STAGE ABORTED",NA,2016-04-18
32,NA,"18-04-2016","Maggie","N",590,"4","0","Y",NA,NA,2016-04-18
32,NA,"18-04-2016","Maggie","N",590,"5","0","Y",NA,NA,2016-04-18
32,NA,"18-04-2016","Maggie","N",652,"1","15","Y",NA,NA,2016-04-18
32,NA,"18-04-2016","Maggie","N",652,"2-5","0","Y",NA,NA,2016-04-18
32,NA,"18-04-2016","Maggie","N",652,"6","41","N","MINI SEEDS BUT LOOK GOOD",NA,2016-04-18
32,NA,"18-04-2016","Maggie","N",652,"7","6","Y",NA,NA,2016-04-18
32,NA,"18-04-2016","Maggie","N",154,"1","13","Y",NA,NA,2016-04-18
32,NA,"18-04-2016","Maggie","N",154,"2","38","Y",NA,NA,2016-04-18
32,NA,"18-04-2016","Maggie","N",154,"3","26","Y",NA,NA,2016-04-18
32,NA,"18-04-2016","Maggie","N",154,"4","19","Y",NA,NA,2016-04-18
32,NA,"18-04-2016","Maggie","N",154,"5","3","Y",NA,NA,2016-04-18
32,NA,"18-04-2016","Maggie","N",319,"1","23","Y","FUNGUSY SEEDS ",NA,2016-04-18
32,NA,"18-04-2016","Maggie","N",319,"2","0","Y + 12","MEDIUM STAGE ABORTED",NA,2016-04-18
32,NA,"18-04-2016","Maggie","N",319,"3","0","Y + 35","MEDIUM STAGE ABORTED",NA,2016-04-18
32,NA,"18-04-2016","Maggie","N",319,"4","24","Y",NA,NA,2016-04-18
32,NA,"18-04-2016","Maggie","N",319,"5","46","Y",NA,NA,2016-04-18
33,NA,"26-04-2016","Erika","N",105,"1-8","62","Y","large aborted",NA,2016-04-26
33,NA,"26-04-2016","Erika","N",258,"1-3","41","Y","Possibly aborted",NA,2016-04-26
33,NA,"26-04-2016","Erika","N",733,"1-3","34","Y","TINY ABORTED",NA,2016-04-26
33,NA,"26-04-2016","Erika","N",733,"4","11","Y","TINY ABORTED",NA,2016-04-26
33,NA,"26-04-2016","Erika","N",733,"5","13","Y","VERY TINY ABORTED",NA,2016-04-26
33,NA,"28-04-2016","Erika","N",187,"1-6","128","Y","SMALL ABORTED",NA,2016-04-28
33,NA,"28-04-2016","Erika","N",438,"1-4","100","Y",NA,NA,2016-04-28
33,NA,"28-04-2016","Erika","N",438,"5","29","Y",NA,NA,2016-04-28
33,NA,"28-04-2016","Erika","N",349,"1","2","Y",NA,NA,2016-04-28
33,NA,"28-04-2016","Erika","N",349,"2","3","Y",NA,NA,2016-04-28
33,NA,"28-04-2016","Erika","N",349,"3","6","Y",NA,NA,2016-04-28
33,NA,"28-04-2016","Erika","N",585,"1","7","Y",NA,NA,2016-04-28
33,NA,"28-04-2016","Erika","N",585,"2","6","Y",NA,NA,2016-04-28
33,NA,"28-04-2016","Erika","N",585,"3","10","Y",NA,NA,2016-04-28
33,NA,"28-04-2016","Erika","N",585,"4","6","Y",NA,NA,2016-04-28
33,NA,"28-04-2016","Erika","N",624,"1-5","61","Y",NA,NA,2016-04-28
33,NA,"28-04-2016","Erika","N",742,"1-5","85","Y",NA,NA,2016-04-28
33,NA,"28-04-2016","Erika","N",287,"1","4","Y",NA,NA,2016-04-28
33,NA,"28-04-2016","Erika","N",287,"2","3","Y",NA,NA,2016-04-28
33,NA,"28-04-2016","Erika","N",287,"3","7","Y",NA,NA,2016-04-28
33,NA,"28-04-2016","Erika","N",287,"4","3","Y",NA,NA,2016-04-28
33,NA,"28-04-2016","Erika","N",287,"5","6","Y",NA,NA,2016-04-28
33,NA,"28-04-2016","Erika","N",326,"1-2","33","Y",NA,NA,2016-04-28
33,NA,"28-04-2016","Erika","N",326,"3","19","Y",NA,NA,2016-04-28
33,NA,"28-04-2016","Erika","N",326,"4","17","Y",NA,NA,2016-04-28
33,NA,"28-04-2016","Erika","N",326,"5","23","Y",NA,NA,2016-04-28
33,NA,"28-04-2016","Erika","N",474,"1-4","44","Y",NA,NA,2016-04-28
33,NA,"28-04-2016","Erika","N",474,"5","6","Y",NA,NA,2016-04-28
33,NA,"28-04-2016","Erika","N",576,"1","12","Y",NA,NA,2016-04-28
33,NA,"28-04-2016","Erika","N",576,"2","9","Y",NA,NA,2016-04-28
33,NA,"28-04-2016","Erika","N",576,"3","13","Y","LATE ABORTED SEEDS",NA,2016-04-28
33,NA,"28-04-2016","Erika","N",576,"4","12","Y",NA,NA,2016-04-28
33,NA,"28-04-2016","Erika","N",576,"5","11","Y","LATE ABORTED SEEDS",NA,2016-04-28
34,NA,"26-04-2016","Maggie","N",352,"1-3","27","Y",NA,NA,2016-04-26
34,NA,"26-04-2016","Maggie","N",352,"4","7","N",NA,NA,2016-04-26
34,NA,"26-04-2016","Maggie","N",352,"5","10","Y",NA,NA,2016-04-26
34,NA,"26-04-2016","Maggie","N",88,"1","1","Y",NA,NA,2016-04-26
34,NA,"26-04-2016","Maggie","N",88,"2","3","Y","MEDIUM STAGE ABORTED",NA,2016-04-26
34,NA,"26-04-2016","Maggie","N",88,"3","0","Y","FEW MEDIUM STAGE ABORTED AND WEIRD BIG SEEDS",NA,2016-04-26
34,NA,"26-04-2016","Maggie","N",88,"4","4","Y","LATE ABORTED SEEDS",NA,2016-04-26
34,NA,"26-04-2016","Maggie","N",88,"5","5","Y",NA,NA,2016-04-26
34,NA,"26-04-2016","Maggie","N",88,"6","4","Y",NA,NA,2016-04-26
34,NA,"26-04-2016","Maggie","N",355,"1","4","N","HAD LISTED THIS PLANT AS HAVING 0 FRUITS IT HAS SOME SEED",NA,2016-04-26
34,NA,"26-04-2016","Maggie","N",355,"2","4","N",NA,NA,2016-04-26
34,NA,"26-04-2016","Maggie","N",355,"3","1","N",NA,NA,2016-04-26
34,NA,"26-04-2016","Maggie","N",355,"4","3",NA,NA,NA,2016-04-26
34,NA,"26-04-2016","Maggie","N",355,"5","0",NA,NA,NA,2016-04-26
34,NA,"26-04-2016","Maggie","N",355,"6","0",NA,NA,NA,2016-04-26
34,NA,"26-04-2016","Maggie","N",355,"7","0",NA,NA,NA,2016-04-26
34,NA,"26-04-2016","Maggie","N",355,"8","1",NA,NA,NA,2016-04-26
34,NA,"26-04-2016","Maggie","N",354,"1","6","N",NA,NA,2016-04-26
34,NA,"26-04-2016","Maggie","N",354,"2","14","N",NA,NA,2016-04-26
34,NA,"26-04-2016","Maggie","N",354,"3","2","N",NA,NA,2016-04-26
34,NA,"26-04-2016","Maggie","N",354,"4","10","N",NA,NA,2016-04-26
34,NA,"26-04-2016","Maggie","N",354,"5","8","N",NA,NA,2016-04-26
34,NA,"26-04-2016","Maggie","N",354,"6","8","N",NA,NA,2016-04-26
34,NA,"26-04-2016","Maggie","N",137,"1","11","Y",NA,NA,2016-04-26
34,NA,"26-04-2016","Maggie","N",137,"2","9","Y","EARLY STATE ABORTED",NA,2016-04-26
34,NA,"26-04-2016","Maggie","N",137,"3","4","N",NA,NA,2016-04-26
34,NA,"26-04-2016","Maggie","N",137,"4","7","Y","EARLY STATE ABORTED",NA,2016-04-26
34,NA,"26-04-2016","Maggie","N",137,"5","4","Y","EARLY STATE ABORTED",NA,2016-04-26
34,NA,"26-04-2016","Maggie","N",137,"6","10","Y","MEDIUM STAGE ABORTED",NA,2016-04-26
34,NA,"26-04-2016","Maggie","N",137,"7","5","Y","LATE ABORTED SEEDS",NA,2016-04-26
34,NA,"26-04-2016","Maggie","N",222,"1","11","N","SMALL SEEDS BUT ROUND",NA,2016-04-26
34,NA,"26-04-2016","Maggie","N",50,"1","7","N",NA,NA,2016-04-26
34,NA,"26-04-2016","Maggie","N",50,"2","1","N","SEEDS LOOK STUCK TOGETHER",NA,2016-04-26
34,NA,"26-04-2016","Maggie","N",50,"3","4","N",NA,NA,2016-04-26
34,NA,"26-04-2016","Maggie","N",50,"4","13","N","GIANT SEEDS",NA,2016-04-26
34,NA,"26-04-2016","Maggie","N",50,"5","0","Y",NA,NA,2016-04-26
34,NA,"26-04-2016","Maggie","N",50,"6","5","N",NA,NA,2016-04-26
35,NA,"26-04-2016","Stephanie","N",290,"1-6","42","Y","TINY ABORTED",NA,2016-04-26
35,NA,"26-04-2016","Stephanie","N",59,"1-19","490","Y","MEDIUM STAGE ABORTED",NA,2016-04-26
35,NA,"26-04-2016","Stephanie","N",59,"20","19","N",NA,NA,2016-04-26
35,NA,"26-04-2016","Stephanie","N",59,"21","21","N",NA,NA,2016-04-26
35,NA,"26-04-2016","Stephanie","N",469,"1-4","103","Y","SMALL ABORTED",NA,2016-04-26
35,NA,"26-04-2016","Stephanie","N",469,"5","20","Y",NA,NA,2016-04-26
35,NA,"26-04-2016","Stephanie","N",469,"6","19","Y",NA,NA,2016-04-26
35,NA,"26-04-2016","Stephanie","N",295,"1-5","103","Y",NA,NA,2016-04-26
35,NA,"26-04-2016","Stephanie","N",295,"6","19","Y",NA,NA,2016-04-26
35,NA,"26-04-2016","Stephanie","N",682,"1-3","31","Y",NA,NA,2016-04-26
35,NA,"26-04-2016","Stephanie","N",682,"4","9","N",NA,NA,2016-04-26
35,NA,"26-04-2016","Stephanie","N",682,"5","6","Y",NA,NA,2016-04-26
35,NA,"26-04-2016","Stephanie","N",443,"1-3","90","N",NA,NA,2016-04-26
35,NA,"26-04-2016","Stephanie","N",443,"4","23","N",NA,NA,2016-04-26
35,NA,"26-04-2016","Stephanie","N",443,"5","24","N",NA,NA,2016-04-26
35,NA,"26-04-2016","Stephanie","N",443,"6","34","N",NA,NA,2016-04-26
35,NA,"26-04-2016","Stephanie","N",700,"1-4","114","Y",NA,NA,2016-04-26
35,NA,"26-04-2016","Stephanie","N",700,"5","10","N",NA,NA,2016-04-26
35,NA,"26-04-2016","Stephanie","N",700,"6","29","N",NA,NA,2016-04-26
36,NA,"11-05-2016","Maggie","N",165,"1","9","Y","FEW SMALL",NA,2016-05-11
36,NA,"11-05-2016","Maggie","N",165,"2","5","Y","FEW SMALL BUT ENVELOPE SAID 3 FRUIT BUT ONLY HAD 2",NA,2016-05-11
36,NA,"11-05-2016","Maggie","N",328,"1-9","98","Y","LATE ABORTED SEEDS",NA,2016-05-11
36,NA,"11-05-2016","Maggie","N",642,"1-6","100","Y","MEDIUM STAGE ABORTED",NA,2016-05-11
36,NA,"11-05-2016","Maggie","N",642,"7","5","Y","FEW SMALL",NA,2016-05-11
36,NA,"11-05-2016","Maggie","N",642,"8","12","Y","FEW MEDIUM STAGE ABORTED AND WEIRD BIG SEEDS",NA,2016-05-11
36,NA,"11-05-2016","Maggie","N",15,"1-5","90","Y","MANY MEDIUM STAGE ABORTED",NA,2016-05-11
36,NA,"11-05-2016","Maggie","N",609,"1-14","164","Y","MEDIUM STAGE ABORTED",NA,2016-05-11
36,NA,"11-05-2016","Maggie","N",609,"15","9","Y","FEW EARLY STAGE",NA,2016-05-11
36,NA,"11-05-2016","Maggie","N",212,"1-6","18","Y","18 BIG SEEDS AND 385 LATE ABORTED",NA,2016-05-11
36,NA,"11-05-2016","Maggie","N",93,"1-2","15","Y","VERY FEW EARLY HUGE ROUND SEEDS",NA,2016-05-11
36,NA,"11-05-2016","Maggie","N",93,"3","1","N",NA,NA,2016-05-11
36,NA,"11-05-2016","Maggie","N",93,"4","1","N",NA,NA,2016-05-11
36,NA,"11-05-2016","Maggie","N",93,"5","1","N",NA,NA,2016-05-11
36,NA,"11-05-2016","Maggie","N",171,"1-4","4","Y","184 IMATURE SMALL ",NA,2016-05-11
36,NA,"11-05-2016","Maggie","N",396,"1-9","0","N","CHANGE TO 0 FRUIT FOR THIS PLANT",NA,2016-05-11
36,NA,"11-05-2016","Maggie","N",377,"1-5","0","Y","SOME MID ABORTED",NA,2016-05-11
36,NA,"11-05-2016","Maggie","N",377,"6","1","Y","CHANGE TO 0 FRUIT FOR THIS PLANT",NA,2016-05-11
36,NA,"11-05-2016","Maggie","N",377,"7","0","Y",NA,NA,2016-05-11
36,NA,"11-05-2016","Maggie","N",377,"8","0","Y","YES SOME LATE ABORTED",NA,2016-05-11
36,NA,"11-05-2016","Maggie","N",101,"1-5","0","N","0 FRUIT ",NA,2016-05-11
36,NA,"11-05-2016","Maggie","N",125,"1","10","Y","CONVERTED IN FIELD RECORDED ON ENVELOPE",NA,2016-05-11
36,NA,"11-05-2016","Maggie","N",125,"2","3","Y",NA,NA,2016-05-11
36,NA,"11-05-2016","Maggie","N",125,"3","4","Y",NA,NA,2016-05-11
36,NA,"11-05-2016","Maggie","N",125,"4","3","Y",NA,NA,2016-05-11
36,NA,"11-05-2016","Maggie","N",421,"1","21","N",NA,NA,2016-05-11
36,NA,"11-05-2016","Maggie","N",421,"2","13","Y","EARLY STATE ABORTED",NA,2016-05-11
36,NA,"11-05-2016","Maggie","N",421,"3","21","Y","FEW LATE STAGE ABORTED",NA,2016-05-11
36,NA,"11-05-2016","Maggie","N",421,"4","12","N",NA,NA,2016-05-11
36,NA,"11-05-2016","Maggie","N",421,"5","15","Y","FEW EARLY STAGE",NA,2016-05-11
36,NA,"11-05-2016","Maggie","N",470,"1","6","Y","FEW MID STAGE ABORTED",NA,2016-05-11
36,NA,"11-05-2016","Maggie","N",470,"2","21","Y","FEW EARLY STAGE",NA,2016-05-11
36,NA,"11-05-2016","Maggie","N",470,"3","0","Y","FEW EARLY STAGE",NA,2016-05-11
36,NA,"11-05-2016","Maggie","N",470,"4","4","Y","APPROX 30 LATE ABORTED",NA,2016-05-11
36,NA,"11-05-2016","Maggie","N",470,"5","0","Y","FEW EARLY STAGE",NA,2016-05-11
36,NA,"11-05-2016","Maggie","N",470,"6","11","Y","FEW LATE STAGE ABORTED",NA,2016-05-11
36,NA,"11-05-2016","Maggie","N",470,"7-8","0","Y","FEW LATE STAGE ABORTED",NA,2016-05-11
37,NA,"11-05-2016","Michael","N",267,"1","14","Y","MEDIUM STAGE ABORTED",NA,2016-05-11
37,NA,"11-05-2016","Michael","N",267,"2","6","N",NA,NA,2016-05-11
37,NA,"11-05-2016","Michael","N",267,"3","34","N","BIT IMMATURE",NA,2016-05-11
37,NA,"11-05-2016","Michael","N",267,"4","11","Y",NA,NA,2016-05-11
37,NA,"11-05-2016","Michael","N",267,"5","17","N","one aborted?",NA,2016-05-11
37,NA,"11-05-2016","Michael","N",494,"1","36","N","Possibly aborted",NA,2016-05-11
37,NA,"11-05-2016","Michael","N",494,"2","18","Y","EARLY STATE ABORTED",NA,2016-05-11
37,NA,"11-05-2016","Michael","N",494,"3","20","Y","EARLY STATE ABORTED",NA,2016-05-11
37,NA,"11-05-2016","Michael","N",494,"4","20","Y","Possibly aborted",NA,2016-05-11
37,NA,"11-05-2016","Michael","N",494,"5","0","Y","ONLY ABORTED SEEDS",NA,2016-05-11
37,NA,"11-05-2016","Michael","N",559,"1","0","Y","ONLY ABORTED SEEDS",NA,2016-05-11
37,NA,"11-05-2016","Michael","N",559,"2","0","Y","ONLY ABORTED SEEDS",NA,2016-05-11
37,NA,"11-05-2016","Michael","N",559,"3","0","Y","ONLY ABORTED SEEDS",NA,2016-05-11
37,NA,"11-05-2016","Michael","N",559,"4","0","Y","ONLY ABORTED SEEDS",NA,2016-05-11
37,NA,"11-05-2016","Michael","N",559,"5","0","Y","ONLY ABORTED SEEDS",NA,2016-05-11
37,NA,"11-05-2016","Michael","N",147,"1","0","Y","ONLY ABORTED SEEDS",NA,2016-05-11
37,NA,"11-05-2016","Michael","N",147,"2","0","Y","ONLY ABORTED SEEDS",NA,2016-05-11
37,NA,"11-05-2016","Michael","N",147,"3","0","Y","ONLY ABORTED SEEDS",NA,2016-05-11
37,NA,"11-05-2016","Michael","N",147,"4","0","Y","ONLY ABORTED SEEDS",NA,2016-05-11
37,NA,"11-05-2016","Michael","N",147,"5","0","Y","ONLY ABORTED SEEDS",NA,2016-05-11
37,NA,"11-05-2016","Michael","N",92,"1","18","Y","EARLY STATE ABORTED",NA,2016-05-11
37,NA,"11-05-2016","Michael","N",92,"2","21","N","SEEDS ARE A BIT IMMATURE BUT ALL GREENISH SMALL AND ROUND",NA,2016-05-11
37,NA,"11-05-2016","Michael","N",92,"3","39","Y","SEEDS ARE A BIT IMMATURE BUT ALL GREENISH SMALL AND ROUND",NA,2016-05-11
37,NA,"11-05-2016","Michael","N",92,"4","31","N","SEEDS ARE A BIT IMMATURE BUT ALL GREENISH SMALL AND ROUND",NA,2016-05-11
37,NA,"11-05-2016","Michael","N",92,"5","12","Y","SMALL SEEDS BUT ROUND",NA,2016-05-11
37,NA,"11-05-2016","Michael","N",176,"1-3","142","Y",NA,NA,2016-05-11
37,NA,"11-05-2016","Michael","N",176,"4","56","Y",NA,NA,2016-05-11
37,NA,"11-05-2016","Michael","N",176,"5","25","Y","EARLY STATE ABORTED",NA,2016-05-11
37,NA,"11-05-2016","Michael","N",182,"1-5","21","Y","21 LARGE SEEDS 145 IMMATURE ABORTED SEEDS",NA,2016-05-11
37,NA,"11-05-2016","Michael","N",140,"1-5","272","Y","EARLY STATE ABORTED- possibly all seeds late aborted, plump but not green",NA,2016-05-11
37,NA,"11-05-2016","Michael","N",647,"1","5","N","ALL SEEDS BIG AND PLUMP",NA,2016-05-11
37,NA,"11-05-2016","Michael","N",647,"2","11","N","ALL SEEDS BIG AND PLUMP",NA,2016-05-11
37,NA,"11-05-2016","Michael","N",647,"3","3","N","ALL SEEDS BIG AND PLUMP",NA,2016-05-11
37,NA,"11-05-2016","Michael","N",208,"1","9","N","ALL SEEDS BIG AND PLUMP",NA,2016-05-11
37,NA,"11-05-2016","Michael","N",208,"2","20","N","ALL SEEDS BIG AND PLUMP",NA,2016-05-11
37,NA,"11-05-2016","Michael","N",282,"1","0","N","HAD NO FRUIT",NA,2016-05-11
38,NA,"11-05-2016","Michael","N",282,"2","0","Y","18 ABORTED",NA,2016-05-11
38,NA,"11-05-2016","Michael","N",282,"3","0","Y","ALL ABORTED",NA,2016-05-11
38,NA,"11-05-2016","Michael","N",282,"4","0","Y","ALL ABORTED",NA,2016-05-11
38,NA,"11-05-2016","Michael","N",282,"5","0","Y","ALL ABORTED",NA,2016-05-11
38,NA,"11-05-2016","Michael","N",205,"1","5","N",NA,NA,2016-05-11
38,NA,"11-05-2016","Michael","N",205,"2","12","N",NA,NA,2016-05-11
38,NA,"11-05-2016","Michael","N",205,"3","2","N",NA,NA,2016-05-11
38,NA,"11-05-2016","Michael","N",205,"4","5","N",NA,NA,2016-05-11
38,NA,"11-05-2016","Michael","N",205,"5","14","Y","ONLY A FEW SEEDS",NA,2016-05-11
38,NA,"11-05-2016","Michael","N",393,"1","0","Y","EARLY STATE ABORTED",NA,2016-05-11
38,NA,"11-05-2016","Michael","N",393,"2","0","Y","EARLY STATE ABORTED",NA,2016-05-11
38,NA,"11-05-2016","Michael","N",393,"3","0","Y","EARLY STATE ABORTED",NA,2016-05-11
38,NA,"11-05-2016","Michael","N",393,"4","0","Y","EARLY STATE ABORTED",NA,2016-05-11
38,NA,"11-05-2016","Michael","N",393,"5","0","Y","EARLY STATE ABORTED",NA,2016-05-11
38,NA,"11-05-2016","Michael","N",704,"1","0","N","NO FRUIT",NA,2016-05-11
38,NA,"11-05-2016","Michael","N",704,"2","0","N","POSSIBLY A FEW EARLY ABORTED",NA,2016-05-11
38,NA,"11-05-2016","Michael","N",704,"3","0","N","POSSIBLY A FEW EARLY ABORTED",NA,2016-05-11
38,NA,"11-05-2016","Michael","N",704,"4","0","N",NA,NA,2016-05-11
38,NA,"11-05-2016","Michael","N",704,"5","0","N",NA,NA,2016-05-11
38,NA,"11-05-2016","Michael","N",260,"1","0","N","NO FRUIT",NA,2016-05-11
38,NA,"11-05-2016","Michael","N",260,"2","0","N","NO FRUIT",NA,2016-05-11
38,NA,"11-05-2016","Michael","N",714,"1","2","N",NA,NA,2016-05-11
38,NA,"11-05-2016","Michael","N",714,"2","12","N",NA,NA,2016-05-11
38,NA,"11-05-2016","Michael","N",714,"3","2","N",NA,NA,2016-05-11
38,NA,"11-05-2016","Michael","N",714,"4","5","N",NA,NA,2016-05-11
38,NA,"11-05-2016","Michael","N",714,"5","7","N",NA,NA,2016-05-11
38,NA,"11-05-2016","Michael","N",227,"1","0","N","NO FRUIT",NA,2016-05-11
38,NA,"11-05-2016","Michael","N",227,"2","0","N","NO FRUIT",NA,2016-05-11
38,NA,"11-05-2016","Michael","N",227,"3","0","N","NO FRUIT",NA,2016-05-11
38,NA,"11-05-2016","Michael","N",227,"4","0","N","NO FRUIT",NA,2016-05-11
38,NA,"11-05-2016","Michael","N",227,"5","0","N","NO FRUIT",NA,2016-05-11
38,NA,"11-05-2016","Michael","N",166,"1","0","Y","EARLY STATE ABORTED",NA,2016-05-11
38,NA,"11-05-2016","Michael","N",166,"2","0","Y","EARLY STATE ABORTED",NA,2016-05-11
38,NA,"11-05-2016","Michael","N",166,"3","0",NA,"NO FRUIT",NA,2016-05-11
38,NA,"11-05-2016","Michael","N",166,"4","2","Y","EARLY STATE ABORTED",NA,2016-05-11
38,NA,"11-05-2016","Michael","N",166,"5","0","Y","EARLY STATE ABORTED",NA,2016-05-11
39,NA,"11-05-2016","Michael","N",71,"1","0","Y","EARLY STATE ABORTED",NA,2016-05-11
39,NA,"11-05-2016","Michael","N",71,"2","0","Y","EARLY STATE ABORTED",NA,2016-05-11
39,NA,"11-05-2016","Michael","N",71,"3","0","Y","EARLY STATE ABORTED",NA,2016-05-11
39,NA,"11-05-2016","Michael","N",71,"4","0","Y","EARLY STATE ABORTED",NA,2016-05-11
39,NA,"11-05-2016","Michael","N",71,"5","0","Y","EARLY STATE ABORTED",NA,2016-05-11
39,NA,"11-05-2016","Michael","N",491,"1","15","N",NA,NA,2016-05-11
