"Envelope_ID","Type","PopName","Pop_ID","PopCode2","Date_collected","Clump_size","Secondary_branches","Flower_num","Fruit_num","Fruit_num_counted","Total_seeds_counted","Seeds_per_fruit","seed_counted_in_solo_fruit","Seed_var","Seed_stdev","Fertilized_not_viable"
237,"M","Jevins","M2","ON.M2","2025-10-15","",8,18,5,3,6,2,6,1,1,"N"
238,"P","Samuel de Champlain","D10","ON.D10","2011-10-15","",2,1,1,1,3,3,3,NA,NA,"N"
239,"M","Mud Lake","M3","ON.M3","2016-10-15","8",0,11,0,5,12,2.4,12,7.33333333333333,2.70801280154532,"Y"
240,"P","Otty Lake","D7","ON.D7","2026-10-15","",8,205,205,5,16,3.2,0,NA,NA,"N"
241,"M","Jevins","M2","ON.M2","2025-10-15","",0,37,13,6,21,3.5,0,NA,NA,"N"
242,"P","Otty Lake","D7","ON.D7","2026-10-15","",0,95,95,6,25,4.16666666666667,0,NA,NA,"N"
243,"M","Hindon bog","M6","ON.M6","2024-10-15","",0,19,0,0,0,NA,NA,NA,NA,"N"
244,"M","Round Lake","M5","ON.M5","2024-10-15","",0,60,50,5,46,9.2,11,0.5,0.707106781186548,"N"
245,"M","Horseshoe Lake","M1","ON.M1","2018-10-15","",0,25,25,6,114,19,114,204.8,14.3108350559987,"Y"
246,"M","Hindon bog","M6","ON.M6","2024-10-15","",6,50,45,5,217,43.4,217,45.5833333333333,6.7515430335097,"N"
247,"M","Jock River I","M8","ON.M8","2013-10-15","30",7,12,12,5,89,17.8,0,NA,NA,"N"
249,"M","Jevins","M2","ON.M2","2025-10-15","",6,16,2,2,17,8.5,0,NA,NA,"N"
250,"P","Bewdley A","D5","ON.D5","1930-10-15","",8,155,150,5,54,10.8,0,NA,NA,"N"
252,"P","Pumphouse Marsh","D9","ON.D9","2025-10-15","",2,134,134,6,158,26.3333333333333,0,NA,NA,"N"
253,"P","Scugog","D2","ON.D2","2026-10-15","15",8,45,40,5,30,6,30,14,3.74165738677394,"N"
255,"M","Hindon bog","M6","ON.M6","2024-10-15","",0,3,0,0,0,NA,NA,NA,NA,"N"
256,"P","Scugog","D2","ON.D2","2026-10-15","",0,90,90,5,38,7.6,6,NA,NA,"N"
258,"M","Constance Lake","M9","ON.M9","2013-10-15","",13,3,3,3,41,13.6666666666667,0,NA,NA,"Y"
259,"P","Black River ","T14","ON.T14","2015-10-15","",4,75,75,1,3,3,3,NA,NA,"Y"
260,"P","Samuel de Champlain","D10","ON.D10","2011-10-15","",0,6,0,0,0,NA,NA,NA,NA,"N"
261,"M","Jock River I","M8","ON.M8","2013-10-15","25",20,20,20,5,52,10.4,52,37.8,6.14817045957576,"N"
262,"M","Barrie","M13","ON.M13","2017-10-15","",0,60,60,5,72,14.4,30,0,0,"Y"
263,"M","Lac LaPeche","M10","ON.M10","2012-10-15","",0,65,65,7,43,6.14285714285714,43,6.80952380952381,2.60950643025148,"Y"
264,"P","Joes Lake","T13","ON.T13","2009-10-15","",0,5,5,2,7,3.5,7,0.5,0.707106781186548,"N"
265,"M","Barrie","M13","ON.M13","2017-10-15","",0,16,15,0,0,NA,NA,NA,NA,"Y"
266,"P","Otty Lake","D7","ON.D7","2026-10-15","20",11,100,100,5,26,5.2,0,NA,NA,"N"
267,"P","Joes Lake","T13","ON.T13","2009-10-15","",3,55,55,5,82,16.4,82,113.3,10.6442472725881,"Y"
268,"M","Lafarce","M14","ON.M14","2017-10-15","",0,3,3,3,24,8,24,4,2,"Y"
269,"M","Mud Lake","M3","ON.M3","2016-10-15","6",3,10,8,5,55,11,2,NA,NA,"Y"
270,"P","Otty Lake","D7","ON.D7","2026-10-15","4",0,109,109,5,14,2.8,1,NA,NA,"N"
271,"M","Lafarce","M14","ON.M14","2017-10-15","",0,26,26,6,58,9.66666666666667,58,11.0666666666667,3.32665998663324,"Y"
272,"P","Otty Lake","D7","ON.D7","2026-10-15","8",0,36,36,4,37,9.25,4,NA,NA,"N"
273,"M","Round Lake","M5","ON.M5","2024-10-15","",6,8,0,1,1,1,1,NA,NA,"N"
274,"M","Horseshoe Lake","M1","ON.M1","2018-10-15","",NA,68,68,6,88,14.6666666666667,88,13.0666666666667,3.61478445646026,"N"
275,"P","Cow Bay QUBS","T6","EO.T6","2027-10-15","6",0,67,67,5,105,21,0,NA,NA,"N"
276,"M","Hindon bog","M6","ON.M6","2024-10-15","",0,10,0,0,0,NA,NA,NA,NA,"N"
277,"M","Jevins","M2","ON.M2","2025-10-15","",7,13,1,2,8,4,8,NA,NA,"N"
278,"M","Lafarce","M14","ON.M14","2017-10-15","",0,12,10,5,20,4,20,1.5,1.22474487139159,"N"
279,"P","Joes Lake","T13","ON.T13","2009-10-15","",0,6,2,2,2,1,2,0,0,"N"
280,"M","Holland River","M12","ON.M12","2015-10-15","",13,85,85,5,92,18.4,92,34.8,5.89915248150105,"N"
281,"M","Barrie","M13","ON.M13","2017-10-15","",4,60,60,5,67,13.4,67,8.3,2.88097205817759,"Y"
282,"M","Constance Lake","M9","ON.M9","2013-10-15","",10,35,20,0,0,NA,NA,NA,NA,"N"
284,"M","Holland River","M12","ON.M12","2015-10-15","",4,45,45,0,0,NA,NA,NA,NA,"Y"
285,"P","Scugog","D2","ON.D2","2026-10-15","8",0,50,49,5,90,18,33,60.5,7.77817459305202,"N"
287,"M","Holland River","M12","ON.M12","2015-10-15","30",2,21,21,5,23,4.6,23,3.3,1.81659021245849,"N"
288,"M","Jevins","M2","ON.M2","2025-10-15","",0,21,20,7,21,3,21,1.66666666666667,1.29099444873581,"N"
289,"P","Scugog","D2","ON.D2","2026-10-15","6",0,65,60,5,70,14,70,16.5,4.06201920231798,"N"
290,"M","Holland River","M12","ON.M12","2015-10-15","",10,185,185,6,42,7,0,NA,NA,"N"
291,"P","Scugog","D2","ON.D2","2026-10-15","4",0,15,15,0,0,NA,NA,NA,NA,"N"
292,"P","Black River ","T14","ON.T14","2015-10-15","",14,20,20,4,111,27.75,111,150.25,12.2576506721313,"N"
293,"M","Barrie","M13","ON.M13","2017-10-15","",0,28,28,5,92,18.4,56,0.333333333333333,0.577350269189626,"N"
294,"P","Scugog","D2","ON.D2","2026-10-15","6",5,65,60,5,68,13.6,68,10.3,3.20936130717624,"N"
295,"M","Barrie","M13","ON.M13","2017-10-15","",0,23,23,6,122,20.3333333333333,19,NA,NA,"N"
296,"M","Lac LaPeche","M10","ON.M10","2012-10-15","",15,46,46,5,58,11.6,58,11.3,3.36154726279432,"Y"
297,"M","Lafarce","M14","ON.M14","2017-10-15","",0,23,23,5,33,6.6,33,7.3,2.70185121722126,"Y"
298,"M","Hindon bog","M6","ON.M6","2024-10-15","",0,13,0,0,0,NA,NA,NA,NA,"N"
300,"M","Kagawong","M15","ON.M15","2010-10-15","",2,150,150,5,44,8.8,44,27.7,5.26307894677631,"N"
301,"M","Kagawong","M15","ON.M15","2010-10-15","",0,100,100,5,14,2.8,14,4.7,2.16794833886788,"N"
302,"P","Otty Lake","D7","ON.D7","2026-10-15","",10,80,80,5,42,8.4,42,8.8,2.96647939483827,"N"
303,"M","Round Lake","M5","ON.M5","2024-10-15","3",0,6,0,0,0,NA,NA,NA,NA,"N"
304,"M","Jevins","M2","ON.M2","2025-10-15","",0,6,3,3,4,1.33333333333333,4,0.333333333333333,0.577350269189626,"N"
305,"P","Pumphouse Marsh","D9","ON.D9","2025-10-15","",16,210,210,3,7,2.33333333333333,7,NA,NA,"Y"
306,"P","Pumphouse Marsh","D9","ON.D9","2025-10-15","",10,295,295,7,314,44.8571428571429,0,NA,NA,"N"
307,"P","Bewdley A","D5","ON.D5","1930-10-15","",8,210,210,4,80,20,0,NA,NA,"N"
308,"P","Cow Bay QUBS","T6","EO.T6","2027-10-15","4",0,10,10,5,151,30.2,0,NA,NA,"N"
309,"P","Pumphouse Marsh","D9","ON.D9","2025-10-15","",0,55,55,5,218,43.6,218,117.8,10.8535708409721,"N"
310,"M","Round Lake","M5","ON.M5","2024-10-15","",3,90,85,5,24,4.8,24,7.7,2.77488738510232,"N"
311,"M","Kagawong","M15","ON.M15","2010-10-15","",3,40,40,5,59,11.8,59,21.7,4.65832587954085,"N"
312,"M","Hindon bog","M6","ON.M6","2024-10-15","",0,8,0,0,0,NA,NA,NA,NA,"N"
313,"P","Bewdley A","D5","ON.D5","1930-10-15","",10,80,80,6,130,21.6666666666667,0,NA,NA,"N"
314,"P","Scugog","D2","ON.D2","2026-10-15","12",0,60,60,5,198,39.6,198,70.8,8.41427358718505,"N"
315,"P","Loch Garry","T12","ON.T12","2023-10-15","10",0,40,38,0,0,NA,NA,NA,NA,"Y"
316,"M","Constance Lake","M9","ON.M9","2013-10-15","",13,35,30,4,30,7.5,30,52,7.21110255092798,"N"
317,"M","Holland River","M12","ON.M12","2015-10-15","",12,365,365,5,26,5.2,26,7.7,2.77488738510232,"N"
318,"M","Corry Lake","M16","ON.M16","2011-10-15","",0,20,18,7,45,6.42857142857143,0,NA,NA,"Y"
319,"M","Ferguson","M11","ON.M11","2010-10-15","",5,12,12,5,93,18.6,93,169,13,"N"
320,"P","Black River ","T14","ON.T14","2015-10-15","",20,35,35,5,86,17.2,86,126.2,11.2338773359869,"Y"
321,"P","Pumphouse Marsh","D9","ON.D9","2025-10-15","",4,40,40,5,159,31.8,159,46.2,6.79705818718657,"N"
322,"M","Constance Lake","M9","ON.M9","2013-10-15","",18,110,110,0,0,NA,NA,NA,NA,"Y"
323,"M","Holland River","M12","ON.M12","2015-10-15","",10,95,95,5,12,2.4,12,0.3,0.547722557505166,"Y"
324,"M","Hindon bog","M6","ON.M6","2024-10-15","",0,13,0,0,0,NA,NA,NA,NA,"N"
325,"M","Lac LaPeche","M10","ON.M10","2012-10-15","",35,540,540,25,237,9.48,0,NA,NA,"N"
326,"M","Barrie","M13","ON.M13","2017-10-15","",0,40,35,5,92,18.4,59,9.33333333333333,3.05505046330389,"N"
327,"P","Pumphouse Marsh","D9","ON.D9","2025-10-15","",10,230,230,5,141,28.2,78,4,2,"N"
328,"M","Corry Lake","M16","ON.M16","2011-10-15","",5,30,30,9,98,10.8888888888889,0,NA,NA,"Y"
329,"M","Lafarce","M14","ON.M14","2017-10-15","",0,12,3,3,14,4.66666666666667,14,4.33333333333333,2.08166599946613,"N"
330,"P","Pumphouse Marsh","D9","ON.D9","2025-10-15","",0,105,105,5,204,40.8,0,NA,NA,"N"
331,"P","Otty Lake","D7","ON.D7","2026-10-15","",0,87,87,5,38,7.6,0,NA,NA,"N"
333,"M","Round Lake","M5","ON.M5","2024-10-15","",0,21,15,5,20,4,20,4,2,"N"
334,"P","Loch Garry","T12","ON.T12","2023-10-15","",6,190,180,0,0,NA,NA,NA,NA,"Y"
335,"M","Horseshoe Lake","M1","ON.M1","2018-10-15","",0,12,12,5,64,12.8,64,33.7,5.80517010948,"Y"
336,"P","Pumphouse Marsh","D9","ON.D9","2025-10-15","",3,90,90,5,167,33.4,0,NA,NA,"N"
337,"M","Holland River","M12","ON.M12","2015-10-15","",6,27,22,6,21,3.5,21,0.7,0.836660026534076,"Y"
338,"M","Holland River","M12","ON.M12","2015-10-15","",9,230,230,5,76,15.2,33,40.5,6.36396103067893,"N"
339,"M","Jevins","M2","ON.M2","2025-10-15","",0,4,1,4,12,3,12,13,3.60555127546399,"N"
340,"P","Black River ","T14","ON.T14","2015-10-15","3",0,55,55,4,94,23.5,94,121.666666666667,11.0302614051829,"N"
341,"M","Holland River","M12","ON.M12","2015-10-15","",12,30,30,5,29,5.8,29,4.7,2.16794833886788,"N"
342,"M","Jevins","M2","ON.M2","2025-10-15","",0,18,9,10,47,4.7,3,NA,NA,"N"
343,"M","Hindon bog","M6","ON.M6","2024-10-15","",6,6,0,0,0,NA,NA,NA,NA,"N"
344,"M","Barrie","M13","ON.M13","2017-10-15","",9,33,33,5,101,20.2,101,22.2,4.7116875957559,"N"
345,"M","Caledon","M4","ON.M4","2025-10-15","",0,4,0,0,0,NA,NA,NA,NA,"N"
346,"P","Bewdley A","D5","ON.D5","1930-10-15","",10,330,310,7,95,13.5714285714286,0,NA,NA,"N"
347,"M","Barrie","M13","ON.M13","2017-10-15","",0,17,17,5,76,15.2,76,17.2,4.14728827066554,"N"
348,"P","Pumphouse Marsh","D9","ON.D9","2025-10-15","",0,23,20,6,101,16.8333333333333,0,NA,NA,"N"
349,"M","Jevins","M2","ON.M2","2025-10-15","",8,7,3,3,11,3.66666666666667,11,4.33333333333333,2.08166599946613,"N"
350,"M","Barrie","M13","ON.M13","2017-10-15","",0,70,70,6,77,12.8333333333333,77,56.5666666666667,7.52108148251744,"Y"
351,"M","Jevins","M2","ON.M2","2025-10-15","",0,8,2,2,3,1.5,3,0.5,0.707106781186548,"N"
352,"M","Lafarce","M14","ON.M14","2017-10-15","",0,15,15,5,44,8.8,17,4.5,2.12132034355964,"N"
353,"P","Samuel de Champlain","D10","ON.D10","2011-10-15","36",0,50,25,5,2,0.4,2,0,0,"N"
354,"M","Ferguson","M11","ON.M11","2010-10-15","",3,100,10,6,48,8,48,16,4,"N"
355,"M","Ferguson","M11","ON.M11","2010-10-15","",2,25,0,8,13,1.625,13,2.3,1.51657508881031,"N"
356,"P","Otty Lake","D7","ON.D7","2026-10-15","",0,127,127,5,33,6.6,0,NA,NA,"N"
357,"M","Jock River I","M8","ON.M8","2013-10-15","20",0,90,88,6,97,16.1666666666667,0,NA,NA,"N"
358,"M","Round Lake","M5","ON.M5","2024-10-15","",0,33,14,6,16,2.66666666666667,2,NA,NA,"N"
359,"P","Cow Bay QUBS","T6","EO.T6","2027-10-15","",0,100,100,5,152,30.4,0,NA,NA,"N"
360,"P","Cow Bay QUBS","T6","EO.T6","2027-10-15","",6,229,229,4,158,39.5,0,NA,NA,"N"
361,"M","Corry Lake","M16","ON.M16","2011-10-15","",0,24,21,7,24,3.42857142857143,5,0.5,0.707106781186548,"Y"
362,"M","Mud Lake","M3","ON.M3","2016-10-15","",0,35,35,5,79,15.8,0,NA,NA,"N"
363,"M","Horseshoe Lake","M1","ON.M1","2018-10-15","",5,95,90,5,77,15.4,77,2.8,1.67332005306815,"N"
364,"P","Cow Bay QUBS","T6","EO.T6","2027-10-15","",4,70,70,5,142,28.4,0,NA,NA,"Y"
365,"M","Round Lake","M5","ON.M5","2024-10-15","",0,15,7,0,0,NA,NA,NA,NA,"N"
366,"P","Scugog","D2","ON.D2","2026-10-15","",0,15,15,5,45,9,45,12.5,3.53553390593274,"N"
367,"M","Jock River I","M8","ON.M8","2013-10-15",">20",7,100,100,4,33,8.25,33,46.9166666666667,6.84957419601151,"N"
368,"P","Loch Garry","T12","ON.T12","2023-10-15","6",0,25,20,6,52,8.66666666666667,52,13.4666666666667,3.66969571853944,"Y"
370,"P","Scugog","D2","ON.D2","2026-10-15","",2,25,23,5,41,8.2,41,2.91666666666667,1.70782512765993,"N"
371,"M","Jevins","M2","ON.M2","2025-10-15","2",0,2,1,2,2,1,2,NA,NA,"N"
372,"P","Black River ","T14","ON.T14","2015-10-15","",8,45,45,4,81,20.25,0,NA,NA,"Y"
373,"P","Scugog","D2","ON.D2","2026-10-15","",0,13,13,4,98,24.5,55,0.5,0.707106781186548,"N"
374,"M","Caledon","M4","ON.M4","2025-10-15","",0,3,1,1,6,6,6,NA,NA,"N"
375,"M","Barrie","M13","ON.M13","2017-10-15","",0,50,47,5,56,11.2,56,9.2,3.03315017762062,"Y"
376,"M","Lafarce","M14","ON.M14","2017-10-15","",0,15,15,5,23,4.6,23,6.3,2.50998007960223,"N"
377,"M","Constance Lake","M9","ON.M9","2013-10-15","2",8,15,12,0,0,NA,NA,NA,NA,"Y"
378,"M","Lafarce","M14","ON.M14","2017-10-15","",0,4,4,4,28,7,28,3.33333333333333,1.82574185835055,"N"
379,"M","Lac LaPeche","M10","ON.M10","2012-10-15","",0,55,50,5,28,5.6,28,9.3,3.04959013639538,"Y"
380,"M","Jock River I","M8","ON.M8","2013-10-15","30",0,100,99,6,97,16.1666666666667,41,6.33333333333333,2.51661147842358,"N"
381,"M","Lafarce","M14","ON.M14","2017-10-15","",0,3,3,3,12,4,12,7,2.64575131106459,"N"
382,"M","Lac LaPeche","M10","ON.M10","2012-10-15","",22,215,215,5,39,7.8,39,7.2,2.68328157299975,"Y"
383,"M","Ferguson","M11","ON.M11","2010-10-15","",3,25,0,4,7,1.75,7,NA,NA,"N"
384,"P","Samuel de Champlain","D10","ON.D10","2011-10-15","",0,12,7,0,0,NA,NA,NA,NA,"N"
385,"P","Samuel de Champlain","D10","ON.D10","2011-10-15","2",0,10,0,0,0,NA,NA,NA,NA,"N"
386,"P","Cow Bay QUBS","T6","EO.T6","2027-10-15","",12,258,258,4,123,30.75,0,NA,NA,"N"
387,"M","Jevins","M2","ON.M2","2025-10-15","",0,12,11,5,41,8.2,0,NA,NA,"N"
388,"P","Samuel de Champlain","D10","ON.D10","2011-10-15","",3,5,3,2,1,0.5,1,NA,NA,"N"
389,"P","Otty Lake","D7","ON.D7","2026-10-15","1",10,180,180,5,141,28.2,0,NA,NA,"N"
390,"P","Otty Lake","D7","ON.D7","2026-10-15","",0,165,165,5,50,10,0,NA,NA,"N"
391,"P","Cow Bay QUBS","T6","EO.T6","2027-10-15","",6,145,145,5,276,55.2,0,NA,NA,"N"
392,"P","Bewdley A","D5","ON.D5","1930-10-15","",12,140,135,5,46,9.2,0,NA,NA,"N"
393,"M","Ferguson","M11","ON.M11","2010-10-15","",5,45,0,0,0,NA,NA,NA,NA,"N"
394,"M","Lac LaPeche","M10","ON.M10","2012-10-15","",3,20,20,6,40,6.66666666666667,40,4.66666666666667,2.16024689946929,"Y"
395,"P","Pumphouse Marsh","D9","ON.D9","2025-10-15","",0,95,95,6,123,20.5,0,NA,NA,"N"
396,"P","Joes Lake","T13","ON.T13","2009-10-15","",6,9,1,0,0,NA,NA,NA,NA,"N"
397,"M","Lafarce","M14","ON.M14","2017-10-15","",0,5,5,4,33,8.25,33,16.25,4.03112887414927,"N"
398,"M","Jevins","M2","ON.M2","2025-10-15","",0,44,25,5,42,8.4,42,14.8,3.84707681233427,"N"
399,"M","Ferguson","M11","ON.M11","2010-10-15","",6,40,0,0,0,NA,NA,NA,NA,"N"
400,"M","Horseshoe Lake","M1","ON.M1","2018-10-15","",0,30,30,5,83,16.6,52,6.33333333333333,2.51661147842358,"Y"
401,"P","Pumphouse Marsh","D9","ON.D9","2025-10-15","",0,20,20,3,175,58.3333333333333,175,14.3333333333333,3.78593889720018,"N"
402,"M","Constance Lake","M9","ON.M9","2013-10-15","",10,60,60,4,48,12,48,148,12.1655250605964,"Y"
403,"M","Horseshoe Lake","M1","ON.M1","2018-10-15","",0,60,60,5,84,16.8,84,22.2,4.7116875957559,"Y"
404,"M","Hindon bog","M6","ON.M6","2024-10-15","",0,11,0,0,0,NA,NA,NA,NA,"N"
405,"M","Jevins","M2","ON.M2","2025-10-15","",0,10,10,0,0,NA,NA,NA,NA,"Y"
406,"M","Horseshoe Lake","M1","ON.M1","2018-10-15","",4,9,0,0,0,NA,NA,NA,NA,"N"
407,"M","Jock River I","M8","ON.M8","2013-10-15","25",0,65,65,16,376,23.5,0,NA,NA,"N"
408,"M","Ferguson","M11","ON.M11","2010-10-15","",3,28,0,0,0,NA,NA,NA,NA,"N"
409,"M","Horseshoe Lake","M1","ON.M1","2018-10-15","",0,80,80,5,64,12.8,64,12.7,3.56370593624109,"N"
410,"P","Pumphouse Marsh","D9","ON.D9","2025-10-15","",6,215,215,5,227,45.4,0,NA,NA,"N"
411,"M","Jevins","M2","ON.M2","2025-10-15","",0,2,0,0,0,NA,NA,NA,NA,"N"
412,"M","Horseshoe Lake","M1","ON.M1","2018-10-15","",0,5,5,4,55,13.75,55,2.91666666666667,1.70782512765993,"Y"
413,"M","Jevins","M2","ON.M2","2025-10-15","",0,4,1,1,2,2,2,NA,NA,"N"
414,"M","Hindon bog","M6","ON.M6","2024-10-15","",0,7,2,0,0,NA,NA,NA,NA,"N"
415,"P","Samuel de Champlain","D10","ON.D10","2011-10-15","",2,10,0,0,0,NA,NA,NA,NA,"N"
416,"P","Otty Lake","D7","ON.D7","2026-10-15","",12,275,275,7,23,3.28571428571429,6,2,1.4142135623731,"N"
417,"M","Corry Lake","M16","ON.M16","2011-10-15","",2,11,11,5,48,9.6,0,NA,NA,"Y"
418,"P","Samuel de Champlain","D10","ON.D10","2011-10-15","",2,20,0,0,0,NA,NA,NA,NA,"N"
419,"P","Cow Bay QUBS","T6","EO.T6","2027-10-15","",0,49,49,4,107,26.75,107,62.9166666666667,7.9320026895272,"N"
420,"P","Otty Lake","D7","ON.D7","2026-10-15","",5,85,85,5,41,8.2,10,0,0,"N"
421,"M","Jock River I","M8","ON.M8","2013-10-15","40",0,70,65,5,82,16.4,82,18.8,4.33589667773576,"N"
422,"M","Caledon","M4","ON.M4","2025-10-15","",0,5,0,0,0,NA,NA,NA,NA,"N"
423,"M","Jock River I","M8","ON.M8","2013-10-15","40",0,100,100,5,108,21.6,64,10.3333333333333,3.21455025366432,"N"
424,"M","Horseshoe Lake","M1","ON.M1","2018-10-15","",0,14,14,6,72,12,72,8,2.82842712474619,"Y"
425,"M","Jevins","M2","ON.M2","2025-10-15","",0,25,17,7,21,3,1,NA,NA,"N"
426,"P","Cow Bay QUBS","T6","EO.T6","2027-10-15","",0,84,84,5,110,22,0,NA,NA,"N"
427,"P","Scugog","D2","ON.D2","2026-10-15","",0,50,50,5,64,12.8,0,NA,NA,"N"
428,"M","Ferguson","M11","ON.M11","2010-10-15","",5,11,0,0,0,NA,NA,NA,NA,"N"
429,"P","Scugog","D2","ON.D2","2026-10-15","5",0,25,25,5,54,10.8,54,20.2,4.49444101084885,"N"
430,"M","Holland River","M12","ON.M12","2015-10-15","",18,65,65,5,68,13.6,12,NA,NA,"N"
431,"M","Ferguson","M11","ON.M11","2010-10-15","",9,130,125,4,10,2.5,10,4.33333333333333,2.08166599946613,"N"
433,"M","Barrie","M13","ON.M13","2017-10-15","",8,100,100,6,129,21.5,66,13,3.60555127546399,"N"
434,"P","Otty Lake","D7","ON.D7","2026-10-15","10",11,295,295,5,35,7,0,NA,NA,"N"
435,"P","Scugog","D2","ON.D2","2026-10-15","6",0,25,25,5,61,12.2,61,14.7,3.83405790253616,"N"
436,"P","Samuel de Champlain","D10","ON.D10","2011-10-15","",3,15,0,0,0,NA,NA,NA,NA,"N"
437,"M","Ferguson","M11","ON.M11","2010-10-15","",0,40,0,0,0,NA,NA,NA,NA,"N"
438,"M","Barrie","M13","ON.M13","2017-10-15","",5,140,140,5,129,25.8,29,NA,NA,"N"
439,"M","Lac LaPeche","M10","ON.M10","2012-10-15","",0,6,5,5,24,4.8,3,0.5,0.707106781186548,"Y"
440,"M","Ferguson","M11","ON.M11","2010-10-15","",3,45,0,11,4,0.363636363636364,4,0.333333333333333,0.577350269189626,"N"
441,"M","Lafarce","M14","ON.M14","2017-10-15","",0,7,2,2,14,7,14,8,2.82842712474619,"N"
442,"P","Samuel de Champlain","D10","ON.D10","2011-10-15","",0,15,1,1,2,2,2,NA,NA,"N"
443,"M","Horseshoe Lake","M1","ON.M1","2018-10-15","",0,60,48,6,171,28.5,81,37,6.08276253029822,"N"
444,"M","Lafarce","M14","ON.M14","2017-10-15","",0,8,8,5,27,5.4,27,6.8,2.60768096208106,"N"
445,"M","Kagawong","M15","ON.M15","2010-10-15","",0,55,20,5,15,3,15,2.25,1.5,"N"
446,"M","Barrie","M13","ON.M13","2017-10-15","",0,12,12,5,69,13.8,29,40.5,6.36396103067893,"N"
447,"M","Lafarce","M14","ON.M14","2017-10-15","",0,9,6,4,19,4.75,0,NA,NA,"N"
448,"P","Otty Lake","D7","ON.D7","2026-10-15","",4,168,168,5,47,9.4,0,NA,NA,"N"
449,"P","Cow Bay QUBS","T6","EO.T6","2027-10-15","",4,110,110,4,153,38.25,0,NA,NA,"N"
450,"M","Jock River I","M8","ON.M8","2013-10-15","25",0,90,90,4,83,20.75,34,2,1.4142135623731,"N"
451,"P","Cow Bay QUBS","T6","EO.T6","2027-10-15","",10,185,185,2,28,14,0,NA,NA,"N"
452,"P","Pumphouse Marsh","D9","ON.D9","2025-10-15","",16,360,360,5,198,39.6,198,133.3,11.5455619178973,"N"
455,"M","Jock River I","M8","ON.M8","2013-10-15","20",0,65,65,23,457,19.8695652173913,0,NA,NA,"N"
458,"P","Pumphouse Marsh","D9","ON.D9","2025-10-15","",0,70,70,4,121,30.25,0,NA,NA,"N"
460,"P","Scugog","D2","ON.D2","2026-10-15","15",3,40,38,5,58,11.6,58,16.3,4.03732584763727,"N"
461,"M","Hindon bog","M6","ON.M6","2024-10-15","",0,15,0,0,0,NA,NA,NA,NA,"Y"
462,"P","Scugog","D2","ON.D2","2026-10-15","10",0,40,40,4,46,11.5,46,7,2.64575131106459,"N"
463,"M","Holland River","M12","ON.M12","2015-10-15","30",0,15,15,5,12,2.4,12,0.8,0.894427190999916,"N"
464,"P","Bewdley A","D5","ON.D5","1930-10-15","8",21,215,215,5,78,15.6,0,NA,NA,"N"
465,"M","Jevins","M2","ON.M2","2025-10-15","",0,14,14,5,30,6,1,NA,NA,"N"
466,"M","Barrie","M13","ON.M13","2017-10-15","",0,33,33,5,62,12.4,21,1,1,"N"
467,"M","Hindon bog","M6","ON.M6","2024-10-15","",0,2,0,0,0,NA,NA,NA,NA,"N"
468,"P","Scugog","D2","ON.D2","2026-10-15","5 to 40",0,65,65,5,39,7.8,6,NA,NA,"N"
469,"M","Barrie","M13","ON.M13","2017-10-15","",0,45,44,6,142,23.6666666666667,39,0.5,0.707106781186548,"N"
470,"M","Constance Lake","M9","ON.M9","2013-10-15","",8,10,10,6,42,7,42,57.6666666666667,7.59385716659634,"Y"
471,"M","Lafarce","M14","ON.M14","2017-10-15","",0,17,17,4,33,8.25,0,NA,NA,"Y"
472,"M","Lac LaPeche","M10","ON.M10","2012-10-15","",15,150,150,5,39,7.8,39,5.2,2.28035085019828,"Y"
473,"M","Corry Lake","M16","ON.M16","2011-10-15","20",2,500,500,14,50,3.57142857142857,0,NA,NA,"Y"
474,"M","Lafarce","M14","ON.M14","2017-10-15","",0,14,12,5,50,10,6,NA,NA,"N"
475,"M","Kagawong","M15","ON.M15","2010-10-15","",2,50,50,5,43,8.6,43,9.3,3.04959013639538,"N"
476,"P","Otty Lake","D7","ON.D7","2026-10-15","",0,115,115,5,29,5.8,0,NA,NA,"Y"
477,"M","Kagawong","M15","ON.M15","2010-10-15","",0,30,29,5,29,5.8,29,1.58333333333333,1.25830573921179,"N"
478,"P","Otty Lake","D7","ON.D7","2026-10-15","",0,110,110,4,19,4.75,3,NA,NA,"N"
479,"P","Cow Bay QUBS","T6","EO.T6","2027-10-15","8",0,37,37,4,82,20.5,0,NA,NA,"N"
480,"P","Joes Lake","T13","ON.T13","2009-10-15","20",0,15,8,8,22,2.75,0,NA,NA,"N"
481,"M","Mud Lake","M3","ON.M3","2016-10-15","12",7,20,20,5,41,8.2,0,NA,NA,"N"
482,"M","Round Lake","M5","ON.M5","2024-10-15","",8,15,11,8,36,4.5,36,76.6666666666667,8.75595035770913,"N"
485,"M","Jevins","M2","ON.M2","2025-10-15","",0,33,20,6,42,7,13,4.5,2.12132034355964,"N"
488,"P","Pumphouse Marsh","D9","ON.D9","2025-10-15","",17,490,490,5,110,22,0,NA,NA,"N"
489,"P","Scugog","D2","ON.D2","2026-10-15","6",0,60,60,0,0,NA,NA,NA,NA,"Y"
490,"M","Holland River","M12","ON.M12","2015-10-15","",11,20,20,5,38,7.6,0,NA,NA,"N"
491,"M","Ferguson","M11","ON.M11","2010-10-15","",3,28,6,5,50,10,50,15,3.87298334620742,"N"
492,"M","Corry Lake","M16","ON.M16","2011-10-15","",2,100,90,11,38,3.45454545454545,38,3.95238095238095,1.98805959477601,"Y"
