"Envelope_ID","Fruit_num_counted","Total_seeds_counted","Seeds_per_fruit","seed_counted_in_solo_fruit","Seed_var","Seed_stdev","Fertilized_not_viable"
660,5,39,7.8,39,7.2,2.68328157299975,"Y"
661,5,84,16.8,0,NA,NA,"N"
662,5,30,6,30,11,3.3166247903554,"N"
663,7,20,2.85714285714286,20,1.14285714285714,1.0690449676497,"Y"
664,5,41,8.2,41,3.7,1.92353840616713,"N"
665,6,261,43.5,0,NA,NA,"N"
666,5,56,11.2,56,9.7,3.11448230047949,"Y"
667,5,55,11,55,21.5,4.63680924774785,"N"
668,6,88,14.6666666666667,4,NA,NA,"Y"
671,5,264,52.8,264,259.333333333333,16.1038297722415,"N"
673,5,27,5.4,27,2.3,1.51657508881031,"N"
674,3,3,1,3,NA,NA,"N"
675,5,82,16.4,0,NA,NA,"N"
676,5,49,9.8,0,NA,NA,"N"
677,5,42,8.4,42,5.3,2.30217288664427,"Y"
678,5,67,13.4,12,NA,NA,"N"
679,5,110,22,26,NA,NA,"N"
681,5,121,24.2,36,NA,NA,"Y"
682,5,46,9.2,15,4.5,2.12132034355964,"N"
683,4,9,2.25,7,NA,NA,"N"
684,3,20,6.66666666666667,20,9.33333333333333,3.05505046330389,"N"
685,5,54,10.8,54,37.6666666666667,6.13731754650732,"Y"
686,3,8,2.66666666666667,8,NA,NA,"Y"
687,5,62,12.4,62,20.8,4.56070170039655,"N"
688,5,44,8.8,44,64.2,8.01249024960405,"N"
689,5,14,2.8,14,8.33333333333333,2.88675134594813,"N"
690,5,46,9.2,46,34.7,5.89067059000926,"N"
691,5,64,12.8,0,NA,NA,"N"
693,6,30,5,30,2.4,1.54919333848297,"Y"
694,5,57,11.4,57,10.3,3.20936130717624,"Y"
695,5,62,12.4,62,64.3,8.01872807869178,"N"
696,5,4,0.8,4,NA,NA,"Y"
697,5,16,3.2,16,7.2,2.68328157299975,"N"
698,5,39,7.8,39,5.2,2.28035085019828,"Y"
699,4,51,12.75,51,32.25,5.67890834580027,"Y"
700,6,153,25.5,39,180.5,13.4350288425444,"N"
701,8,144,18,144,31.7142857142857,5.63154381269344,"Y"
702,6,131,21.8333333333333,84,52.6666666666667,7.25718035235908,"Y"
705,7,74,10.5714285714286,74,15.6190476190476,3.95209408023742,"N"
706,6,135,22.5,0,NA,NA,"Y"
707,20,90,4.5,90,11,3.3166247903554,"N"
708,6,44,7.33333333333333,44,10.2666666666667,3.20416395751944,"Y"
709,4,46,11.5,46,5.66666666666667,2.38047614284762,"Y"
712,5,94,18.8,0,NA,NA,"Y"
713,3,1,0.333333333333333,1,NA,NA,"Y"
714,5,28,5.6,28,17.3,4.15932686861708,"N"
716,5,34,6.8,0,NA,NA,"N"
717,5,27,5.4,11,2.33333333333333,1.52752523165195,"N"
718,5,60,12,20,8,2.82842712474619,"N"
719,5,38,7.6,2,NA,NA,"N"
720,5,100,20,0,NA,NA,"N"
721,5,49,9.8,49,39.7,6.30079360080935,"N"
722,5,42,8.4,0,NA,NA,"N"
725,5,48,9.6,48,19.8,4.4497190922574,"Y"
728,5,93,18.6,93,4.3,2.07364413533277,"Y"
731,4,28,7,28,4.33333333333333,2.08166599946613,"N"
732,3,43,14.3333333333333,43,40.5,6.36396103067893,"Y"
733,5,58,11.6,24,2,1.4142135623731,"N"
734,5,20,4,20,23.3333333333333,4.83045891539648,"N"
736,4,57,14.25,24,32,5.65685424949238,"N"
737,5,122,24.4,0,NA,NA,"Y"
738,5,47,9.4,47,17.3,4.15932686861708,"N"
739,5,86,17.2,19,60.5,7.77817459305202,"N"
740,5,84,16.8,84,34.7,5.89067059000926,"Y"
741,5,22,4.4,22,8.8,2.96647939483827,"N"
742,5,85,17,0,NA,NA,"N"
743,5,34,6.8,34,3.2,1.78885438199983,"N"
744,5,12,2.4,12,4.66666666666667,2.16024689946929,"N"
745,5,45,9,23,14.3333333333333,3.78593889720018,"N"
747,4,64,16,0,NA,NA,"N"
748,6,40,6.66666666666667,40,3.86666666666667,1.96638416050035,"N"
749,5,76,15.2,76,15.2,3.89871773792359,"N"
750,2,12,6,12,2,1.4142135623731,"N"
5,0,0,NA,NA,NA,NA,"N"
11,0,0,NA,NA,NA,NA,"N"
18,0,0,NA,NA,NA,NA,"N"
26,0,0,NA,NA,NA,NA,"Y"
38,0,0,NA,NA,NA,NA,"N"
45,0,0,NA,NA,NA,NA,"N"
71,0,0,NA,NA,NA,NA,"N"
80,0,0,NA,NA,NA,NA,"N"
81,0,0,NA,NA,NA,NA,"Y"
83,0,0,NA,NA,NA,NA,"N"
87,0,0,NA,NA,NA,NA,"Y"
99,0,0,NA,NA,NA,NA,"N"
100,0,0,NA,NA,NA,NA,"N"
101,0,0,NA,NA,NA,NA,"N"
111,0,0,NA,NA,NA,NA,"N"
112,0,0,NA,NA,NA,NA,"N"
114,0,0,NA,NA,NA,NA,"N"
119,0,0,NA,NA,NA,NA,"Y"
122,0,0,NA,NA,NA,NA,"Y"
129,0,0,NA,NA,NA,NA,"Y"
132,0,0,NA,NA,NA,NA,"Y"
143,0,0,NA,NA,NA,NA,"Y"
146,0,0,NA,NA,NA,NA,"Y"
147,0,0,NA,NA,NA,NA,"Y"
160,0,0,NA,NA,NA,NA,"N"
169,0,0,NA,NA,NA,NA,"Y"
177,0,0,NA,NA,NA,NA,"N"
178,0,0,NA,NA,NA,NA,"N"
193,0,0,NA,NA,NA,NA,"Y"
199,0,0,NA,NA,NA,NA,"N"
203,0,0,NA,NA,NA,NA,"N"
207,0,0,NA,NA,NA,NA,"N"
218,0,0,NA,NA,NA,NA,"Y"
219,0,0,NA,NA,NA,NA,"N"
227,0,0,NA,NA,NA,NA,"N"
230,0,0,NA,NA,NA,NA,"Y"
234,0,0,NA,NA,NA,NA,"N"
243,0,0,NA,NA,NA,NA,"N"
255,0,0,NA,NA,NA,NA,"N"
260,0,0,NA,NA,NA,NA,"N"
265,0,0,NA,NA,NA,NA,"Y"
276,0,0,NA,NA,NA,NA,"N"
282,0,0,NA,NA,NA,NA,"N"
284,0,0,NA,NA,NA,NA,"Y"
291,0,0,NA,NA,NA,NA,"N"
298,0,0,NA,NA,NA,NA,"N"
303,0,0,NA,NA,NA,NA,"N"
312,0,0,NA,NA,NA,NA,"N"
315,0,0,NA,NA,NA,NA,"Y"
322,0,0,NA,NA,NA,NA,"Y"
324,0,0,NA,NA,NA,NA,"N"
334,0,0,NA,NA,NA,NA,"Y"
343,0,0,NA,NA,NA,NA,"N"
345,0,0,NA,NA,NA,NA,"N"
365,0,0,NA,NA,NA,NA,"N"
377,0,0,NA,NA,NA,NA,"Y"
384,0,0,NA,NA,NA,NA,"N"
385,0,0,NA,NA,NA,NA,"N"
393,0,0,NA,NA,NA,NA,"N"
396,0,0,NA,NA,NA,NA,"N"
399,0,0,NA,NA,NA,NA,"N"
404,0,0,NA,NA,NA,NA,"N"
405,0,0,NA,NA,NA,NA,"Y"
406,0,0,NA,NA,NA,NA,"N"
408,0,0,NA,NA,NA,NA,"N"
411,0,0,NA,NA,NA,NA,"N"
414,0,0,NA,NA,NA,NA,"N"
415,0,0,NA,NA,NA,NA,"N"
418,0,0,NA,NA,NA,NA,"N"
422,0,0,NA,NA,NA,NA,"N"
428,0,0,NA,NA,NA,NA,"N"
436,0,0,NA,NA,NA,NA,"N"
437,0,0,NA,NA,NA,NA,"N"
461,0,0,NA,NA,NA,NA,"Y"
467,0,0,NA,NA,NA,NA,"N"
489,0,0,NA,NA,NA,NA,"Y"
497,0,0,NA,NA,NA,NA,"N"
498,0,0,NA,NA,NA,NA,"Y"
507,0,0,NA,NA,NA,NA,"N"
510,0,0,NA,NA,NA,NA,"Y"
514,0,0,NA,NA,NA,NA,"N"
520,0,0,NA,NA,NA,NA,"Y"
526,0,0,NA,NA,NA,NA,"N"
530,0,0,NA,NA,NA,NA,"N"
538,0,0,NA,NA,NA,NA,"N"
543,0,0,NA,NA,NA,NA,"Y"
552,0,0,NA,NA,NA,NA,"N"
553,0,0,NA,NA,NA,NA,"Y"
558,0,0,NA,NA,NA,NA,"Y"
559,0,0,NA,NA,NA,NA,"Y"
565,0,0,NA,NA,NA,NA,"N"
579,0,0,NA,NA,NA,NA,"N"
587,0,0,NA,NA,NA,NA,"N"
593,0,0,NA,NA,NA,NA,"Y"
596,0,0,NA,NA,NA,NA,"N"
598,0,0,NA,NA,NA,NA,"Y"
619,0,0,NA,NA,NA,NA,"Y"
625,0,0,NA,NA,NA,NA,"N"
628,0,0,NA,NA,NA,NA,"Y"
638,0,0,NA,NA,NA,NA,"N"
641,0,0,NA,NA,NA,NA,"N"
644,0,0,NA,NA,NA,NA,"Y"
646,0,0,NA,NA,NA,NA,"N"
650,0,0,NA,NA,NA,NA,"N"
653,0,0,NA,NA,NA,NA,"Y"
680,0,0,NA,NA,NA,NA,"Y"
704,0,0,NA,NA,NA,NA,"N"
710,0,0,NA,NA,NA,NA,"Y"
711,0,0,NA,NA,NA,NA,"Y"
715,0,0,NA,NA,NA,NA,"Y"
735,0,0,NA,NA,NA,NA,"N"
746,0,0,NA,NA,NA,NA,"N"
