Date,Pop_ID,PopCode,PopCode2,Site_number,PopName,Prop_stems_flowering,Prop_stems_fruiting,Clump_num,Stems_per_clump_min,Stems_per_clump_max,Total_stems_in_area,Notes
25-10-15,M2,ON.M2,ON.M2,NA,Jevins Lake,1,0,NA,NA,NA,150,
25-10-15,M2,ON.M2,ON.M2,NA,Jevins Lake,0.5,0.5,NA,NA,NA,1000,
25-10-15,M2,ON.M2,ON.M2,NA,Jevins Lake,0.5,0.5,NA,NA,NA,500,
25-10-15,M2,ON.M2,ON.M2,NA,Jevins Lake,70,70,NA,NA,NA,50,
25-10-15,M2,ON.M2,ON.M2,NA,Jevins Lake,1,1,NA,NA,NA,500,
25-10-15,M2,ON.M2,ON.M2,NA,Jevins Lake,0.5,0.5,NA,NA,NA,200,
25-10-15,M2,ON.M2,ON.M2,NA,Jevins Lake,0,0,NA,NA,NA,100,
25-10-15,M2,ON.M2,ON.M2,NA,Jevins Lake,5,1,NA,NA,NA,200,
25-10-15,M2,ON.M2,ON.M2,NA,Jevins Lake,1,1,NA,NA,NA,200,
25-10-15,M2,ON.M2,ON.M2,NA,Jevins Lake,1,1,NA,NA,NA,100,pop. Size 5000 to 10000. very few flowering and in most with flowers made some fruit. Approximately  60% of flowers made fruit 
25-10-15,D9,ON.D9,ON.D9,NA,Pumphouse Marsh,90,90,NA,NA,NA,300,
25-10-15,D9,ON.D9,ON.D9,NA,Pumphouse Marsh,100,100,NA,NA,NA,200,
25-10-15,D9,ON.D9,ON.D9,NA,Pumphouse Marsh,100,100,NA,NA,NA,200,
25-10-15,D9,ON.D9,ON.D9,NA,Pumphouse Marsh,100,100,NA,NA,NA,150,
25-10-15,D9,ON.D9,ON.D9,NA,Pumphouse Marsh,100,100,NA,NA,NA,500,
25-10-15,D9,ON.D9,ON.D9,NA,Pumphouse Marsh,100,100,NA,NA,NA,500,
25-10-15,D9,ON.D9,ON.D9,NA,Pumphouse Marsh,100,100,NA,NA,NA,200,
25-10-15,D9,ON.D9,ON.D9,NA,Pumphouse Marsh,100,100,NA,NA,NA,200,
25-10-15,D9,ON.D9,ON.D9,NA,Pumphouse Marsh,100,100,NA,NA,NA,200,
25-10-15,D9,ON.D9,ON.D9,NA,Pumphouse Marsh,100,100,NA,NA,NA,200,
25-10-15,D9,ON.D9,ON.D9,NA,Pumphouse Marsh,100,100,NA,NA,NA,200,
25-10-15,D9,ON.D9,ON.D9,NA,Pumphouse Marsh,100,100,NA,NA,NA,500,
25-10-15,D9,ON.D9,ON.D9,NA,Pumphouse Marsh,100,100,NA,NA,NA,200,
26-10-15,D7,ON.D7,ON.D7,NA,Otty Lake,80,80,NA,NA,NA,200,
26-10-15,D7,ON.D7,ON.D7,NA,Otty Lake,100,100,NA,NA,NA,200,
26-10-15,D7,ON.D7,ON.D7,NA,Otty Lake,100,100,NA,NA,NA,200,
26-10-15,D7,ON.D7,ON.D7,NA,Otty Lake,100,100,NA,NA,NA,200,
26-10-15,D7,ON.D7,ON.D7,NA,Otty Lake,100,100,NA,NA,NA,200,
26-10-15,D7,ON.D7,ON.D7,NA,Otty Lake,100,100,NA,NA,NA,200,
26-10-15,D7,ON.D7,ON.D7,NA,Otty Lake,100,100,NA,NA,NA,200,
26-10-15,D7,ON.D7,ON.D7,NA,Otty Lake,100,100,NA,NA,NA,200,
26-10-15,D7,ON.D7,ON.D7,NA,Otty Lake,100,100,NA,NA,NA,200,
26-10-15,D7,ON.D7,ON.D7,NA,Otty Lake,100,100,NA,NA,NA,200,
26-10-15,D7,ON.D7,ON.D7,NA,Otty Lake,100,100,NA,NA,NA,200,
26-10-15,D7,ON.D7,ON.D7,NA,Otty Lake,100,100,NA,NA,NA,60,
26-10-15,D7,ON.D7,ON.D7,NA,Otty Lake,100,100,NA,NA,NA,100,
26-10-15,D7,ON.D7,ON.D7,NA,Otty Lake,100,100,NA,NA,NA,40,
26-10-15,D7,ON.D7,ON.D7,NA,Otty Lake,100,100,NA,NA,NA,10,
26-10-15,D7,ON.D7,ON.D7,NA,Otty Lake,100,100,NA,NA,NA,10,
26-10-15,D7,ON.D7,ON.D7,NA,Otty Lake,100,100,NA,NA,NA,200,
26-10-15,D7,ON.D7,ON.D7,NA,Otty Lake,100,100,NA,NA,NA,500,
26-10-15,T16,ON.T16,ON.T16,NA,Rideau Bird Sanctuary,100,100,NA,NA,NA,50,
26-10-15,T16,ON.T16,ON.T16,NA,Rideau Bird Sanctuary,100,100,NA,NA,NA,20,
26-10-15,T16,ON.T16,ON.T16,NA,Rideau Bird Sanctuary,90,90,NA,NA,NA,40,
26-10-15,T16,ON.T16,ON.T16,NA,Rideau Bird Sanctuary,100,100,NA,NA,NA,50,
26-10-15,T16,ON.T16,ON.T16,NA,Rideau Bird Sanctuary,1,0,NA,NA,NA,6,
27-10-15,T6,ON.T6,ON.T6,NA,Cow Island,100,100,NA,NA,NA,200,
27-10-15,T6,ON.T6,ON.T6,NA,Cow Island,100,100,NA,NA,NA,200,
27-10-15,T6,ON.T6,ON.T6,NA,Cow Island,100,100,NA,NA,NA,200,
27-10-15,T6,ON.T6,ON.T6,NA,Cow Island,100,100,NA,NA,NA,100,
27-10-15,T6,ON.T6,ON.T6,NA,Cow Island,100,100,NA,NA,NA,100,
27-10-15,T6,ON.T6,ON.T6,NA,Cow Island,100,100,NA,NA,NA,100,
27-10-15,T6,ON.T6,ON.T6,NA,Cow Island,100,100,NA,NA,NA,200,
27-10-15,T6,ON.T6,ON.T6,NA,Cow Island,100,100,NA,NA,NA,50,
27-10-15,T6,ON.T6,ON.T6,NA,Cow Island,100,100,NA,NA,NA,10,
27-10-15,T6,ON.T6,ON.T6,NA,Cow Island,100,100,NA,NA,NA,80,
27-10-15,T6,ON.T6,ON.T6,NA,Cow Island,100,100,NA,NA,NA,80,
27-10-15,T6,ON.T6,ON.T6,NA,Cow Island,100,100,NA,NA,NA,20,
27-10-15,T6,ON.T6,ON.T6,NA,Cow Island,100,100,NA,NA,NA,400,
25-10-15,M4,ON.M4,ON.M4,NA,Caledon Lake,5,0,NA,NA,NA,1000,only managed to survey few M 50-100 of the creek saw about 1000 plants pop is likely much bigger. Most stems not flowering 5% flowering and most of those failing to seed
30-10-15,D5,ON.D5,ON.D5,NA,Bewdley A,100,100,NA,NA,NA,20,
30-10-15,D5,ON.D5,ON.D5,NA,Bewdley A,100,100,NA,NA,NA,100,parasite present on some plants
30-10-15,D5,ON.D5,ON.D5,NA,Bewdley A,5,5,NA,NA,NA,100,parasite
30-10-15,D5,ON.D5,ON.D5,NA,Bewdley A,80,80,NA,NA,NA,100,"along shore, loads of parasite fruit. Smallish population, between 1000s maybe. 80% flowrering some places , 0 flower with loads parasite. When flower present nearly 100% fruit"
