Page,Date,Person_ID,Envelope_ID,Viable_seeds(Y/N/Mix),Notes,
63,03-06-2016,Maggie,574,Y,,
64,07-06-2016,Maggie,402,,,
64,07-06-2016,Maggie,597,Y,multiple fruit,
64,07-06-2016,Maggie,686,N,,
64,07-06-2016,Maggie,394,Y,,
64,07-06-2016,Maggie,43,Y,,
64,07-06-2016,Maggie,382,Y,,
64,07-06-2016,Maggie,537,Y,,
65,07-06-2016,Maggie,33,Y,many dark seeds,
65,07-06-2016,Maggie,499,Y,,
65,07-06-2016,Maggie,698,Y,,
65,07-06-2016,Maggie,263,Y,,
65,07-06-2016,Maggie,708,Y,,
65,07-06-2016,Maggie,402,N,,
66,07-06-2016,Michael,503,Y,,
66,07-06-2016,Michael,522,Y,"Some seeds small, but ok",
66,07-06-2016,Michael,367,Y,,
66,07-06-2016,Michael,48,Y,,
66,07-06-2016,Michael,423,Y,,
66,07-06-2016,Michael,629,Y,,
66,07-06-2016,Michael,94,Y,,
66,07-06-2016,Michael,541,Y,,
66,07-06-2016,Michael,442,Y,,
66,07-06-2016,Michael,230,N,Seeds too small,
66,07-06-2016,Michael,196,Y,,
66,07-06-2016,Michael,238,Y,,
67,07-06-2016,Michael,80,"""0 fruit""","NO SEEDS FOUND INSIDE, MANY INDIVIDUAL FRUIT",
67,07-06-2016,Michael,436,"""0 fruit""","nO SEEDS FOUND INSIDE, MANY INDIVIDUAL FRUIT",
67,07-06-2016,Michael,142,Y,,
67,07-06-2016,Michael,224,Y,,
67,07-06-2016,Michael,659,Y,,
67,07-06-2016,Michael,450,Y,,
67,07-06-2016,Michael,47,Y,,
67,07-06-2016,Michael,689,Y,the same?,
68,07-06-2016,Michael,689,Y,The same?,
68,07-06-2016,Michael,113,Y,,
68,07-06-2016,Michael,711,N,fruit too small,
68,07-06-2016,Michael,22,Y,,
68,07-06-2016,Michael,197,Y,,
68,07-06-2016,Michael,264,Y,,
68,07-06-2016,Michael,279,Y,,
68,07-06-2016,Michael,383,Y,,
69,07-06-2016,Michael,408,N,,
69,07-06-2016,Michael,226,Y,,
69,07-06-2016,Michael,480,Y,,
69,07-06-2016,Michael,596,N,,
69,07-06-2016,Michael,112,N,,
69,07-06-2016,Michael,685,Y,,
69,07-06-2016,Michael,188,Y,,
69,07-06-2016,Michael,431,Y,"Several fruit in pouch, some seeds aborted but viables ones plenty as well",
69,07-06-2016,Michael,573,Y,,
70,07-06-2016,Michael,573,Y,,
70,07-06-2016,Michael,595,Y,Date doesnêt match up with tag,
70,07-06-2016,Michael,16,N,"1 larger seed but black and shrivelled, amongst several aborted",
70,07-06-2016,Michael,131,Y,,
70,07-06-2016,Michael,327,Y,,
70,07-06-2016,Michael,502,Y,,
70,07-06-2016,Michael,170,Y,,
70,07-06-2016,Michael,167,Y,,
70,07-06-2016,Michael,445,Y,,
70,07-06-2016,Michael,662,Y,There was a whole branch in there—. But viable,
70,07-06-2016,Michael,556,Y,,
71,07-06-2016,Michael,556,Y,,
71,07-06-2016,Michael,529,Y,,
71,07-06-2016,Michael,749,Y,,
71,07-06-2016,Michael,74,Y,,
71,07-06-2016,Michael,611,Y,,
71,07-06-2016,Michael,608,Y,,
71,07-06-2016,Michael,315,Y,,
71,07-06-2016,Michael,183,Y,,
72,07-06-2016,Michael,183,Y,,
72,07-06-2016,Michael,540,Y,,
72,07-06-2016,Michael,515,Y,,
72,07-06-2016,Michael,336,Y,,
72,07-06-2016,Michael,310,Y,,
73,07-06-2016,Maggie,323,N,,
73,07-06-2016,Maggie,553,N,,
73,07-06-2016,Maggie,632,Y,,
73,07-06-2016,Maggie,124,Y,"some good seeds, most aborted",
73,07-06-2016,Maggie,368,Y,"some good seeds, most aborted",
73,07-06-2016,Maggie,20,N,,
74,07-06-2016,Maggie,379,Y,,
74,07-06-2016,Maggie,274,Y,,
74,07-06-2016,Maggie,118,Y,,
74,07-06-2016,Maggie,296,Y,,
74,07-06-2016,Maggie,501,Y,,
74,07-06-2016,Maggie,136,Y,many fruit,
75,07-06-2016,Maggie,400,Y,,
75,07-06-2016,Maggie,439,Y,,
75,07-06-2016,Maggie,471,Y,Seeds small but ok,
75,07-06-2016,Maggie,666,Y,,
75,07-06-2016,Maggie,472,Y,,
75,07-06-2016,Maggie,677,Y,"some good seeds, most aborted",
75,07-06-2016,Maggie,235,Y,,
76,07-06-2016,Maggie,172,Y,,
76,07-06-2016,Maggie,582,Y,many fruit,
76,07-06-2016,Maggie,580,N,,
76,07-06-2016,Maggie,571,Y,,
76,07-06-2016,Maggie,7,Y,,
77,08-06-2016,Maggie,526,"""0 fruit""","No seeds, individual fruit",
77,08-06-2016,Maggie,218,N,"NO SEEDS FOUND INSIDE, MANY INDIVIDUAL FRUIT (aborted)",
77,08-06-2016,Maggie,663,Y,,
78,08-06-2016,Michael,405,N,ENVELOPE SAYS 10 ABORTED FRUIT,
78,08-06-2016,Michael,333,Y,,
78,08-06-2016,Michael,244,Y,,
78,08-06-2016,Michael,139,Y,,
78,08-06-2016,Michael,311,Y,BRANCH WITH ABOUT 6 INDIVIDUAL FRUITS ARE IN ENVELOPE,
78,08-06-2016,Michael,157,Y,THERE IS ONLY ONE 157 ENVELOPE BUT TWO SPOTS,
79,08-06-2016,Michael,157,,,
79,08-06-2016,Michael,301,Y,,
79,08-06-2016,Michael,741,Y,BRANCH WITH ABOUT 6 INDIVIDUAL FRUITS ARE IN ENVELOPE,
79,08-06-2016,Michael,687,Y,,
79,08-06-2016,Michael,475,Y,BRANCH WITH ABOUT 6 INDIVIDUAL FRUITS ARE IN ENVELOPE,
79,08-06-2016,Michael,743,Y,HAS FOUR FRUIT INSIDE ENVELOPE,
80,08-06-2016,Michael,743,,,
80,08-06-2016,Michael,44,Y,MANY FRUIT INSIDE,
80,08-06-2016,Michael,532,Y,BRANCH WITH MANY FRUIT INSIDE,
80,08-06-2016,Michael,161,Y,ABOUT 5 FRUIT INSIDE,
80,08-06-2016,Michael,145,Y,BRANCH INSIDE WITH MANY FRUIT,
80,08-06-2016,Michael,199,N,"NO SEEDS FOUND INSIDE, MANY INDIVIDUAL FRUIT",
81,08-06-2016,Michael,199,,,
81,08-06-2016,Michael,388,N,,
81,08-06-2016,Michael,415,N,,
81,08-06-2016,Michael,418,N,,
81,08-06-2016,Michael,507,N,,
81,08-06-2016,Michael,38,N,,
81,08-06-2016,Michael,325,Y,MANY NON-VIABLE BUT HAD SOME VIABLE,
81,08-06-2016,Maggie,39,Y,MANY NON-VIABLE BUT HAD SOME VIABLE,
82,09-06-2016,Michael,390,Y,,
82,09-06-2016,Michael,89,Y,,
82,09-06-2016,Michael,713,N,many fruit,
