Envelope_ID,PopName,Pop_ID,PopCode,PopCode2,Date_collected,stems,Clump_size,Flower_number,Fruit_number,Secondary_branches,Notes,Seed number
119,Constance Lake,M9,ON.M9,ON.M9,13-10-15,1,,30,30,16,,
207,Constance Lake,M9,ON.M9,ON.M9,13-10-15,1,,25,0,13,,
680,Constance Lake,M9,ON.M9,ON.M9,13-10-15,1,,13,13,10,,
25,Constance Lake,M9,ON.M9,ON.M9,13-10-15,stema,,40,30,10,ALL LATE ABORTED SEEDS,
25,Constance Lake,M9,ON.M9,ON.M9,13-10-15,stemb,,0,0,20,,
149,Constance Lake,M9,ON.M9,ON.M9,13-10-15,1,,80,80,10,,
584,Constance Lake,M9,ON.M9,ON.M9,13-10-15,1,,20,20,9,,
110,Constance Lake,M9,ON.M9,ON.M9,13-10-15,1,,35,30,8,,
204,Constance Lake,M9,ON.M9,ON.M9,13-10-15,1,,20,20,9,parasite on plant,
258,Constance Lake,M9,ON.M9,ON.M9,13-10-15,1,,3,3,13,,
707,Constance Lake,M9,ON.M9,ON.M9,13-10-15,1,,45,20,11,,
13,Constance Lake,M9,ON.M9,ON.M9,13-10-15,1,,7,7,5,,
202,Constance Lake,M9,ON.M9,ON.M9,13-10-15,1,,10,7,8,,
140,Constance Lake,M9,ON.M9,ON.M9,13-10-15,1,,75,75,14,,
653,Constance Lake,M9,ON.M9,ON.M9,13-10-15,1,,35,30,12,ALL LATE ABORTED SEEDS,
565,Constance Lake,M9,ON.M9,ON.M9,13-10-15,1,,35,0,14,,
628,Constance Lake,M9,ON.M9,ON.M9,13-10-15,1,,15,8,6,,
658,Constance Lake,M9,ON.M9,ON.M9,13-10-15,1,,50,50,12,,
122,Constance Lake,M9,ON.M9,ON.M9,13-10-15,1,,21,11,8,ALL LATE ABORTED SEEDS,
598,Constance Lake,M9,ON.M9,ON.M9,13-10-15,1,12,75,75,9,ALL LATE ABORTED SEEDS,
710,Constance Lake,M9,ON.M9,ON.M9,13-10-15,1,,65,63,8,,
686,Constance Lake,M9,ON.M9,ON.M9,13-10-15,1,3,10,8,10,3 ramets each with 10 secondary branches loads of parasite on plants,
316,Constance Lake,M9,ON.M9,ON.M9,13-10-15,1,,35,30,13,,
322,Constance Lake,M9,ON.M9,ON.M9,13-10-15,1,,110,110,18,,
470,Constance Lake,M9,ON.M9,ON.M9,13-10-15,1,,10,10,8,,
282,Constance Lake,M9,ON.M9,ON.M9,13-10-15,1,,35,20,10,,
402,Constance Lake,M9,ON.M9,ON.M9,13-10-15,1,,60,60,10,,
377,Constance Lake,M9,ON.M9,ON.M9,13-10-15,1,2,15,12,8,,
590,Constance Lake,M9,ON.M9,ON.M9,13-10-15,1,,20,8,10,,
715,Constance Lake,M9,ON.M9,ON.M9,13-10-15,stema,2,45,45,12,2 stems the second stem has 9 secondary branches and 0 flowers,
715,Constance Lake,M9,ON.M9,ON.M9,13-10-15,stemb,,0,0,9,,
269,Mud Lake,M3,ON.M3,ON.M3,16-10-15,1,6,10,8,3,,
64,Mud Lake,M3,ON.M3,ON.M3,16-10-15,1,8,195,190,8,,
481,Mud Lake,M3,ON.M3,ON.M3,16-10-15,1,12,20,20,7,,
721,Mud Lake,M3,ON.M3,ON.M3,16-10-15,1,15,10,9,0,,
722,Mud Lake,M3,ON.M3,ON.M3,16-10-15,1,15,20,15,0,,
85,Mud Lake,M3,ON.M3,ON.M3,16-10-15,1,,75,60,0,,
56,Mud Lake,M3,ON.M3,ON.M3,16-10-15,1,,35,30,0,,
206,Mud Lake,M3,ON.M3,ON.M3,16-10-15,1,8,6,2,0,fruit1 has 3 seeds fruit2 1,4
239,Mud Lake,M3,ON.M3,ON.M3,16-10-15,1,8,11,0,0,might be all aborted fruit,
179,Mud Lake,M3,ON.M3,ON.M3,16-10-15,1,,15,10,0,,
151,Mud Lake,M3,ON.M3,ON.M3,16-10-15,1,,30,27,0,,
115,Mud Lake,M3,ON.M3,ON.M3,16-10-15,1,,55,45,0,,
24,Mud Lake,M3,ON.M3,ON.M3,16-10-15,1,,30,25,0,,
538,Mud Lake,M3,ON.M3,ON.M3,16-10-15,1,,5,3,0,,
362,Mud Lake,M3,ON.M3,ON.M3,16-10-15,1,,35,35,0,,
719,Mud Lake,M3,ON.M3,ON.M3,16-10-15,1,,25,25,1,,
569,Mud Lake,M3,ON.M3,ON.M3,16-10-15,1,,7,7,0,,
631,Mud Lake,M3,ON.M3,ON.M3,16-10-15,1,,10,9,0,,
203,Mud Lake,M3,ON.M3,ON.M3,16-10-15,1,,4,0,0,,
31,Mud Lake,M3,ON.M3,ON.M3,16-10-15,1,,5,3,0,,
718,Mud Lake,M3,ON.M3,ON.M3,16-10-15,1,,11,7,0,,
91,Mud Lake,M3,ON.M3,ON.M3,16-10-15,1,,45,40,0,,
27,Mud Lake,M3,ON.M3,ON.M3,16-10-15,1,,23,1,0,1 fruit with 6 seeds,
690,Mud Lake,M3,ON.M3,ON.M3,16-10-15,1,,20,17,0,,
691,Mud Lake,M3,ON.M3,ON.M3,16-10-15,1,,30,25,0,,
661,Mud Lake,M3,ON.M3,ON.M3,16-10-15,1,,21,20,0,,
610,Scugog,D2,ON.D2,ON.D2,26-10-15,1,,75,75,4,,
370,Scugog,D2,ON.D2,ON.D2,26-10-15,1,,25,23,2,,
675,Scugog,D2,ON.D2,ON.D2,26-10-15,1,5,120,120,0,,
285,Scugog,D2,ON.D2,ON.D2,26-10-15,1,8,50,49,0,,
734,Scugog,D2,ON.D2,ON.D2,26-10-15,1,,20,20,3,,
256,Scugog,D2,ON.D2,ON.D2,26-10-15,1,,90,90,0,,
634,Scugog,D2,ON.D2,ON.D2,26-10-15,1,9,65,60,6,,
427,Scugog,D2,ON.D2,ON.D2,26-10-15,1,,50,50,0,,
460,Scugog,D2,ON.D2,ON.D2,26-10-15,1,15,40,38,3,,
253,Scugog,D2,ON.D2,ON.D2,26-10-15,1,15,45,40,8,,
429,Scugog,D2,ON.D2,ON.D2,26-10-15,1,5,25,25,0,,
462,Scugog,D2,ON.D2,ON.D2,26-10-15,1,10,40,40,0,,
626,Scugog,D2,ON.D2,ON.D2,26-10-15,1,4,8,8,3,,
366,Scugog,D2,ON.D2,ON.D2,26-10-15,1,,15,15,0,,
736,Scugog,D2,ON.D2,ON.D2,26-10-15,1,10,30,30,0,,
294,Scugog,D2,ON.D2,ON.D2,26-10-15,1,6,65,60,5,,
373,Scugog,D2,ON.D2,ON.D2,26-10-15,1,,13,13,0,,
667,Scugog,D2,ON.D2,ON.D2,26-10-15,1,5,45,45,3,,
289,Scugog,D2,ON.D2,ON.D2,26-10-15,1,6,65,60,0,,
731,Scugog,D2,ON.D2,ON.D2,26-10-15,1,5,30,25,0,,
291,Scugog,D2,ON.D2,ON.D2,26-10-15,1,4,15,15,0,,
733,Scugog,D2,ON.D2,ON.D2,26-10-15,1,2,20,18,0,,
648,Scugog,D2,ON.D2,ON.D2,26-10-15,1,8,55,50,6,,
435,Scugog,D2,ON.D2,ON.D2,26-10-15,1,6,25,25,0,,
489,Scugog,D2,ON.D2,ON.D2,26-10-15,1,6,60,60,0,,
468,Scugog,D2,ON.D2,ON.D2,26-10-15,1,5 to 40,65,65,0,,
624,Scugog,D2,ON.D2,ON.D2,26-10-15,1,3,60,60,0,,
314,Scugog,D2,ON.D2,ON.D2,26-10-15,1,12,60,60,0,,
678,Scugog,D2,ON.D2,ON.D2,26-10-15,1,6,145,145,9,,
292,Black River ,T14,ON.T14,ON.T14,15-10-15,1,,20,20,14,,
372,Black River ,T14,ON.T14,ON.T14,15-10-15,1,,45,45,8,,
637,Black River ,T14,ON.T14,ON.T14,15-10-15,1,,35,34,0,,
259,Black River ,T14,ON.T14,ON.T14,15-10-15,1,,75,75,4,,
699,Black River ,T14,ON.T14,ON.T14,15-10-15,1,,12,10,4,,
702,Black River ,T14,ON.T14,ON.T14,15-10-15,1,,65,60,10,ALL LATE ABORTED SEEDS,
696,Black River ,T14,ON.T14,ON.T14,15-10-15,1,,28,26,0,,
340,Black River ,T14,ON.T14,ON.T14,15-10-15,1,3,55,55,0,,
651,Black River ,T14,ON.T14,ON.T14,15-10-15,1,,25,10,0,,
320,Black River ,T14,ON.T14,ON.T14,15-10-15,1,,35,35,20,,
284,Holland River,M12,ON.M12,ON.M12,15-10-15,1,,45,45,4,,
490,Holland River,M12,ON.M12,ON.M12,15-10-15,1,,20,20,11,,
332,Holland River,M12,ON.M12,ON.M12,15-10-15,1,,27,22,6,,
463,Holland River,M12,ON.M12,ON.M12,15-10-15,1,30,15,15,0,,
317,Holland River,M12,ON.M12,ON.M12,15-10-15,1,,365,365,12,,
280,Holland River,M12,ON.M12,ON.M12,15-10-15,1,,85,85,13,,
673,Holland River,M12,ON.M12,ON.M12,15-10-15,1,,30,30,13,,
557,Holland River,M12,ON.M12,ON.M12,15-10-15,1,,60,55,10,,
560,Holland River,M12,ON.M12,ON.M12,15-10-15,1,,125,125,16,,
546,Holland River,M12,ON.M12,ON.M12,15-10-15,1,,270,270,14,,
676,Holland River,M12,ON.M12,ON.M12,15-10-15,1,,70,70,0,,
549,Holland River,M12,ON.M12,ON.M12,15-10-15,1,,5,5,0,,
338,Holland River,M12,ON.M12,ON.M12,15-10-15,1,,230,230,9,,
558,Holland River,M12,ON.M12,ON.M12,15-10-15,1,,110,110,8,,
341,Holland River,M12,ON.M12,ON.M12,15-10-15,1,,30,30,12,,
613,Holland River,M12,ON.M12,ON.M12,15-10-15,1,,65,65,0,,
323,Holland River,M12,ON.M12,ON.M12,15-10-15,1,,95,95,10,,
553,Holland River,M12,ON.M12,ON.M12,15-10-15,1,,105,105,10,,
550,Holland River,M12,ON.M12,ON.M12,15-10-15,1,3,60,60,0,,
616,Holland River,M12,ON.M12,ON.M12,15-10-15,1,,55,55,9,,
287,Holland River,M12,ON.M12,ON.M12,15-10-15,1,30,21,21,2,,
697,Holland River,M12,ON.M12,ON.M12,15-10-15,1,,145,145,10,,
619,Holland River,M12,ON.M12,ON.M12,15-10-15,1,,15,15,0,,
643,Holland River,M12,ON.M12,ON.M12,15-10-15,1,,50,50,4,,
430,Holland River,M12,ON.M12,ON.M12,15-10-15,1,,65,65,18,,
290,Holland River,M12,ON.M12,ON.M12,15-10-15,1,,185,185,10,,
547,Holland River,M12,ON.M12,ON.M12,15-10-15,1,,55,54,0,,
700,Barrie,M13,ON.M13,ON.M13,17-10-15,1,,58,58,8,,
466,Barrie,M13,ON.M13,ON.M13,17-10-15,1,,33,33,0,,
493,Barrie,M13,ON.M13,ON.M13,17-10-15,1,6,55,55,0,,
679,Barrie,M13,ON.M13,ON.M13,17-10-15,1,2,30,30,0,,
640,Barrie,M13,ON.M13,ON.M13,17-10-15,1,,90,90,6,,
281,Barrie,M13,ON.M13,ON.M13,17-10-15,1,,60,60,4,,
739,Barrie,M13,ON.M13,ON.M13,17-10-15,stema,,11,11,0,,
739,Barrie,M13,ON.M13,ON.M13,17-10-15,stemb,,16,16,0,,
344,Barrie,M13,ON.M13,ON.M13,17-10-15,1,,33,33,9,,
737,Barrie,M13,ON.M13,ON.M13,17-10-15,1,,35,32,0,,
347,Barrie,M13,ON.M13,ON.M13,17-10-15,1,,17,17,0,,
740,Barrie,M13,ON.M13,ON.M13,17-10-15,1,,35,33,0,,
446,Barrie,M13,ON.M13,ON.M13,17-10-15,1,,12,12,0,,
187,Barrie,M13,ON.M13,ON.M13,17-10-15,1,,60,55,0,,
469,Barrie,M13,ON.M13,ON.M13,17-10-15,1,,45,44,0,,
742,Barrie,M13,ON.M13,ON.M13,17-10-15,1,,18,17,0,,
498,Barrie,M13,ON.M13,ON.M13,17-10-15,1,,25,24,0,,FEW LATE ABORTED SEEDS 
326,Barrie,M13,ON.M13,ON.M13,17-10-15,1,,40,35,0,,
561,Barrie,M13,ON.M13,ON.M13,17-10-15,1,,58,58,0,,
433,Barrie,M13,ON.M13,ON.M13,17-10-15,1,,100,100,8,,
681,Barrie,M13,ON.M13,ON.M13,17-10-15,1,,25,25,0,,
438,Barrie,M13,ON.M13,ON.M13,17-10-15,1,,140,140,5,,
654,Barrie,M13,ON.M13,ON.M13,17-10-15,1,,100,100,6,,
350,Barrie,M13,ON.M13,ON.M13,17-10-15,1,,70,70,0,,
293,Barrie,M13,ON.M13,ON.M13,17-10-15,1,,28,28,0,,
375,Barrie,M13,ON.M13,ON.M13,17-10-15,1,,50,47,0,,
262,Barrie,M13,ON.M13,ON.M13,17-10-15,1,,60,60,0,,
622,Barrie,M13,ON.M13,ON.M13,17-10-15,1,,65,65,0,,
732,Barrie,M13,ON.M13,ON.M13,17-10-15,1,,6,6,0,,
706,Barrie,M13,ON.M13,ON.M13,17-10-15,1,,75,75,0,,
295,Barrie,M13,ON.M13,ON.M13,17-10-15,1,,23,23,0,,
495,Barrie,M13,ON.M13,ON.M13,17-10-15,1,,40,40,0,,
564,Barrie,M13,ON.M13,ON.M13,17-10-15,1,,7,7,0,,
265,Barrie,M13,ON.M13,ON.M13,17-10-15,1,,16,15,0,,
682,Lafarce,M14,ON.M14,ON.M14,17-10-15,1,,11,11,0,,
268,Lafarce,M14,ON.M14,ON.M14,17-10-15,1,,3,3,0,,
684,Lafarce,M14,ON.M14,ON.M14,17-10-15,1,,9,9,0,,
471,Lafarce,M14,ON.M14,ON.M14,17-10-15,1,,17,17,0,,
660,Lafarce,M14,ON.M14,ON.M14,17-10-15,1,,16,14,0,,
441,Lafarce,M14,ON.M14,ON.M14,17-10-15,1,,7,2,0,,
627,Lafarce,M14,ON.M14,ON.M14,17-10-15,1,,14,14,0,,
745,Lafarce,M14,ON.M14,ON.M14,17-10-15,1,,27,27,0,,
376,Lafarce,M14,ON.M14,ON.M14,17-10-15,1,,15,15,0,,
378,Lafarce,M14,ON.M14,ON.M14,17-10-15,1,,4,4,0,,
444,Lafarce,M14,ON.M14,ON.M14,17-10-15,1,,8,8,0,,
630,Lafarce,M14,ON.M14,ON.M14,17-10-15,1,,14,14,0,,
567,Lafarce,M14,ON.M14,ON.M14,17-10-15,1,,19,19,0,,
329,Lafarce,M14,ON.M14,ON.M14,17-10-15,1,,12,3,0,,
474,Lafarce,M14,ON.M14,ON.M14,17-10-15,1,,14,12,0,,
496,Lafarce,M14,ON.M14,ON.M14,17-10-15,1,,16,16,0,,
55,Lafarce,M14,ON.M14,ON.M14,17-10-15,1,,10,10,0,,
278,Lafarce,M14,ON.M14,ON.M14,17-10-15,1,,12,10,0,,
599,Lafarce,M14,ON.M14,ON.M14,17-10-15,1,,1,1,0,,
709,Lafarce,M14,ON.M14,ON.M14,17-10-15,1,8,8,8,0,,
693,Lafarce,M14,ON.M14,ON.M14,17-10-15,1,3,40,7,0,,
447,Lafarce,M14,ON.M14,ON.M14,17-10-15,1,,9,6,0,,
271,Lafarce,M14,ON.M14,ON.M14,17-10-15,1,,26,26,0,,
297,Lafarce,M14,ON.M14,ON.M14,17-10-15,1,,23,23,0,,
381,Lafarce,M14,ON.M14,ON.M14,17-10-15,1,,3,3,0,,
352,Lafarce,M14,ON.M14,ON.M14,17-10-15,1,,15,15,0,,
748,Lafarce,M14,ON.M14,ON.M14,17-10-15,1,,11,11,0,"might have few seeds, 2 fruithave 1-3 seeds",
397,Lafarce,M14,ON.M14,ON.M14,17-10-15,1,,5,5,0,,
585,Lafarce,M14,ON.M14,ON.M14,17-10-15,1,,8,7,0,,
577,Horseshoe Lake,M1,ON.M1,ON.M1,18-10-15,1,,117,112,4,,
534,Horseshoe Lake,M1,ON.M1,ON.M1,18-10-15,1,,35,30,0,,
412,Horseshoe Lake,M1,ON.M1,ON.M1,18-10-15,1,,5,5,0,,
52,Horseshoe Lake,M1,ON.M1,ON.M1,18-10-15,1,,95,95,0,,
576,Horseshoe Lake,M1,ON.M1,ON.M1,18-10-15,1,,25,15,0,,
531,Horseshoe Lake,M1,ON.M1,ON.M1,18-10-15,1,,15,13,0,,
184,Horseshoe Lake,M1,ON.M1,ON.M1,18-10-15,1,,30,30,0,,
406,Horseshoe Lake,M1,ON.M1,ON.M1,18-10-15,1,,9,0,4,,
594,Horseshoe Lake,M1,ON.M1,ON.M1,18-10-15,1,,45,45,0,,
725,Horseshoe Lake,M1,ON.M1,ON.M1,18-10-15,1,,13,10,0,,
409,Horseshoe Lake,M1,ON.M1,ON.M1,18-10-15,1,,80,80,0,,
504,Horseshoe Lake,M1,ON.M1,ON.M1,18-10-15,1,,75,75,0,,
61,Horseshoe Lake,M1,ON.M1,ON.M1,18-10-15,1,,60,60,0,,
705,Horseshoe Lake,M1,ON.M1,ON.M1,18-10-15,1,,70,70,0,,
424,Horseshoe Lake,M1,ON.M1,ON.M1,18-10-15,1,,14,14,0,,
403,Horseshoe Lake,M1,ON.M1,ON.M1,18-10-15,1,,60,60,0,,
46,Horseshoe Lake,M1,ON.M1,ON.M1,18-10-15,1,,55,55,0,,
701,Horseshoe Lake,M1,ON.M1,ON.M1,18-10-15,1,,70,68,0,,
443,Horseshoe Lake,M1,ON.M1,ON.M1,18-10-15,1,,60,48,0,,
728,Horseshoe Lake,M1,ON.M1,ON.M1,18-10-15,1,,45,45,0,,
245,Horseshoe Lake,M1,ON.M1,ON.M1,18-10-15,1,,25,25,0,,
363,Horseshoe Lake,M1,ON.M1,ON.M1,18-10-15,1,,95,90,5,,
335,Horseshoe Lake,M1,ON.M1,ON.M1,18-10-15,1,,12,12,0,,
712,Horseshoe Lake,M1,ON.M1,ON.M1,18-10-15,1,,28,28,3,,
591,Horseshoe Lake,M1,ON.M1,ON.M1,18-10-15,1,,14,14,0,,
400,Horseshoe Lake,M1,ON.M1,ON.M1,18-10-15,1,,30,30,0,,
190,Horseshoe Lake,M1,ON.M1,ON.M1,18-10-15,1,,68,68,0,,
574,Horseshoe Lake,M1,ON.M1,ON.M1,18-10-15,1,,25,25,0,,
694,Horseshoe Lake,M1,ON.M1,ON.M1,18-10-15,2,,50,45,0,Only 1 stem flowering,
24,Horseshoe Lake,M1,ON.M1,ON.M1,18-10-15,1,,68,68,0,,
501,Horseshoe Lake,M1,ON.M1,ON.M1,18-10-15,2,,85,85,0,Only 1 stem flowering,
582,Lac LaPeche,M10,ON.M10,ON.M10,12-10-15,1,,80,80,3,,
597,Lac LaPeche,M10,ON.M10,ON.M10,12-10-15,1,,80,80,14,,
698,Lac LaPeche,M10,ON.M10,ON.M10,12-10-15,1,,20,20,15,,
708,Lac LaPeche,M10,ON.M10,ON.M10,12-10-15,2,,130,130,10,,
394,Lac LaPeche,M10,ON.M10,ON.M10,12-10-15,1,,20,20,3,,
537,Lac LaPeche,M10,ON.M10,ON.M10,12-10-15,1,,57,57,10,,
43,Lac LaPeche,M10,ON.M10,ON.M10,12-10-15,1,,25,25,0,,
382,Lac LaPeche,M10,ON.M10,ON.M10,12-10-15,1,,215,215,22,,
172,Lac LaPeche,M10,ON.M10,ON.M10,12-10-15,1,,26,25,0,,
235,Lac LaPeche,M10,ON.M10,ON.M10,12-10-15,1,,5,5,6,,
677,Lac LaPeche,M10,ON.M10,ON.M10,12-10-15,1,,20,20,12,,
325,Lac LaPeche,M10,ON.M10,ON.M10,12-10-15,1,,540,540,35,,
472,Lac LaPeche,M10,ON.M10,ON.M10,12-10-15,1,,150,150,15,,
499,Lac LaPeche,M10,ON.M10,ON.M10,12-10-15,1,,110,109,20,,
263,Lac LaPeche,M10,ON.M10,ON.M10,12-10-15,1,,65,65,0,,
439,Lac LaPeche,M10,ON.M10,ON.M10,12-10-15,1,,6,5,0,,
86,Lac LaPeche,M10,ON.M10,ON.M10,12-10-15,1,,65,65,7,,
583,Lac LaPeche,M10,ON.M10,ON.M10,12-10-15,1,,25,24,10,,
136,Lac LaPeche,M10,ON.M10,ON.M10,12-10-15,1,,175,175,13,,
296,Lac LaPeche,M10,ON.M10,ON.M10,12-10-15,1,,46,46,15,no flowers on secondary branches,
379,Lac LaPeche,M10,ON.M10,ON.M10,12-10-15,1,,55,50,0,,
666,Lac LaPeche,M10,ON.M10,ON.M10,12-10-15,1,,180,180,17,,
175,Lac LaPeche,M10,ON.M10,ON.M10,12-10-15,1,,145,145,16,,
47,Kagawong,M15,NO.M1,ON.M15,10-10-15,1,,25,25,0,,
300,Kagawong,M15,NO.M1,ON.M15,10-10-15,1,,150,150,2,,
157,Kagawong,M15,NO.M1,ON.M15,10-10-15,1,,35,35,0,,
145,Kagawong,M15,NO.M1,ON.M15,10-10-15,1,,14,14,4,2 branches have flowers,
311,Kagawong,M15,NO.M1,ON.M15,10-10-15,1,,40,40,3,,
687,Kagawong,M15,NO.M1,ON.M15,10-10-15,1,,110,110,2,,
749,Kagawong,M15,NO.M1,ON.M15,10-10-15,1,,45,45,2,,
741,Kagawong,M15,NO.M1,ON.M15,10-10-15,1,,14,10,2,,
139,Kagawong,M15,NO.M1,ON.M15,10-10-15,1,,12,8,6,2 branches with fruit,
224,Kagawong,M15,NO.M1,ON.M15,10-10-15,1,,25,25,2,,
74,Kagawong,M15,NO.M1,ON.M15,10-10-15,1,,100,100,2,,
44,Kagawong,M15,NO.M1,ON.M15,10-10-15,1,,55,55,2,,
170,Kagawong,M15,NO.M1,ON.M15,10-10-15,1,,115,115,2,,
142,Kagawong,M15,NO.M1,ON.M15,10-10-15,1,,100,100,2,,
659,Kagawong,M15,NO.M1,ON.M15,10-10-15,1,,100,100,0,very few seeds,
649,Kagawong,M15,NO.M1,ON.M15,10-10-15,1,,9,9,2,,
477,Kagawong,M15,NO.M1,ON.M15,10-10-15,1,,30,29,0,,
556,Kagawong,M15,NO.M1,ON.M15,10-10-15,1,,120,100,10,,
738,Kagawong,M15,NO.M1,ON.M15,10-10-15,1,,23,19,0,,
445,Kagawong,M15,NO.M1,ON.M15,10-10-15,1,,55,20,0,,
529,Kagawong,M15,NO.M1,ON.M15,10-10-15,1,,25,25,2,but only 1 branch has flowers,
656,Kagawong,M15,NO.M1,ON.M15,10-10-15,1,,70,70,0,,
662,Kagawong,M15,NO.M1,ON.M15,10-10-15,1,,30,30,3,1branch has flowers,
161,Kagawong,M15,NO.M1,ON.M15,10-10-15,1,,200,200,0,,
502,Kagawong,M15,NO.M1,ON.M15,10-10-15,1,,80,60,6,3 branches have flowers,
475,Kagawong,M15,NO.M1,ON.M15,10-10-15,1,,50,50,2,,
301,Kagawong,M15,NO.M1,ON.M15,10-10-15,1,,100,100,0,,
743,Kagawong,M15,NO.M1,ON.M15,10-10-15,1,,30,24,0,,
164,Kagawong,M15,NO.M1,ON.M15,10-10-15,1,,80,80,2,,
2,Corry Lake,M16,NO.M2,ON.M16,11-10-15,1,,50,50,0,,
128,Corry Lake,M16,NO.M2,ON.M16,11-10-15,1,,30,30,3,,
158,Corry Lake,M16,NO.M2,ON.M16,11-10-15,1,,20,20,2,,
473,Corry Lake,M16,NO.M2,ON.M16,11-10-15,1,20,500,500,2,,
588,Corry Lake,M16,NO.M2,ON.M16,11-10-15,1,,15,15,3,Only 1 branch had flowers,
37,Corry Lake,M16,NO.M2,ON.M16,11-10-15,1,,20,20,2,,
94,Corry Lake,M16,NO.M2,ON.M16,11-10-15,1,,70,70,8,,
299,Corry Lake,M16,NO.M2,ON.M16,11-10-15,1,,10,8,2,Only 1 branch had flowers,
75,Corry Lake,M16,NO.M2,ON.M16,11-10-15,1,,13,12,3,,
664,Corry Lake,M16,NO.M2,ON.M16,11-10-15,1,,100,95,5,,
105,Corry Lake,M16,NO.M2,ON.M16,11-10-15,1,,30,30,5,,
541,Corry Lake,M16,NO.M2,ON.M16,11-10-15,1,,8,8,2,,
328,Corry Lake,M16,NO.M2,ON.M16,11-10-15,1,,30,30,5,3 branches have flowers,
602,Corry Lake,M16,NO.M2,ON.M16,11-10-15,1,,20,20,3,Only 1 branch had flowers,
212,Corry Lake,M16,NO.M2,ON.M16,11-10-15,1,,10,10,2,Only 1 branch had flowers,
171,Corry Lake,M16,NO.M2,ON.M16,11-10-15,1,,8,5,2,Only 1 branch had flowers,
200,Corry Lake,M16,NO.M2,ON.M16,11-10-15,1,,55,55,4,,
93,Corry Lake,M16,NO.M2,ON.M16,11-10-15,1,,15,14,2,,
645,Corry Lake,M16,NO.M2,ON.M16,11-10-15,1,,30,30,4,,
165,Corry Lake,M16,NO.M2,ON.M16,11-10-15,1,,5,3,0,,
361,Corry Lake,M16,NO.M2,ON.M16,11-10-15,1,,24,21,0,,
60,Corry Lake,M16,NO.M2,ON.M16,11-10-15,1,,85,85,3,,
318,Corry Lake,M16,NO.M2,ON.M16,11-10-15,1,,20,18,0,,
492,Corry Lake,M16,NO.M2,ON.M16,11-10-15,1,,100,90,2,,
135,Corry Lake,M16,NO.M2,ON.M16,11-10-15,1,,15,15,10,,
522,Corry Lake,M16,NO.M2,ON.M16,11-10-15,1,,240,240,2,,
182,Corry Lake,M16,NO.M2,ON.M16,11-10-15,1,,55,55,3,,
103,Corry Lake,M16,NO.M2,ON.M16,11-10-15,1,,35,34,0,,
417,Corry Lake,M16,NO.M2,ON.M16,11-10-15,1,,11,11,2,,
503,Corry Lake,M16,NO.M2,ON.M16,11-10-15,1,,30,29,4,Only 2 of the secondary branches have flowers,
388,Samuel de Champlain,D10,ON.D1,ON.D10,11-10-15,1,,5,3,3,Only 1 branch had flowers,
436,Samuel de Champlain,D10,ON.D1,ON.D10,11-10-15,1,,15,0,3,,
80,Samuel de Champlain,D10,ON.D1,ON.D10,11-10-15,1,,35,0,2,,
418,Samuel de Champlain,D10,ON.D1,ON.D10,11-10-15,1,,20,0,2,,
71,Samuel de Champlain,D10,ON.D1,ON.D10,11-10-15,1,,12,0,3,looks like weevil damage,
415,Samuel de Champlain,D10,ON.D1,ON.D10,11-10-15,1,,10,0,2,,
83,Samuel de Champlain,D10,ON.D1,ON.D10,11-10-15,1,,38,10,0,,
38,Samuel de Champlain,D10,ON.D1,ON.D10,11-10-15,1,,50,25,0,,
526,Samuel de Champlain,D10,ON.D1,ON.D10,11-10-15,1,,10,0,5,,
169,Samuel de Champlain,D10,ON.D1,ON.D10,11-10-15,1,,7,0,2,,
746,Samuel de Champlain,D10,ON.D1,ON.D10,11-10-15,1,,20,0,2,,
260,Samuel de Champlain,D10,ON.D1,ON.D10,11-10-15,1,,6,0,0,,
735,Samuel de Champlain,D10,ON.D1,ON.D10,11-10-15,1,,35,0,4,"2 branches have flowers; CHANGED FRUIT COUNT TO 0, NO ABORTED SEEDS NO SEEDS =NOT FRUIT",
155,Samuel de Champlain,D10,ON.D1,ON.D10,11-10-15,1,,8,1,0,,
442,Samuel de Champlain,D10,ON.D1,ON.D10,11-10-15,1,,15,1,0,,
384,Samuel de Champlain,D10,ON.D1,ON.D10,11-10-15,1,,12,7,0,,
199,Samuel de Champlain,D10,ON.D1,ON.D10,11-10-15,1,,20,1,0,,
625,Samuel de Champlain,D10,ON.D1,ON.D10,11-10-15,1,,10,0,3,,
507,Samuel de Champlain,D10,ON.D1,ON.D10,11-10-15,1,,30,10,2,low seed in fruit,
646,Samuel de Champlain,D10,ON.D1,ON.D10,11-10-15,1,8,10,1,0,,
385,Samuel de Champlain,D10,ON.D1,ON.D10,11-10-15,1,2,10,0,0,,
196,Samuel de Champlain,D10,ON.D1,ON.D10,11-10-15,1,50,100,0,0,,
230,Samuel de Champlain,D10,ON.D1,ON.D10,11-10-15,1,,80,26,7,,
353,Samuel de Champlain,D10,ON.D1,ON.D10,11-10-15,1,36,50,25,0,Only 4 stems in clump with flowers,
663,Samuel de Champlain,D10,ON.D1,ON.D10,11-10-15,1,10,25,21,0,Only 1 stem in bunch with flowers,
238,Samuel de Champlain,D10,ON.D1,ON.D10,11-10-15,1,,1,1,2,,
