Page,Photo_num,Date,Person_ID,Photo,Envelope_ID,Fruit_ID,Seed_number,Fertilized_not_viable,NonViable_seeds,Notes,Notes2,Notes3
16,,10-02-2016,Rebecca,N,721,2,4,N,Y,4 SEEDS,,
16,,10-02-2016,Rebecca,N,721,3,18,N,Y,18 SEEDS,,
16,,10-02-2016,Rebecca,N,721,4,11,N,Y,11 SEEDS,,
16,,10-02-2016,Rebecca,N,721,5,3,N,Y,3 SEEDS,,
16,,10-02-2016,Rebecca,N,364,1-5,142,Y,Y,LATE AND MID ABORTED,Photo removed and hand counted June 10 MPB,
16,,10-02-2016,Rebecca,N,568,1-5,65,Y,Y ,LATE AND MID ABORTED,Photo removed and hand counted June 10 MPB,
16,,10-02-2016,Rebecca,N,538,1,0,N,Y,0 SEEDS,,
16,,10-02-2016,Rebecca,N,538,2,0,N,Y,0 SEEDS,,
16,,10-02-2016,Rebecca,N,538,3,0,N,Y ,,,
16,,10-02-2016,Rebecca,N,24,1-4,33,Y,Y,MID STAGE ABORTED,Photo removed and hand counted June 10 MPB,
16,,10-02-2016,Rebecca,N,239,1,0,Y,Y,7 VERY SMALL SEEDS-MPB calls these Late aborted,Changed the 7 small seeds to Late Aborted,
16,,10-02-2016,Rebecca,N,239,2,7,Y,Y,Late aborted or immature seeds,Photo removed and hand counted June 10 MPB,
16,,10-02-2016,Rebecca,N,239,3,2,N,Y,2 SEEDS,,
16,,10-02-2016,Rebecca,N,239,4,2,N,Y,2 SEEDS,,
16,,10-02-2016,Rebecca,N,239,5,1,N,Y,1 SEED,,
16,,11-02-2016,Weihang,Y,104,1-4,29,Y,Late aborted,,,updated oct 2017
16,,11-02-2016,Weihang,N,104,5,21,N,Y,21 SEEDS,,
16,P1,11-02-2016,Weihang,Y,132,1-5,0,Y,Late aborted,2PHOTOS of same thing deleted second photo,,
17,,16-02-2016,Rebecca,N,304,1,1,N,Y,1 SEED,,
17,,16-02-2016,Rebecca,N,304,2,1,N,Y,1 SEED,,
17,,16-02-2016,Rebecca,N,304,3,2,N,Y,2 SEEDS,,
17,P1,16-02-2016,Rebecca,Y,570,1-3,48,N,Y,2PHOTOS,small seeds,checked oct 2017
17,,16-02-2016,Rebecca,Y,242,1-6,25,N,Y ,,,checked oct 2017
17,,16-02-2016,Rebecca,Y,506,1-4,20,Y,Y,LG ABORTED SEEDS,,checked oct 2017
17,,16-02-2016,Rebecca,N,506,5,0,N,Y,NO SEEDS,,
17,,16-02-2016,Rebecca,N,249,1-2,17,N,Y,17 SEEDS,,
17,,16-02-2016,Rebecca,Y,536,1-4,42,N,Y,,,checked oct 2017
17,P1,16-02-2016,Rebecca,Y,716,1-5,34,N,Y,2PHOTOS,,checked oct 2017
17,,16-02-2016,Rebecca,N,716,6,0,N,Y,NO SEED,,
17,,16-02-2016,Rebecca,Y,6,1,46,N,Y,,,checked oct 2017
17,,16-02-2016,Rebecca,Y,6,2,57,N,Y,,,checked oct 2017
17,,16-02-2016,Rebecca,Y,6,3,36,Y,Late aborted,,,checked oct 2017
17,,16-02-2016,Rebecca,Y,6,4,53,N,Y,,,checked oct 2017
17,,16-02-2016,Rebecca,Y,6,5,50,N,Y,,,checked oct 2017
17,,16-02-2016,Rebecca,Y,6,6,20,N,Y,,,checked oct 2017
17,,16-02-2016,Rebecca,Y,6,7,48,N,Y,,,checked oct 2017
17,,16-02-2016,Rebecca,Y,6,8,42,N,Y,,,checked oct 2017
17,,16-02-2016,Rebecca,Y,108,1,67,N,Y,,,checked oct 2017
17,,16-02-2016,Rebecca,Y,108,2,46,N,Y,,,checked oct 2017
17,,16-02-2016,Rebecca,Y,108,3,66,N,Y,,,checked oct 2017
17,,16-02-2016,Rebecca,Y,108,4,36,N,Y,,,checked oct 2017
17,,16-02-2016,Rebecca,Y,108,5,69,N,Y,,,checked oct 2017
18,,16-02-2016,Rebecca,Y,27,1-5,47,N,Y ,,,checked oct 2017
18,,16-02-2016,Rebecca,Y,631,1-5,80,N,Y,LOTS OF VARIATION IN SEED SIZE,,checked oct 2017
18,,16-02-2016,Rebecca,Y,91,1-5,58,N,Y ,,,checked oct 2017
18,,16-02-2016,Rebecca,Y,481,1-5,41,N,Y,,,checked oct 2017
18,,17-02-2016,Weihang,N,163,1-2,9,N,Y,9 SEEDS,,
18,,17-02-2016,Weihang,N,163,3,0,Y,Y,ALL ABORTED,,
18,,17-02-2016,Weihang,Y,395,1-6,123,N,Y,,,updated oct 2017
18,,17-02-2016,Weihang,N,505,1-2,26,N,Y,26 SEEDS,,
18,,17-02-2016,Weihang,N,505,3,1,N,Y,1 SEED,,
18,,17-02-2016,Weihang,N,505,4,2,N,Y,2 SEEDS,,
18,,17-02-2016,Weihang,Y,35,1-5,71,N,Y,,,updated oct 2017
18,,17-02-2016,Weihang,N,600,1-2,19,N,Y,19 SEEDS,,
18,,17-02-2016,Weihang,N,600,3,7,N,Y,7 SEEDS ,,
18,,17-02-2016,Weihang,N,600,4,2,N,Y,2 SEEDS,,
18,,17-02-2016,Weihang,N,600,5,2,N,Y,2 SEEDS,,
18,,17-02-2016,Weihang,N,465,1-4,29,N,Y,29 SEEDS,,
18,,17-02-2016,Weihang,N,465,5,1,N,Y,1 SEED,,
18,,17-02-2016,Weihang,N,356,1-5,33,N,Y,33 SEEDS,,
18,,17-02-2016,Weihang,Y,601,1-5,123,N,Y,MAJORITY OF SEEDS NOT ABORTED,,updated oct 2017
18,,17-02-2016,Weihang,N,448,1-5,47,N,Y,47 SEEDS,,
18,,17-02-2016,Weihang,N,23,1-4,16,N,Y,16 SEEDS,,
18,,17-02-2016,Weihang,N,241,1-6,21,N,Y,21 SEEDS,,
19,,23-02-2016,Rebecca,Y,151,1-5,45,N,Y,,,checked oct 2017 is ok
19,,23-02-2016,Rebecca,Y,425,1-6,20,N,Y,,,checked oct 2017 is ok
19,,23-02-2016,Rebecca,N,425,7,1,N,Y,1 SEED,,
19,,23-02-2016,Rebecca,Y,635,1-5,38,N,Y,,,checked oct 2017 is ok
19,,23-02-2016,Rebecca,N,374,1,6,N,Y,6 SEEDS,,
19,,23-02-2016,Rebecca,N,374,2,0,N,Y,NO SEEDS,,
19,,23-02-2016,Rebecca,N,374,3,0,N,Y,NO SEEDS,,
19,,23-02-2016,Rebecca,Y,76,1-5,154,N,Y,GIANT FRUITS,,checked oct 2017 is ok
19,,23-02-2016,Rebecca,Y,121,1-4,67,N,Y,,,checked oct 2017 is ok
19,,23-02-2016,Rebecca,Y,306,1-7,314,N,Y,,,checked oct 2017 is ok
19,,23-02-2016,Rebecca,Y,332,1-4,103,N,Y,,,checked oct 2017 is ok
19,,23-02-2016,Rebecca,Y,62,1-2,71,N,Y,,,checked oct 2017 is ok
19,,23-02-2016,Rebecca,Y,747,1-4,64,N,Y,,,checked oct 2017 is ok
19,,23-02-2016,Rebecca,Y,211,1-3,104,N,Y,,,checked oct 2017 is ok
19,,24-02-2016,Rebecca,N,40,1,0,N,Y,0 SEEDS,,
19,,24-02-2016,Rebecca,N,40,2,6,N,Y,"6 SEEDS, VERY SMALL SEEDS",,
19,,24-02-2016,Rebecca,Y,40,3,4,Y,Late aborted,VERY SMALL SEEDS,,updated oct 2017
19,,24-02-2016,Rebecca,Y,40,4,10,Y,Late aborted,,,updated oct 2017
19,,24-02-2016,Rebecca,Y,40,5,0,Y,Late aborted,,,updated oct 2017
19,,24-02-2016,Rebecca,Y,70,1-5,131,N,Y,,,checked oct 2017
19,,24-02-2016,Rebecca,Y,449,1-4,153,N,Y,,,checked oct 2017
19,,24-02-2016,Rebecca,Y,152,1-5,81,N,Y,,,checked oct 2017
19,,24-02-2016,Rebecca,Y,665,1-6,261,N,Y,,,checked oct 2017
20,,24-02-2016,Rebecca,Y,189,1,170,N,Y,,,checked oct 2017
20,,24-02-2016,Rebecca,Y,189,2-6,22,N,Y,,,checked oct 2017
20,,24-02-2016,Rebecca,Y,359,1-5,152,N,Y,,,checked oct 2017
20,,01-03-2016,Rebecca,N,192,1,10,N,Y,10 SEEDS,,
20,,01-03-2016,Rebecca,N,192,2,6,N,Y,6 SEEDS,,
20,,01-03-2016,Rebecca,N,192,3,3,N,Y,3 SEEDS,,
20,,01-03-2016,Rebecca,N,192,4,6,N,Y,6 SEEDS,,
20,,01-03-2016,Rebecca,N,192,5,2,N,Y,2 SEEDS,,
20,,01-03-2016,Rebecca,N,168,1,3,N,Y,3 SEEDS,,
20,,01-03-2016,Rebecca,Y,168,2-5,119,N,Y,,,updated oct 2017
20,,01-03-2016,Rebecca,Y,217,1-4,157,N,Y,,,updated oct 2017
20,,01-03-2016,Rebecca,Y,217,5,37,N,Y,,,updated oct 2017
20,,01-03-2016,Rebecca,N,217,6,17,N,Y,17 SEEDS,,
20,,01-03-2016,Rebecca,Y,10,1-2,28,N,Y,,,updated oct 2017
20,,01-03-2016,Rebecca,Y,82,1-4,86,N,Y,,,updated oct 2017
20,,01-03-2016,Rebecca,Y,545,1,49,N,Y,,,updated oct 2017
20,,01-03-2016,Rebecca,Y,545,2,29,N,Y,,,updated oct 2017
20,,01-03-2016,Rebecca,Y,545,3,39,N,Y,,,updated oct 2017
20,,01-03-2016,Rebecca,Y,545,4,35,N,Y,,,updated oct 2017
20,,01-03-2016,Rebecca,Y,97,1-6,151,N,Y,,,updated oct 2017
20,,01-03-2016,Rebecca,Y,578,1,26,N,Y,,,updated oct 2017
20,,01-03-2016,Rebecca,N,578,2,7,N,Y,7 SEEDS ,,
20,,01-03-2016,Rebecca,N,578,3,9,N,Y,9 SEEDS,,
20,,01-03-2016,Rebecca,N,578,4,11,N,Y,11 SEEDS,,
20,,01-03-2016,Rebecca,Y,578,5,25,N,Y,,,updated oct 2017
20,,02-03-2016,Rebecca,N,339,1,8,N,Y,8 SEEDS,,
20,,02-03-2016,Rebecca,N,339,2,1,N,Y,1 SEED,,
20,,02-03-2016,Rebecca,N,339,3,0,N,Y,,,
20,,02-03-2016,Rebecca,N,339,4,3,N,Y,3 SEEDS,,
20,,02-03-2016,Rebecca,N,228,1,8,N,Y,8 SEEDS,,
20,,02-03-2016,Rebecca,Y,107,1-4,59,N,Y,,,updated oct 2017
20,,02-03-2016,Rebecca,N,107,5,1,N,Y,1 SEED,,
20,,02-03-2016,Rebecca,N,107,6,6,N,Y,6 SEEDS,,
20,,02-03-2016,Rebecca,N,107,7,13,N,Y,13 SEEDS,,
20,,02-03-2016,Rebecca,N,201,1,3,N,Y,3 SEEDS,,
20,,02-03-2016,Rebecca,N,201,2,2,N,Y,2 SEEDS,,
20,,02-03-2016,Rebecca,N,201,3,0,N,Y,,,
20,,02-03-2016,Rebecca,N,201,4,0,N,Y,,,
20,,02-03-2016,Rebecca,N,201,5,1,N,Y,1 SEED,,
20,,02-03-2016,Rebecca,Y,201,6,40,N,Y,,,updated oct 2017
20,,02-03-2016,Rebecca,N,201,7,1,N,Y,1 SEED,,
20,,02-03-2016,Rebecca,N,201,8,1,N,Y,1 SEED,,
20,,02-03-2016,Rebecca,N,201,9,8,N,Y,8 SEEDS,,
20,,02-03-2016,Rebecca,N,201,10,1,N,Y,,,
21,,02-03-2016,Rebecca,N,162,1,1,N,Y,1 SEED,,
21,,02-03-2016,Rebecca,N,162,2,0,N,Y,NO SEEDS,,
21,,02-03-2016,Rebecca,N,162,3,0,N,Y,NO SEEDS,,
21,,02-03-2016,Rebecca,N,351,1,2,N,Y,2 SEEDS,,
21,,02-03-2016,Rebecca,N,351,2,1,N,Y,1 SEED,,
21,,02-03-2016,Rebecca,N,411,1,0,N,Y,NO SEEDS,,
21,,02-03-2016,Rebecca,N,411,2,0,N,Y,NO SEEDS,,
21,,02-03-2016,Rebecca,Y,668,1-5,84,Y,Y,LATE ABORTED,48 late aborted seeds,updated oct 2017
21,,02-03-2016,Rebecca,N,668,6,4,N,Y,"4 SEEDS, VERY DIFFICULT TO DECIPHER BETWEEN ABORTED AND MATURE",,
21,,02-03-2016,Rebecca,Y,223,1-3,34,N,Y,,,updated oct 2017
21,,02-03-2016,Rebecca,N,223,4,3,N,Y,3 SEEDS,,
21,,02-03-2016,Rebecca,N,223,5,4,N,Y,4 SEEDS,,
21,,02-03-2016,Rebecca,Y,661,1-5,84,N,Y,,,updated oct 2017
21,,02-03-2016,Rebecca,N,240,1-5,16,N,Y,"16 SEEDS, LG FRUITS WITH FEW SEEDS",,
21,,02-03-2016,Rebecca,Y,542,1-4,16,Y,Y,LATE ABORTED,,updated oct 2017
21,,02-03-2016,Rebecca,N,229,1,5,N,Y,5 SEEDS,,
21,,02-03-2016,Rebecca,N,229,2,1,N,Y,1 SEED,,
21,,02-03-2016,Rebecca,N,229,3,0,N,Y,NO SEEDS,,
21,,03-03-2016,Weihang/MPB,N,518,1-5,153,Y,Y,MID STAGE ABORTED,Wei. Took photo on march 3 MPB hand counted june 8 2016,
21,,03-03-2016,Weihang,N,334,1-3,0,Y,Y,"Weihang had a HARD TO DISTINGUISH THE ABORTED, MPB checked and assigned these seeds as late aborted",MPB COUNTED JUNE 1,
21,,June 1 2016,Maggie,N,334,4-5,0,Y,Y,late aborted SEEDS,,
21,,08-03-2016,Rebecca,N,213,1,2,N,Y,2 SEEDS,,
21,,08-03-2016,Rebecca,N,213,2,1,N,Y,1 SEED,,
21,,08-03-2016,Rebecca,N,213,3,2,N,Y,2 SEEDS,,
21,,08-03-2016,Rebecca,Y,517,1,0,Y,Late aborted,,,
21,,08-03-2016,Rebecca,N,517,2,6,N,Y,6 SEEDS,,
21,,08-03-2016,Rebecca,N,517,3,12,N,Y,12 SEEDS,,
21,,08-03-2016,Rebecca,N,517,5,8,N,Y,8 SEEDS,,
21,,08-03-2016,Rebecca,N,517,4,13,N,Y,13 SEEDS ONE IS VERY LG COMPARED TO THE OTHERS,,
21,,08-03-2016,Rebecca,Y,683,1-3,2,N,Y,2 VERY LG SEEDS COMPARE TO THE OTHERS,,
21,,08-03-2016,Rebecca,N,683,4,7,N,Y,7 SEEDS ,,
21,,08-03-2016,Rebecca,Y,683,5,0,Y,Y,LATE ABORTED,,
21,,08-03-2016,Rebecca,N,497,1,0,N,Y,NO SEEDS,,
21,,08-03-2016,Rebecca,N,497,2,0,N,Y,NO SEEDS,,
21,,08-03-2016,Rebecca,N,497,3,0,N,Y,NO SEEDS,,
21,,08-03-2016,Rebecca,N,497,4,0,N,Y,NO SEEDS,,
21,,08-03-2016,Rebecca,N,497,5,0,N,Y,NO SEEDS,,
21,,08-03-2016,Rebecca,N,497,6,0,N,Y,NO SEEDS,,
21,,08-03-2016,Rebecca,N,497,7,0,N,Y,NO SEEDS,,
21,,08-03-2016,Rebecca,N,497,8,0,N,Y,NO SEEDS,,
22,,08-03-2016,Rebecca,N,497,9,0,N,Y,NO SEEDS,,
22,,08-03-2016,Rebecca,N,497,10,0,N,Y,NO SEEDS,,
22,,08-03-2016,Rebecca,N,497,11,0,N,Y,NO SEEDS,,
22,,08-03-2016,Rebecca,N,497,12,0,N,Y,NO SEEDS,,
22,,08-03-2016,Rebecca,Y,451,1-2,28,N,Y,,,
22,,08-03-2016,Rebecca,Y,420,1-3,31,N,Y,,,
22,,08-03-2016,Rebecca,N,420,4,5,N,Y,5 SEEDS,,
22,,08-03-2016,Rebecca,N,420,5,5,N,Y,5 SEEDS,,
22,,08-03-2016,Rebecca,Y,225,1-5,120,N,Y,,,
22,,08-03-2016,Rebecca,N,159,1,4,N,Y,4 SEEDS,,
22,,08-03-2016,Rebecca,N,159,2-3,17,N,Y,17 SEEDS,,
22,,08-03-2016,Rebecca,Y,614,1-7,72,N,Y,,,
22,,08-03-2016,Rebecca,Y,569,1-2,63,N,Y,,,
22,,08-03-2016,Rebecca,Y,569,3,34,N,Y,,,
22,,08-03-2016,Rebecca,Y,392,1-5,46,N,Y,IT SEEMS THAT A PACKAGE WITH SMALLER AND MORE (NOT NECESSARILY) FRUITS TENDS TO HAVE LITTLE OR NO SEEDS AND ARE ALL CLOSED. OR THE SMALLER THE FRUIT THE LESS LIEKLY IT IS TO HAVE SEEDS?,,
22,,09-03-2016,Rebecca,N,5,1,0,N,Y,NO SEEDS,,
22,,09-03-2016,Rebecca,N,5,2,0,N,Y,NO SEEDS,,
22,,09-03-2016,Rebecca,N,5,3,0,N,Y,NO SEEDS,,
22,,09-03-2016,Rebecca,N,5,4,0,N,Y,NO SEEDS,,
22,,09-03-2016,Rebecca,N,5,5,0,N,Y,NO SEEDS,,
22,,09-03-2016,Rebecca,N,5,6,0,N,Y,NO SEEDS,,
22,,09-03-2016,Rebecca,N,5,7,0,N,Y,NO SEEDS,,
22,,09-03-2016,Rebecca,N,5,8,0,N,Y,NO SEEDS,,
22,,09-03-2016,Rebecca,N,552,1,0,N,Y,NO SEEDS,,
22,,09-03-2016,Rebecca,N,552,2,0,N,Y,NO SEEDS,,
22,,09-03-2016,Rebecca,N,552,3,0,N,Y,NO SEEDS,,
22,,09-03-2016,Rebecca,N,552,4,0,N,Y,NO SEEDS,,
22,,09-03-2016,Rebecca,N,552,5,0,N,Y,NO SEEDS,,
22,,09-03-2016,Rebecca,N,552,6,0,N,Y,NO SEEDS,,
22,,09-03-2016,Rebecca,N,552,7,0,N,Y,NO SEEDS,,
22,,09-03-2016,Rebecca,N,404,1,0,N,Y,NO SEEDS,,
22,,09-03-2016,Rebecca,N,404,2,0,N,Y,NO SEEDS,,
22,,09-03-2016,Rebecca,N,404,3,0,N,Y,NO SEEDS,,
22,,09-03-2016,Rebecca,N,404,4,0,N,Y,NO SEEDS,,
22,,09-03-2016,Rebecca,N,404,5,0,N,Y,NO SEEDS,,
22,,09-03-2016,Rebecca,N,404,6,0,N,Y,NO SEEDS,,
22,,09-03-2016,Rebecca,N,99,1,0,N,Y,NO SEEDS,,
22,,09-03-2016,Rebecca,N,99,2,0,N,Y,NO SEEDS,,
22,,09-03-2016,Rebecca,N,99,3,0,N,Y,NO SEEDS,,
22,,09-03-2016,Rebecca,N,99,4,0,N,Y,NO SEEDS,,
23,,09-03-2016,Rebecca,N,99,5,0,N,Y,NO SEEDS,,
23,,09-03-2016,Rebecca,N,99,6,0,N,Y,NO SEEDS,,
23,,09-03-2016,Rebecca,N,99,7,0,N,Y,NO SEEDS,,
23,,09-03-2016,Rebecca,N,99,8,0,N,Y,NO SEEDS,,
23,,09-03-2016,Rebecca,N,99,9,0,N,Y,NO SEEDS,,
23,,09-03-2016,Rebecca,N,579,1,0,N,Y,NO SEEDS,,
23,,09-03-2016,Rebecca,N,579,2,0,N,Y,NO SEEDS,,
23,,09-03-2016,Rebecca,N,579,3,0,N,Y,NO SEEDS,,
23,,09-03-2016,Rebecca,N,579,4,0,N,Y,NO SEEDS,,
23,,09-03-2016,Rebecca,N,579,5,0,N,Y,NO SEEDS,,
23,,09-03-2016,Rebecca,N,579,6,0,N,Y,NO SEEDS,,
23,,09-03-2016,Rebecca,N,579,7,0,N,Y,NO SEEDS,,
23,,09-03-2016,Rebecca,N,219,1,0,N,Y,NO SEEDS,,
23,,09-03-2016,Rebecca,N,219,2,0,N,Y,NO SEEDS,,
23,,09-03-2016,Rebecca,N,219,3,0,N,Y,NO SEEDS,,
23,,09-03-2016,Rebecca,N,219,4,0,N,Y,NO SEEDS,,
23,,09-03-2016,Rebecca,N,298,1,0,N,Y,NO SEEDS,,
23,,09-03-2016,Rebecca,N,298,2,0,N,Y,NO SEEDS,,
23,,09-03-2016,Rebecca,N,298,3,0,N,Y,NO SEEDS,,
23,,09-03-2016,Rebecca,N,298,4,0,N,Y,NO SEEDS,,
23,,09-03-2016,Rebecca,N,298,5,0,N,Y,NO SEEDS,,
23,,09-03-2016,Rebecca,N,298,6,0,N,Y,NO SEEDS,,
23,,09-03-2016,Rebecca,Y,593,1-5,0,Y,Y,LATE ABORTED SEEDS,MPB CHANGED THIS TO LATE ABORTED JUNE 9,
23,,09-03-2016,Rebecca,Y,593,6,0,Y,Y,LATE ABORTED SEEDS,MPB CHANGED THIS TO LATE ABORTED JUNE 9,
23,,09-03-2016,Rebecca,N,593,7,0,N,Y,NO SEEDS,,
23,,09-03-2016,Rebecca,Y,593,8,0,Y,Y,LATE ABORTED SEEDS,,
23,,09-03-2016,Rebecca,N,324,1,0,N,Y,NO SEEDS,,
23,,09-03-2016,Rebecca,N,324,2,0,N,Y,NO SEEDS,,
23,,09-03-2016,Rebecca,N,324,3,0,N,Y,NO SEEDS,,
23,,09-03-2016,Rebecca,N,324,4,0,N,Y,NO SEEDS,,
23,,09-03-2016,Rebecca,N,324,5,0,N,Y,NO SEEDS,,
23,,09-03-2016,Rebecca,N,324,6,0,N,Y,NO SEEDS,,
23,,09-03-2016,Rebecca,N,114,1,0,N,Y,NO SEEDS,,
23,,09-03-2016,Rebecca,N,114,2,0,N,Y,NO SEEDS,,
23,,09-03-2016,Rebecca,N,276,1,0,N,Y,NO SEEDS,,
23,,09-03-2016,Rebecca,N,276,2,0,N,Y,NO SEEDS,,
23,,09-03-2016,Rebecca,N,276,3,0,N,Y,NO SEEDS,,
23,,09-03-2016,Rebecca,N,276,4,0,N,Y,NO SEEDS,,
23,,09-03-2016,Rebecca,N,111,1,0,N,Y,NO SEEDS,,
23,,09-03-2016,Rebecca,N,111,2,0,N,Y,NO SEEDS,,
23,,09-03-2016,Rebecca,N,111,3,0,N,Y,NO SEEDS,,
23,,09-03-2016,Rebecca,N,111,4,0,N,Y,NO SEEDS,,
23,,09-03-2016,Rebecca,N,111,5,0,N,Y,NO SEEDS,,
23,,09-03-2016,Rebecca,N,111,6,0,N,Y,NO SEEDS,,
24,,09-03-2016,Rebecca,N,45,1,0,N,Y,NO SEEDS,,
24,,09-03-2016,Rebecca,N,45,2,0,N,Y,NO SEEDS,,
24,,09-03-2016,Rebecca,N,45,3,0,N,Y,NO SEEDS,,
24,,09-03-2016,Rebecca,N,45,4,0,N,Y,NO SEEDS,,
24,,09-03-2016,Rebecca,N,45,5,0,N,Y,NO SEEDS,,
24,,09-03-2016,Rebecca,N,45,6,0,N,Y,NO SEEDS,,
24,,09-03-2016,Rebecca,N,530,1,0,N,Y,NO SEEDS,,
24,,09-03-2016,Rebecca,N,530,2,0,N,Y,NO SEEDS,,
24,,09-03-2016,Rebecca,N,530,3,0,N,Y,NO SEEDS,,
24,,09-03-2016,Rebecca,N,530,4,0,N,Y,NO SEEDS,,
24,,09-03-2016,Rebecca,N,530,5,0,N,Y,NO SEEDS,,
24,,09-03-2016,Rebecca,N,312,1,0,N,Y,NO SEEDS,,
24,,09-03-2016,Rebecca,N,312,2,0,N,Y,NO SEEDS,,
24,,09-03-2016,Rebecca,N,312,3,0,N,Y,NO SEEDS,,
24,,09-03-2016,Rebecca,N,312,4,0,N,Y,NO SEEDS,,
24,,09-03-2016,Rebecca,N,58,1,0,N,Y,NO SEEDS,,
24,,09-03-2016,Rebecca,N,58,2,8,N,Y,8 SEEDS,,
24,,09-03-2016,Rebecca,N,563,1,2,N,Y,2 SEEDS,,
24,,09-03-2016,Rebecca,N,563,2,1,N,Y,1 SEED,,
24,,09-03-2016,Rebecca,N,563,3,0,N,Y,NO SEEDS,,
24,,09-03-2016,Rebecca,N,528,1,6,N,Y,6 SEEDS,,
24,,09-03-2016,Rebecca,N,528,2,13,N,Y,13 SEEDS,,
24,,09-03-2016,Rebecca,N,413,1,2,N,Y,2 SEEDS,,
24,,15-03-2016,Rebecca,Y,272,1-3,33,N,Y,,,
24,,15-03-2016,Rebecca,N,272,4,4,N,Y,4 SEEDS,,
24,,15-03-2016,Rebecca,Y,73,1-4,23,N,Y,,,
24,,15-03-2016,Rebecca,N,73,5,4,N,Y,4 SEEDS,,
24,,15-03-2016,Rebecca,N,73,6,2,N,Y,2 SEEDS,,
24,,15-03-2016,Rebecca,N,575,1,1,N,Y,1 SEED,,
24,,15-03-2016,Rebecca,N,575,2,4,N,Y,4 SEEDS,,
24,,15-03-2016,Rebecca,N,575,3,0,N,Y,NO SEEDS,,
24,,15-03-2016,Rebecca,N,575,4,13,N,Y,13 SEEDS,,
24,,15-03-2016,Rebecca,N,575,5,2,N,Y,2 SEEDS,,
24,,15-03-2016,Rebecca,N,575,6,2,N,Y,2 SEEDS,,
24,,15-03-2016,Rebecca,Y,485,1-4,29,N,Y,,,
24,,15-03-2016,Rebecca,N,485,5,8,N,Y,8 SEEDS,,
24,,15-03-2016,Rebecca,N,485,6,5,N,Y,5 SEEDS,,
24,,15-03-2016,Rebecca,Y,387,1-5,41,N,Y,,,
24,,15-03-2016,Rebecca,N,288,1,4,N,Y,4 SEEDS,,
24,,15-03-2016,Rebecca,N,288,2,3,N,Y,3 SEEDS,,
24,,15-03-2016,Rebecca,N,288,3,3,N,Y,3 SEEDS,,
24,,15-03-2016,Rebecca,N,288,4,1,N,Y,1 SEED,,
24,,15-03-2016,Rebecca,N,288,5,3,N,Y,3 SEEDS,,
24,,15-03-2016,Rebecca,N,288,6,2,N,Y,2 SEEDS,,
24,,15-03-2016,Rebecca,N,288,7,5,N,Y,5 SEEDS,,
24,,15-03-2016,Rebecca,Y,410,1-5,227,N,Y,,,
24,,15-03-2016,Rebecca,Y,458,1-4,121,N,Y,,,
24,,15-03-2016,Rebecca,N,277,1,0,N,Y,NO SEEDS,,
24,,15-03-2016,Rebecca,N,277,2,8,N,Y,8 SEEDS,,
24,,15-03-2016,Rebecca,N,277,3,0,N,Y,NO SEEDS,,
24,,15-03-2016,Rebecca,N,11,1,0,N,Y,NO SEEDS,,
24,,15-03-2016,Rebecca,N,11,2,0,N,Y,NO SEEDS,,
24,,15-03-2016,Rebecca,N,11,3,0,N,Y,NO SEEDS,,
24,,15-03-2016,Rebecca,N,11,4,0,N,Y,NO SEEDS,,
25,,15-03-2016,Rebecca,Y,342,1-8,44,N,Y,,,
25,,15-03-2016,Rebecca,N,342,9,0,N,Y,NO SEEDS,,
25,,15-03-2016,Rebecca,N,342,10,3,N,Y,3 SEEDS,,
25,,15-03-2016,Rebecca,N,342,11,0,N,Y,NO SEEDS,,
25,,16-03-2016,Rebecca,Y,510,1-4,0,Y,Late aborted,,,updated oct 2017
25,,16-03-2016,Rebecca,Y,510,5,0,Y,Late aborted,,,checked oct 2017
25,,16-03-2016,Rebecca,Y,510,6,0,Y,Late aborted,,,checked oct 2017
25,,16-03-2016,Rebecca,Y,77,1,14,N,Y,,,checked oct 2017
25,,16-03-2016,Rebecca,Y,77,2,15,N,Y,,,checked oct 2017
25,,16-03-2016,Rebecca,N,77,3,8,N,Y,8 SEEDS,,
25,,16-03-2016,Rebecca,Y,77,4,0,Y,Late aborted,26 large late aborted seeds,,updated oct 2017
25,,16-03-2016,Rebecca,Y,77,5,26,N,Y,,,checked oct 2017
25,,16-03-2016,Rebecca,Y,29,1-4,105,N,Y,,,checked oct 2017
25,,16-03-2016,Rebecca,N,29,5,0,N,Y,NO SEEDS,,
25,,16-03-2016,Rebecca,N,117,1,8,N,Y,8 SEEDS,,
25,,16-03-2016,Rebecca,N,117,2,1,N,Y,1 SEED,,
25,,16-03-2016,Rebecca,N,117,3,4,N,Y,4 SEEDS,,
25,,16-03-2016,Rebecca,N,117,4,4,N,Y,4 SEEDS,,
25,,16-03-2016,Rebecca,N,117,5,3,N,Y,3 SEEDS,,
25,,16-03-2016,Rebecca,N,117,6,6,N,Y,6 SEEDS,,
25,,16-03-2016,Rebecca,N,100,1,0,N,Y,NO SEEDS,,
25,,16-03-2016,Rebecca,N,100,2,0,N,Y,NO SEEDS,,
25,,16-03-2016,Rebecca,N,100,3,0,N,Y,NO SEEDS,,
25,,16-03-2016,Rebecca,N,100,4,0,N,Y,NO SEEDS,,
25,,16-03-2016,Rebecca,N,100,5,0,N,Y,NO SEEDS,,
25,,16-03-2016,Rebecca,N,42,1,1,N,Y,"1 SEED, THIS PACKAGE HAS VERY SMALL FRUITS",,
