Page,Photo_num,Date,Person_ID,Photo,Envelope_ID,Fruit_ID,Seed_number,Fertilized_not_viable,NonViable_seeds,Notes,Notes2,Notes3
25,,16-03-2016,Rebecca,N,42,2,1,N,Y,1 SEED,,
25,,16-03-2016,Rebecca,N,42,3,0,N,Y,NO SEEDS,,
25,,16-03-2016,Rebecca,N,42,4,0,N,Y,NO SEEDS,,
25,,16-03-2016,Rebecca,N,42,5,1,N,Y,1 SEED,,
25,,16-03-2016,Rebecca,N,42,6,0,N,Y,NO SEEDS,,
25,,16-03-2016,Rebecca,N,42,7,0,N,Y,NO SEEDS,,
25,,16-03-2016,Rebecca,N,42,8,0,N,Y,NO SEEDS,,
25,,16-03-2016,Rebecca,N,42,9,3,N,Y,3 SEEDS,,
25,,16-03-2016,Rebecca,N,42,10,0,N,Y,NO SEEDS,,
25,,16-03-2016,Rebecca,N,42,11,0,N,Y,NO SEEDS,,
25,,16-03-2016,Rebecca,N,42,12,0,N,Y,NO SEEDS,,
25,,16-03-2016,Rebecca,Y,512,1-3,22,Y,Y-Late aborted present,SEEDS VARY IN SIZE,,updated oct 2017
25,,16-03-2016,Rebecca,N,512,4,0,N,Y,NO SEEDS,,
25,,16-03-2016,Rebecca,N,512,5,2,N,Y,2 SEEDS,,
25,,16-03-2016,Rebecca,N,141,1,0,N,Y,NO SEEDS,,
25,,16-03-2016,Rebecca,N,141,2,1,N,Y,1 SEED,,
25,,16-03-2016,Rebecca,N,657,1,3,N,Y,3 SEEDS,,
25,,16-03-2016,Rebecca,N,657,2,1,N,Y,1 SEED,,
25,,16-03-2016,Rebecca,N,657,3,1,N,Y,1 SEED,,
25,,16-03-2016,Rebecca,N,657,4,0,N,Y,NO SEEDS,,
25,,16-03-2016,Rebecca,N,657,5,0,N,Y,NO SEEDS,,
25,,16-03-2016,Rebecca,N,482,1,0,N,Y,NO SEEDS,,
25,,16-03-2016,Rebecca,N,482,2,5,N,Y,"5 SEEDS, VERY SMALL",,
25,,16-03-2016,Rebecca,N,482,3,0,N,Y,NO SEEDS,,
25,,16-03-2016,Rebecca,N,482,4,6,N,Y,"6 SEEDS, 1LH 5 SML",,
25,,16-03-2016,Rebecca,N,482,5,0,N,Y,NO SEEDS,,
25,,16-03-2016,Rebecca,N,482,6,22,N,Y,"22 SEEDS, VERY SMALL",,
25,,16-03-2016,Rebecca,N,482,7,0,N,Y,NO SEEDS,,
25,,16-03-2016,Rebecca,N,482,8,3,N,Y,"3 SEEDS, 1 LG, 2 SML",,
25,,16-03-2016,Rebecca,Y,138,1-2,7,Y,Y-Late aborted present,SEEDS VARY IN SIZE,,updated oct 2017
25,,16-03-2016,Rebecca,N,138,3,5,N,Y,5 SEEDS,,
25,,16-03-2016,Rebecca,N,138,4,2,N,Y,2 SEEDS,,
25,,16-03-2016,Rebecca,N,138,5,0,N,Y,BLEW OFF VIA SNEEZING,,
26,,22-03-2016,Rebecca,N,638,1,0,N,Y,NO SEEDS,,
26,,22-03-2016,Rebecca,N,638,2,0,N,Y,NO SEEDS,,
26,,22-03-2016,Rebecca,N,209,1,12,N,Y,12 SEEDS,,
26,,22-03-2016,Rebecca,N,209,2,4,N,Y,4 SEEDS,,
26,,22-03-2016,Rebecca,N,209,3,5,N,Y,5 SEEDS,,
26,,22-03-2016,Rebecca,N,209,4,4,N,Y,4 SEEDS,,
26,,22-03-2016,Rebecca,N,209,5,3,N,Y,3 SEEDS,,
26,,22-03-2016,Rebecca,N,209,6,5,N,Y,5 SEEDS,,
26,,22-03-2016,Rebecca,N,587,1,0,N,Y,NO SEEDS,,
26,,22-03-2016,Rebecca,N,587,2,0,N,Y,NO SEEDS,,
26,,22-03-2016,Rebecca,N,587,3,0,N,Y,NO SEEDS,,
26,,22-03-2016,Rebecca,N,587,4,0,N,Y,NO SEEDS,,
26,,22-03-2016,Rebecca,N,587,5,0,N,Y,NO SEEDS,,
26,,22-03-2016,Rebecca,N,65,1,5,N,Y,5 SEEDS,,
26,,22-03-2016,Rebecca,N,65,2,4,N,Y,4 SEEDS,,
26,,22-03-2016,Rebecca,N,65,3,6,N,Y,6 SEEDS,,
26,,22-03-2016,Rebecca,N,65,4,7,N,Y,7 SEEDS ,,
26,,22-03-2016,Rebecca,N,65,5,2,N,Y,2 SEEDS,,
26,,22-03-2016,Rebecca,Y,126,1-5,41,N,Y,,,updated oct 2017
26,,22-03-2016,Rebecca,Y,186,1-3,38,N,Y,SEEDS VARY IN SIZE,,updated oct 2017
26,,22-03-2016,Rebecca,Y,186,4,50,N,Y,,,updated oct 2017
26,,22-03-2016,Rebecca,N,186,5,13,N,Y,13 SEEDS,,
26,,22-03-2016,Rebecca,N,186,6,19,N,Y,19 SEEDS,,
26,,22-03-2016,Rebecca,Y,17,1-4,37,N,Y,,,updated oct 2017
26,,22-03-2016,Rebecca,N,17,5,0,N,Y,NO SEEDS,,
26,,22-03-2016,Rebecca,Y,513,1,0,Y,Late aborted,,,updated oct 2017
26,,22-03-2016,Rebecca,Y,513,2,0,Y,Late aborted,,,updated oct 2017
26,,22-03-2016,Rebecca,Y,513,3,0,Y,Late aborted,,,updated oct 2017
26,,22-03-2016,Rebecca,Y,513,4,16,N,Y,,,updated oct 2017
26,,22-03-2016,Rebecca,Y,513,5,0,Y,Late aborted,,,updated oct 2017
26,,22-03-2016,Rebecca,Y,220,1-5,64,N,Y,,,updated oct 2017
26,,22-03-2016,Rebecca,Y,220,6,26,N,Y,,,updated oct 2017
26,,22-03-2016,Rebecca,N,177,1,0,N,Y,NO SEEDS,,
26,,22-03-2016,Rebecca,N,177,2,0,N,Y,NO SEEDS,,
26,,22-03-2016,Rebecca,N,84,1,0,N,Y,NO SEEDS,,
26,,22-03-2016,Rebecca,N,84,2,0,N,Y,NO SEEDS,,
26,,22-03-2016,Rebecca,N,84,3,7,N,Y,7 SEEDS ,,
26,,22-03-2016,Rebecca,N,84,4,2,N,Y,2 SEEDS,,
26,,22-03-2016,Rebecca,N,84,5,3,N,Y,3 SEEDS,,
26,,22-03-2016,Rebecca,N,84,6,6,N,Y,6 SEEDS,,
26,,22-03-2016,Rebecca,N,84,7,0,N,Y,NO SEEDS,,
26,,23-03-2016,Rebecca,Y,331,1-5,38,N,Y,,,checked oct 2017
26,,23-03-2016,Rebecca,Y,313,1-6,130,N,Y,,,checked oct 2017
26,,23-03-2016,Rebecca,Y,64,1-6,215,N,Y,IMMATURE SEEDS,PROBABLY COLLECTED TOO EARLY,checked oct 2017
26,,23-03-2016,Rebecca,Y,85,1-4,63,N,Y,,,checked oct 2017
26,,23-03-2016,Rebecca,N,85,5,0,N,Y,NO SEEDS,,
26,,23-03-2016,Rebecca,N,85,6,11,N,Y,11 SEEDS,,
26,,23-03-2016,Rebecca,Y,511,1-4,161,N,Y,,,checked oct 2017
26,,23-03-2016,Rebecca,Y,511,5,16,N,Y,,,checked oct 2017
26,,23-03-2016,Rebecca,Y,195,1-3,84,N,Y,,,checked oct 2017
26,,23-03-2016,Rebecca,Y,195,4,40,N,Y,,,checked oct 2017
26,,23-03-2016,Rebecca,Y,195,5,61,N,Y,,,checked oct 2017
26,,23-03-2016,Rebecca,Y,195,6,43,N,Y,,,checked oct 2017
26,,23-03-2016,Rebecca,Y,516,1-6,208,N,Y,,,checked oct 2017
26,,23-03-2016,Rebecca,N,674,1,0,N,Y,NO SEEDS,,
26,,23-03-2016,Rebecca,N,674,2,0,N,Y,NO SEEDS,,
26,,23-03-2016,Rebecca,N,674,3,3,N,Y,3 SEEDS,,
26,,23-03-2016,Rebecca,N,674,4,0,N,Y,NO SEEDS,,
26,,23-03-2016,Rebecca,N,674,5,0,N,Y,NO SEEDS,,
26,,23-03-2016,Rebecca,Y,215,1-5,186,N,Y,,,checked oct 2017
27,,23-03-2016,Rebecca,N,237,1,2,N,Y,,,
27,,23-03-2016,Rebecca,N,237,2,3,N,Y,,,
27,,23-03-2016,Rebecca,N,237,3,1,N,Y,,,
27,,23-03-2016,Rebecca,N,237,4,0,N,Y,NO SEEDS,,
27,,23-03-2016,Rebecca,N,237,5,0,N,Y,NO SEEDS,,
27,,23-03-2016,Rebecca,Y,722,1-5,42,N,Y,,,updated oct 2017
27,,23-03-2016,Rebecca,Y,308,1-5,151,N,Y,,,updated oct 2017
27,,29-03-2016,Rebecca,N,555,1,4,N,Y,4 SEEDS,,
27,,29-03-2016,Rebecca,N,555,2,0,N,Y,NO SEEDS,,
27,,29-03-2016,Rebecca,N,555,3,2,N,Y,2 SEEDS,,
27,,29-03-2016,Rebecca,N,555,4,0,N,Y,NO SEEDS,,
27,,29-03-2016,Rebecca,N,555,5,0,N,Y,NO SEEDS,,
27,,29-03-2016,Rebecca,N,555,6,0,N,Y,NO SEEDS,,
27,,29-03-2016,Rebecca,N,555,7,1,N,Y,1 SEED,,
27,,29-03-2016,Rebecca,N,555,8,11,N,Y,11 SEEDS,,
27,,29-03-2016,Rebecca,N,555,9,5,N,Y,5 SEEDS,,
27,,29-03-2016,Rebecca,N,555,10,7,N,Y,7 SEEDS ,,
27,,29-03-2016,Rebecca,Y,519,1-4,108,N,Y,,,checked oct 2017
27,,29-03-2016,Rebecca,Y,519,5,14,N,Y,,,updated oct 2017
27,,29-03-2016,Rebecca,Y,307,1-4,80,N,Y,,,updated oct 2017
27,,29-03-2016,Rebecca,N,203,1,0,N,Y,"NO SEEDS, IN THIS PACK",,
27,,29-03-2016,Rebecca,N,203,2,0,N,Y,,,
27,,29-03-2016,Rebecca,N,203,3,0,N,Y,,,
27,,29-03-2016,Rebecca,N,509,1,4,N,Y,4 SEEDS,,
27,,29-03-2016,Rebecca,N,509,2,9,N,Y,9 SEEDS,,
27,,29-03-2016,Rebecca,N,509,3,3,N,Y,3 SEEDS,,
27,,29-03-2016,Rebecca,N,509,4,5,N,Y,5 SEEDS,,
27,,29-03-2016,Rebecca,Y,30,1-6,130,N,Y,,,updated oct 2017
27,,29-03-2016,Rebecca,Y,26,1-2,0,Y,Late aborted,,,updated oct 2017
27,,29-03-2016,Rebecca,Y,26,3,0,Y,Late aborted,,,updated oct 2017
27,,29-03-2016,Rebecca,Y,26,4,0,Y,Late aborted,,,updated oct 2017
27,,29-03-2016,Rebecca,Y,26,5,0,Y,Late aborted,,,updated oct 2017
27,,29-03-2016,Rebecca,Y,426,1-5,110,N,Y,,,updated oct 2017
28,,30-03-2016,Rebecca,N,557,1,4,N,Y,,,
28,,30-03-2016,Rebecca,N,557,2,2,N,Y,,,
28,,30-03-2016,Rebecca,N,557,3,4,N,Y,,,
28,,30-03-2016,Rebecca,N,557,4,2,N,Y,,,
28,,30-03-2016,Rebecca,N,557,5,1,N,Y,,,
28,,30-03-2016,Rebecca,Y,338,1-3,43,N,Y,,,
28,,30-03-2016,Rebecca,N,338,4,12,N,Y,,,
28,,30-03-2016,Rebecca,Y,338,5,21,N,Y,,,
28,,30-03-2016,Rebecca,Y,558,1,0,Y,Late aborted,,,updated oct 2017
28,,30-03-2016,Rebecca,Y,558,2,0,Y,Late aborted,,,updated oct 2017
28,,30-03-2016,Rebecca,Y,558,3,0,Y,Late aborted,,,updated oct 2017
28,,30-03-2016,Rebecca,Y,558,4,0,Y,Late aborted,,,updated oct 2017
28,,30-03-2016,Rebecca,Y,558,5,0,Y,Late aborted,,,updated oct 2017
28,,30-03-2016,Rebecca,N,613,1-5,15,N,Y,,,
28,,30-03-2016,Rebecca,N,673,1,3,N,Y,,,
28,,30-03-2016,Rebecca,N,673,2,7,N,Y,,,
28,,30-03-2016,Rebecca,N,673,3,6,N,Y,,,
28,,30-03-2016,Rebecca,N,673,4,6,N,Y,,,
28,,30-03-2016,Rebecca,N,673,5,5,N,Y,,,
28,,30-03-2016,Rebecca,N,560,1,9,N,Y,,,
28,,30-03-2016,Rebecca,N,560,2,4,N,Y,,,
28,,30-03-2016,Rebecca,N,560,3,5,N,Y,,,
28,,30-03-2016,Rebecca,N,560,4,5,N,Y,,,
28,,30-03-2016,Rebecca,N,560,5,4,N,Y,,,
28,,30-03-2016,Rebecca,Y,546,1,0,Y,Late aborted,,,updated oct 2017
28,,30-03-2016,Rebecca,Y,546,2,0,Y,Late aborted,,,updated oct 2017
28,,30-03-2016,Rebecca,Y,546,3,0,Y,Late aborted,,,updated oct 2017
28,,30-03-2016,Rebecca,N,546,4,11,N,Y,,,
28,,30-03-2016,Rebecca,Y,546,5,0,Y,Late aborted,,,updated oct 2017
28,,30-03-2016,Rebecca,Y,549,1-5,30,N,Y,,,updated oct 2017
28,,30-03-2016,Rebecca,Y,676,1-5,49,N,Y,,,updated oct 2017
28,,30-03-2016,Rebecca,Y,434,1-5,35,N,Y,,,updated oct 2017
28,,30-03-2016,Rebecca,Y,61,1-8,129,N,,ALL SMALL FRUITS BUT OPEN,,updated oct 2017
29,,06-04-2016,Rebecca,N,463,1,2,N,Y,,,
29,,06-04-2016,Rebecca,N,463,2,2,N,,,,
29,,06-04-2016,Rebecca,N,463,3,2,N,,,,
29,,06-04-2016,Rebecca,N,463,4,2,N,,,,
29,,06-04-2016,Rebecca,N,463,5,4,N,,,,
29,,06-04-2016,Rebecca,Y,550,1-6,115,N,,,,updated oct 2017
29,,06-04-2016,Rebecca,N,317,1,8,N,,,,
29,,06-04-2016,Rebecca,N,317,2,1,N,,,,
29,,06-04-2016,Rebecca,N,317,3,6,N,,,,
29,,06-04-2016,Rebecca,N,317,4,7,N,,,,
29,,06-04-2016,Rebecca,N,317,5,4,N,,,,
29,,06-04-2016,Rebecca,N,341,1,8,N,,,,
29,,06-04-2016,Rebecca,N,341,2,7,N,,,,
29,,06-04-2016,Rebecca,N,341,3,7,N,,,,
29,,06-04-2016,Rebecca,N,341,4,3,N,,,,
29,,06-04-2016,Rebecca,N,341,5,4,N,,,,
29,,06-04-2016,Rebecca,N,280,1,15,N,doesnêt seem viable has mold,,,
29,,06-04-2016,Rebecca,N,280,2,25,N,doesnêt seem viable has mold,,,
29,,06-04-2016,Rebecca,N,280,3,21,N,doesnêt seem viable has mold,,,
29,,06-04-2016,Rebecca,N,280,4,21,N,doesnêt seem viable has mold,,,
29,,06-04-2016,Rebecca,N,280,5,10,N,doesnêt seem viable has mold,,,
30,,13-04-2016,Rebecca,N,706,1-6,135,Y,Y,MID STAGE ABORTED,Photo removed and hand counted June 10 MPB,
30,,13-04-2016,Rebecca,N,737,1-5,122,Y,Y,MID STAGE ABORTED,Photo removed and hand counted June 10 MPB,
30,,13-04-2016,Rebecca,N,628,1,0,Y,FRUIT WALL IS THIN AND ALMOST INSEPARABLE FROM THE SEED,,,
30,,13-04-2016,Rebecca,N,628,2,0,N,,,,
30,,13-04-2016,Rebecca,N,628,3,0,N,,,,
30,,13-04-2016,Rebecca,N,628,4,0,N,,,,
30,,13-04-2016,Rebecca,N,628,5,0,N,,,,
30,,18-04-2016,Maggie,N,562,1-5,59,N,Y,,,
30,,18-04-2016,Maggie,N,362,1-5,79,N,Y,,,
30,,18-04-2016,Maggie,N,102,1,45,N,Y,,,
30,,18-04-2016,Maggie,N,102,2,48,N,Y,,,
30,,18-04-2016,Maggie,N,102,3,54,N,Y,,,
30,,18-04-2016,Maggie,N,102,4,71,N,Y,,,
30,,18-04-2016,Maggie,N,102,5,39,N,Y,,,
30,,18-04-2016,Maggie,Y,520,1-5,0,Y,Late aborted,,,updated oct 2017
30,,18-04-2016,Maggie,Y,146,1-6,0,Y,Late aborted,,,updated oct 2017
30,,18-04-2016,Maggie,N,160,1-10,0,N,NO SEEDS IN 10 CAPSULES CHECKED,,,
30,,18-04-2016,Maggie,N,655,1,11,N,FEW ALMOST NONE,,,
30,,18-04-2016,Maggie,N,655,2,15,N,,,,
30,,18-04-2016,Maggie,N,655,3,2,N,FEW ALMOST NONE,,,
30,,18-04-2016,Maggie,N,655,4,8,N,FEW ALMOST NONE,,,
30,,18-04-2016,Maggie,N,655,5,14,N,FEW ALMOST NONE,,,
30,,18-04-2016,Maggie,N,655,6,10,N,FEW ALMOST NONE,,,
30,,18-04-2016,Maggie,N,461,1-7,0,Y,OUT OF 7 CAPSULES 1 HAD SOME ABORTED ,,,
30,,18-04-2016,Maggie,N,440,1-4,0,Y,1 OUT OF 4 FLRS HAD ABORTED,,,
30,,18-04-2016,Maggie,N,440,5,0,N,Y,,,
30,,18-04-2016,Maggie,N,440,6,1,N,Y,,,
30,,18-04-2016,Maggie,N,440,7,2,N,Y,,,
30,,18-04-2016,Maggie,N,440,8-10,0,N,N,,,
30,,18-04-2016,Maggie,N,440,11,1,N,Y,,,
31,,18-04-2016,Maggie,N,650,0,0,N,N,,,
31,,18-04-2016,Maggie,N,467,1-2,0,N,Y,,,
31,,18-04-2016,Maggie,N,584,1,7,N,Y,,,
31,,18-04-2016,Maggie,N,584,2,0,N,Y,,,
31,,18-04-2016,Maggie,N,584,3,18,N,Y,,,
31,,18-04-2016,Maggie,N,584,4,0,N,Y,,,
31,,18-04-2016,Maggie,N,584,5,0,N,Y,,,
31,,18-04-2016,Maggie,N,584,6,0,N,Y,,,
31,,18-04-2016,Maggie,N,255,1-3,0,N,Y,,,
31,,18-04-2016,Maggie,N,155,1-3,0,N,Y,,,
31,,18-04-2016,Maggie,N,155,4,1,N,Y,,,
31,,18-04-2016,Maggie,N,477,1,6,N,Y,,,
31,,18-04-2016,Maggie,N,477,2,0,N,Y,,,
31,,18-04-2016,Maggie,N,477,3,7,N,Y,,,
31,,18-04-2016,Maggie,N,477,4,9,N,Y,,,
31,,18-04-2016,Maggie,N,477,5,7,N,STRANGE BIG SEEDS,,,
31,,18-04-2016,Maggie,N,343,1-6,0,N,Y,,,
31,,18-04-2016,Maggie,N,616,1-5,59,N,Y,,,
31,,18-04-2016,Maggie,N,447,1-4,19,N,Y,,,
31,,18-04-2016,Maggie,N,363,1,14,N,Y,,,
31,,18-04-2016,Maggie,N,363,2,14,N,Y,,,
31,,18-04-2016,Maggie,N,363,3,15,N,Y,,,
31,,18-04-2016,Maggie,N,363,4,18,N,Y,,,
31,,18-04-2016,Maggie,N,363,5,16,N,Y,,,
31,,18-04-2016,Maggie,N,175,1,3,N,Y,,,
31,,18-04-2016,Maggie,N,175,2,7,N,Y,,,
31,,18-04-2016,Maggie,N,175,3,7,N,Y,,,
31,,18-04-2016,Maggie,N,175,4,7,N,Y,,,
31,,18-04-2016,Maggie,N,175,5,6,N,Y,,,
31,,18-04-2016,Maggie,N,175,6,504,N,Y,,,
31,,18-04-2016,Maggie,N,504,1,23,N,Y,,,
31,,18-04-2016,Maggie,N,504,2,28,N,Y,,,
31,,18-04-2016,Maggie,N,504,3-6,94,N,Y,,,
31,,18-04-2016,Maggie,N,490,1-5,38,N,Y,,,
31,,18-04-2016,Maggie,N,340,1,7,N,Y,,,
31,,18-04-2016,Maggie,N,340,2,29,N,Y,,,
31,,18-04-2016,Maggie,N,340,3,28,N,Y,,,
31,,18-04-2016,Maggie,N,340,4,30,N,Y,,,
32,,18-04-2016,Maggie,N,292,1,27,N,N,,,
32,,18-04-2016,Maggie,N,292,2,28,N,Y,,,
32,,18-04-2016,Maggie,N,292,3,13,N,Y,,,
32,,18-04-2016,Maggie,N,292,4,43,N,Y,,,
32,,18-04-2016,Maggie,N,75,1-6,42,N,Y,,,
32,,18-04-2016,Maggie,N,75,7,0,N,N,,,
32,,18-04-2016,Maggie,N,361,1-5,19,Y,184,LATE ABORTED SEEDS,,
32,,18-04-2016,Maggie,N,361,6,2,Y,26,LATE ABORTED SEEDS,,
32,,18-04-2016,Maggie,N,361,7,3,Y,19,LATE ABORTED SEEDS,,
32,,18-04-2016,Maggie,N,417,1-5,48,Y,178,LATE ABORTED SEEDS,,
32,,18-04-2016,Maggie,N,169,1-4,0,Y,Y,MEDIUM STAGE ABORTED,,
32,,18-04-2016,Maggie,N,535,1,0,N,Y,,,
32,,18-04-2016,Maggie,N,535,2,9,Y,50,LATE ABORTED SEEDS,,
32,,18-04-2016,Maggie,N,535,3,8,Y,10,LATE ABORTED SEEDS,,
32,,18-04-2016,Maggie,N,535,4,2,Y,10,LATE ABORTED SEEDS,,
32,,18-04-2016,Maggie,N,535,5,5,Y,10,LATE ABORTED SEEDS,,
32,,18-04-2016,Maggie,N,535,6,3,Y,10,LATE ABORTED SEEDS,,
32,,18-04-2016,Maggie,N,590,1,0,N,Y,,,
32,,18-04-2016,Maggie,N,590,2,18,N,Y,,,
32,,18-04-2016,Maggie,N,590,3,0,Y,Y,MEDIUM STAGE ABORTED,,
32,,18-04-2016,Maggie,N,590,4,0,N,Y,,,
32,,18-04-2016,Maggie,N,590,5,0,N,Y,,,
32,,18-04-2016,Maggie,N,652,1,15,N,Y,,,
32,,18-04-2016,Maggie,N,652,2-5,0,N,Y,,,
32,,18-04-2016,Maggie,N,652,6,41,N,N,MINI SEEDS BUT LOOK GOOD,,
32,,18-04-2016,Maggie,N,652,7,6,N,Y,,,
32,,18-04-2016,Maggie,N,154,1,13,N,Y,,,
32,,18-04-2016,Maggie,N,154,2,38,N,Y,,,
32,,18-04-2016,Maggie,N,154,3,26,N,Y,,,
32,,18-04-2016,Maggie,N,154,4,19,N,Y,,,
32,,18-04-2016,Maggie,N,154,5,3,N,Y,,,
32,,18-04-2016,Maggie,N,319,1,23,N,Y,FUNGUSY SEEDS ,,
32,,18-04-2016,Maggie,N,319,2,0,Y,Y -12 med stage aborted,MEDIUM STAGE ABORTED,,
32,,18-04-2016,Maggie,N,319,3,0,Y,Y - 35 med stage aborted,MEDIUM STAGE ABORTED,,
32,,18-04-2016,Maggie,N,319,4,24,N,Y,,,
32,,18-04-2016,Maggie,N,319,5,46,N,Y,,,
33,,26-04-2016,Erika,N,105,1-8,62,Y,Y,large aborted,,
33,,26-04-2016,Erika,N,258,1-3,41,Y,Y,Possibly aborted,,
33,,26-04-2016,Erika,N,733,1-3,34,N,Y,TINY ABORTED,,
33,,26-04-2016,Erika,N,733,4,11,N,Y,TINY ABORTED,,
33,,26-04-2016,Erika,N,733,5,13,N,Y,VERY TINY ABORTED,,
33,,28-04-2016,Erika,N,187,1-6,128,N,Y,SMALL ABORTED,,
33,,28-04-2016,Erika,N,438,1-4,100,N,Y,,,
33,,28-04-2016,Erika,N,438,5,29,N,Y,,,
33,,28-04-2016,Erika,N,349,1,2,N,Y,,,
33,,28-04-2016,Erika,N,349,2,3,N,Y,,,
33,,28-04-2016,Erika,N,349,3,6,N,Y,,,
33,,28-04-2016,Erika,N,585,1,7,N,Y,,,
33,,28-04-2016,Erika,N,585,2,6,N,Y,,,
33,,28-04-2016,Erika,N,585,3,10,N,Y,,,
33,,28-04-2016,Erika,N,585,4,6,N,Y,,,
33,,28-04-2016,Erika,N,624,1-5,61,N,Y,,,
33,,28-04-2016,Erika,N,742,1-5,85,N,Y,,,
33,,28-04-2016,Erika,N,287,1,4,N,Y,,,
33,,28-04-2016,Erika,N,287,2,3,N,Y,,,
33,,28-04-2016,Erika,N,287,3,7,N,Y,,,
33,,28-04-2016,Erika,N,287,4,3,N,Y,,,
33,,28-04-2016,Erika,N,287,5,6,N,Y,,,
33,,28-04-2016,Erika,N,326,1-2,33,N,Y,,,
33,,28-04-2016,Erika,N,326,3,19,N,Y,,,
33,,28-04-2016,Erika,N,326,4,17,N,Y,,,
33,,28-04-2016,Erika,N,326,5,23,N,Y,,,
33,,28-04-2016,Erika,N,474,1-4,44,N,Y,,,
33,,28-04-2016,Erika,N,474,5,6,N,Y,,,
33,,28-04-2016,Erika,N,576,1,12,N,Y,,,
33,,28-04-2016,Erika,N,576,2,9,N,Y,,,
33,,28-04-2016,Erika,N,576,3,13,Y,Y,LATE ABORTED SEEDS,,
33,,28-04-2016,Erika,N,576,4,12,N,Y,,,
33,,28-04-2016,Erika,N,576,5,11,Y,Y,LATE ABORTED SEEDS,,
34,,26-04-2016,Maggie,N,352,1-3,27,N,Y,,,
34,,26-04-2016,Maggie,N,352,4,7,N,N,,,
34,,26-04-2016,Maggie,N,352,5,10,N,Y,,,
34,,26-04-2016,Maggie,N,88,1,1,N,Y,,,
34,,26-04-2016,Maggie,N,88,2,3,Y,Y,MEDIUM STAGE ABORTED,,
34,,26-04-2016,Maggie,N,88,3,0,Y,Y,FEW MEDIUM STAGE ABORTED AND WEIRD BIG SEEDS,,
34,,26-04-2016,Maggie,N,88,4,4,Y,Y,LATE ABORTED SEEDS,,
34,,26-04-2016,Maggie,N,88,5,5,N,Y,,,
34,,26-04-2016,Maggie,N,88,6,4,N,Y,,,
34,,26-04-2016,Maggie,N,355,1,4,N,N,HAD LISTED THIS PLANT AS HAVING 0 FRUITS IT HAS SOME SEED,,
34,,26-04-2016,Maggie,N,355,2,4,N,N,,,
34,,26-04-2016,Maggie,N,355,3,1,N,N,,,
34,,26-04-2016,Maggie,N,355,4,3,N,,,,
34,,26-04-2016,Maggie,N,355,5,0,N,,,,
34,,26-04-2016,Maggie,N,355,6,0,N,,,,
34,,26-04-2016,Maggie,N,355,7,0,N,,,,
34,,26-04-2016,Maggie,N,355,8,1,N,,,,
34,,26-04-2016,Maggie,N,354,1,6,N,N,,,
34,,26-04-2016,Maggie,N,354,2,14,N,N,,,
34,,26-04-2016,Maggie,N,354,3,2,N,N,,,
34,,26-04-2016,Maggie,N,354,4,10,N,N,,,
34,,26-04-2016,Maggie,N,354,5,8,N,N,,,
34,,26-04-2016,Maggie,N,354,6,8,N,N,,,
34,,26-04-2016,Maggie,N,137,1,11,N,Y,,,
34,,26-04-2016,Maggie,N,137,2,9,N,Y,EARLY STATE ABORTED,,
34,,26-04-2016,Maggie,N,137,3,4,N,N,,,
34,,26-04-2016,Maggie,N,137,4,7,N,Y,EARLY STATE ABORTED,,
34,,26-04-2016,Maggie,N,137,5,4,N,Y,EARLY STATE ABORTED,,
34,,26-04-2016,Maggie,N,137,6,10,N,Y,MEDIUM STAGE ABORTED,,
34,,26-04-2016,Maggie,N,137,7,5,Y,Y,LATE ABORTED SEEDS,,
34,,26-04-2016,Maggie,N,222,1,11,N,N,SMALL SEEDS BUT ROUND,,
34,,26-04-2016,Maggie,N,50,1,7,N,N,,,
34,,26-04-2016,Maggie,N,50,2,1,N,N,SEEDS LOOK STUCK TOGETHER,,
34,,26-04-2016,Maggie,N,50,3,4,N,N,,,
34,,26-04-2016,Maggie,N,50,4,13,N,N,GIANT SEEDS,,
34,,26-04-2016,Maggie,N,50,5,0,N,Y,,,
34,,26-04-2016,Maggie,N,50,6,5,N,N,,,
35,,26-04-2016,Stephanie,N,290,1-6,42,N,Y,TINY ABORTED,,
35,,26-04-2016,Stephanie,N,59,1-19,490,Y,Y,MEDIUM STAGE ABORTED,,
35,,26-04-2016,Stephanie,N,59,20,19,N,N,,,
35,,26-04-2016,Stephanie,N,59,21,21,N,N,,,
35,,26-04-2016,Stephanie,N,469,1-4,103,N,Y,SMALL ABORTED,,
35,,26-04-2016,Stephanie,N,469,5,20,N,Y,,,
35,,26-04-2016,Stephanie,N,469,6,19,N,Y,,,
35,,26-04-2016,Stephanie,N,295,1-5,103,N,Y,,,
35,,26-04-2016,Stephanie,N,295,6,19,N,Y,,,
35,,26-04-2016,Stephanie,N,682,1-3,31,N,Y,,,
35,,26-04-2016,Stephanie,N,682,4,9,N,N,,,
35,,26-04-2016,Stephanie,N,682,5,6,N,Y,,,
35,,26-04-2016,Stephanie,N,443,1-3,90,N,N,,,
35,,26-04-2016,Stephanie,N,443,4,23,N,N,,,
35,,26-04-2016,Stephanie,N,443,5,24,N,N,,,
35,,26-04-2016,Stephanie,N,443,6,34,N,N,,,
35,,26-04-2016,Stephanie,N,700,1-4,114,N,Y,,,
35,,26-04-2016,Stephanie,N,700,5,10,N,N,,,
35,,26-04-2016,Stephanie,N,700,6,29,N,N,,,
36,,11-05-2016,Maggie,N,165,1,9,N,Y,FEW SMALL,,
